Title,Rated,Director,Language,Country,imdbID,BoxOffice,IMDB_Value,RT_Value,MC_Value,Actor_1,Actor_2,Actor_3,Actor_4
Justin Time,,Rob Diamond,English,United States,tt1251735,,37.0,,,Brian Wimmer, Danny Trejo, Chris Laird,
Heber Holiday,PG,McKay Daines,English,United States,tt0928364,,32.0,,,Torrey DeVitto, Jimmy Chunga, Daryl Allen,
The Last Man on Earth,,Todd Portugal,English,United States,tt3585116,,54.0,,,Madisen Hill, Trip Langley, Rob Mor,
Knight Rider,TV-14,Steve Shill,English,,tt1114258,,58.0,,,Justin Bruening, Deanna Russo, Sydney Tamiia Poitier,
The Dukes of Hazzard: The Beginning,R,Robert Berlinger,English,United States,tt0800328,,44.0,20.0,,Randy Wayne, Jonathan Bennett, April Scott,
Drumline: A New Beat,Not Rated,Bille Woodruff,English,United States,tt3520698,,51.0,,,Alexandra Shipp, Leonard Roberts, Jordan Calloway,
Casual Encounters,R,Zackary Adler,English,United States,tt3074546,,43.0,,,Taran Killam, Brooklyn Decker, David Krumholtz,
Coming & Going,PG-13,Edoardo Ponti,English,United States,tt1946177,,53.0,,,Rhys Darby, Sasha Alexander, Fionnula Flanagan,
Costa Rican Summer,R,Jason Matthews,English,United States,tt1370426,,27.0,,,Peter Dante, Pamela Anderson, Brock Kelly,
Octane,R,"Mark Jay, Ian McIntyre",English,United Kingdom,tt0490114,,40.0,,,Karl Davies, Lauren Steventon, Layke Anderson,
Christmas Mail,TV-PG,John Murlowski,English,United States,tt1663628,,53.0,,,Ashley Scott, A.J. Buckley, Lochlyn Munro,
Cupid's Balls,,Kristoffer Metcalfe,Norwegian,Norway,tt1695763,,50.0,,,Kåre Hedebrant, Harald William Borg Weedon, Eira Stuedahl,
Breakfast with Jonny Wilkinson,,Simon Sprackling,English,United Kingdom,tt3198544,,58.0,50.0,,Michael Beckley, Beth Cordingly, Chris England,
Counting Backwards,Not Rated,Aprill Winney,English,United States,tt0815170,,83.0,,,Benjamin Montague, Elaine Robinson, Cliff Chamberlain,
Before You Say 'I Do',TV-PG,Paul Fox,English,United States,tt1318522,,59.0,,,David Sutcliffe, Jennifer Westfeldt, Lauren Holly,
A la mala,PG-13,Pitipol Ybarra,Spanish,Mexico,tt4357170,3629842.0,63.0,43.0,,Aislinn Derbez, Mauricio Ochmann, Aurora Papile,
Backwards,PG,Ben Hickernell,English,United States,tt2005153,61465.0,55.0,28.0,43.0,Sarah Megan Thomas, James Van Der Beek, Glenn Morshower,
Abel's Field,PG,Gordie Haakstad,English,United States,tt2069708,,63.0,,,Kevin Sorbo, Samuel Davis, Richard Dillard,
Bank$tas,R,Jeff Stephenson,English,,tt2437712,,46.0,,,Laura Vandervoort, Alan Thicke, Nicholas Campbell,
A Heartbeat Away,,Gale Edwards,English,Australia,tt1612793,,46.0,0.0,,Sebastian Gregory, Isabel Lucas, William Zappa,
A Bela e o Paparazzo,,António-Pedro Vasconcelos,Portuguese,Portugal,tt1454603,,61.0,,,Soraia Chaves, Marco D'Almeida, Nuno Markl,
Párpados azules,R,Ernesto Contreras,Spanish,Mexico,tt0481320,,69.0,82.0,,Cecilia Suárez, Enrique Arreola, Magali Boysselle,
Abel,Not Rated,Diego Luna,Spanish,Mexico,tt1479668,,68.0,93.0,,Christopher Ruíz-Esparza, Karina Gidi, José María Yazpik,
We Still Steal the Old Way,Not Rated,Sacha Bennett,English,United Kingdom,tt4418398,,51.0,,,Ian Ogilvy, Tony Denham, Christopher Ellison,
Kill Dil,Not Rated,Shaad Ali,Hindi,India,tt3380264,,45.0,50.0,,Ranveer Singh, Ali Zafar, Parineeti Chopra,
The Man Who Was Thursday,,Balazs Juszt,English,United States,tt3079222,,48.0,,,Ana Ularu, Jordi Mollà, François Arnaud,
Permission,,Brian Crano,English,United States,tt5390066,,53.0,67.0,62.0,Rebecca Hall, Dan Stevens, Gina Gershon,
The People Garden,R,Nadia Litz,English,Canada,tt4254562,,48.0,25.0,,Dree Hemingway, Pamela Anderson, Jai West,
My Honor Was Loyalty,PG-13,"Leone Frisa, Alessandro Pepe",German,Italy,tt4544696,,43.0,,,Leone Frisa, Francesco Migliore, Paolo Vaccarino,
Ismael's Ghosts,R,Arnaud Desplechin,French,France,tt5687040,102510.0,55.0,50.0,65.0,Mathieu Amalric, Marion Cotillard, Charlotte Gainsbourg,
Revenge,R,Anton Megerdichev,Russian,Russia,tt0459759,,59.0,,,Denis Nikiforov, Elena Panova, Andrey Panin,
22 Minutes,,Vasily Serikov,Russian,Russia,tt2856896,,53.0,,,Makar Zaporozhskiy, Denis Nikiforov, Gaël Kamilindi,
Prizrak,,Aleksandr Voytinskiy,Russian,Russia,tt4559932,,65.0,,,Fedor Bondarchuk, Semyon Treskunov, Yan Tsapnik,
Battery Number One,,Kirill Belevich,Russian,Russia,tt4196010,,59.0,,,Stanislav Callas, Valeriya Dmitrieva, Ilya Korobko,
Sem kabinok,,Dmitriy Meskhiev,Russian,Russia,tt1821599,,51.0,,,Oleg Andreev, Pavel Badyrov, Aleksey Barabash,
Dark World 2: Equilibrium,,Oleg Assadulin,Russian,Russia,tt3338268,,41.0,,,Paulina Andreeva, Vlad Robinson, Mariya Pirogova,
The Hunter's Prayer,R,Jonathan Mostow,English,Germany,tt2674358,,55.0,,35.0,Sam Worthington, Odeya Rush, Allen Leech,
Lyogok na pomine,,"Evgeniy Abyzov, Ivan Kitaev",Russian,Russia,tt3621288,,48.0,,,Garik Kharlamov, Kristina Asmus, Aleksandr Samoylenko,
Spielzeugland,TV-PG,Jochen Alexander Freydank,German,Germany,tt1280548,,77.0,,,Julia Jäger, Cedric Eich, Tamay Bulut Özvatan,
Ostrov vezeniya,,Kirill Kozlov,Russian,Russia,tt3338310,,30.0,,,Roman Yunusov, Svetlana Khodchenkova, Anna Khilkevich,
He Even Has Your Eyes,,Lucien Jean-Baptiste,French,France,tt5256722,,62.0,,,Lucien Jean-Baptiste, Aïssa Maïga, Zabou Breitman,
Beatriz at Dinner,R,Miguel Arteta,English,United States,tt5929750,7115854.0,60.0,75.0,68.0,Salma Hayek, John Lithgow, Connie Britton,
The Black Room,Not Rated,Rolfe Kanefsky,English,United States,tt5431600,,34.0,,,Alex Rinehart, Lin Shaye, Tiffany Shepis,
Get Me Roger Stone,TV-14,"Dylan Bank, Daniel DiMauro, Morgan Pehme",English,United States,tt6714534,,73.0,88.0,75.0,Roger Stone, Donald Trump, Paul Manafort,
AfterDeath,,"Gez Medinger, Robin Schmidt",English,United Kingdom,tt2710826,,40.0,,,Miranda Raison, Sam Keeley, Elarica Johnson,
Bolshoy,,Valeriy Todorovskiy,Russian,Russia,tt6278008,,68.0,,,Alisa Freyndlikh, Valentina Telichkina, Aleksandr Domogarov,
Rock n Roll Nerd,,Rhian Skirving,English,Australia,tt1297297,,78.0,,,Tim Minchin,,,
Life Cycles,Not Rated,"Derek Frankowski, Ryan Gibb",English,Canada,tt1828232,,84.0,,,Graham Agassiz, Mike Hopkins, Matt Hunter,
Kiss at Pine Lake,TV-PG,Michael M. Scott,English,Canada,tt1942900,,60.0,,,Barry Watson, Mia Kirshner, Matty Finochio,
Paris à tout prix,PG-13,Reem Kherici,French,France,tt2420886,,57.0,,,Reem Kherici, Cécile Cassel, Tarek Boudali,
Blue World Order,Not Rated,"Ché Baker, Dallas Bland",English,Australia,tt4457678,,50.0,,,Billy Zane, Bruce Spence, Emily De Margheriti,
Mia and the Migoo,PG,Jacques-Rémy Girerd,French,France,tt0792978,17000.0,66.0,38.0,44.0,Dany Boon, John DiMaggio, Garance Lagraa,
Muzhchina s garantiey,,Artyom Aksenenko,Russian,Russia,tt2349126,,45.0,,,Aleksandr Oleshko, Nonna Grishaeva, Dmitriy Nagiev,
8 First Dates,Not Rated,"David Dodson, Sasha Malarevsky, Alexander Yurchikov",Russian,Russia,tt2258239,,61.0,,,Oksana Akinshina, Volodymyr Zelenskyy, Denis Nikiforov,
Stone,,Vyacheslav Kaminskiy,Russian,Russia,tt2156825,,56.0,,,Sergey Svetlakov, Nikolay Kozak, Olesya Sudzilovskaya,
Coursier,,Hervé Renoh,French,France,tt1429429,,58.0,,,Michaël Youn, Géraldine Nakache, Jimmy Jean-Louis,
Ne nado pechalitsya,,Ivan Bychkov,Russian,Russia,tt2628798,,58.0,,,Vladimir Ilin, Evgeniy Stychkin, Yuriy Stepanov,
Hooked 2: Next Level,,Pavel Sanaev,Russian,Russia,tt1620549,,52.0,,,Sergey Chirkov, Marina Petrenko, Pavel Priluchnyy,
My iz budushchego 2,,"Andres Puustusmaa, Aleksandr Samokhvalov, Dmitriy Voronkov",Russian,,tt1590125,,,,,Igor Petrenko, Aleksey Barabash, Ekaterina Klimova,
World Builder,,Bruce Branit,None,United States,tt1419113,,73.0,,,Erin McGrane, Brian Paulette,,
Lyubov 2 Morkov,,Maksim Pezhemskiy,Russian,Russia,tt1414840,,48.0,,,Darya Balabanova, Efim Banchik, Oleg Bilik,
Lyubov v bolshom gorode 2,Not Rated,Marius Vaysberg,Russian,Russia,tt1510274,,56.0,,,Aleksey Chadov, Vera Brezhneva, Volodymyr Zelenskyy,
Interceptor,,Konstantin Maksimov,Russian,Russia,tt1245736,,36.0,,,Igor Petrenko, Lyubov Tolkalina, Aleksandr Baluev,
Hooked,,Pavel Sanaev,Russian,Russia,tt1532382,,57.0,,,Sergey Chirkov, Marina Petrenko, Pavel Priluchnyy,
Sea Monsters: A Prehistoric Adventure,Unrated,Sean MacLeod Phillips,English,United States,tt1027743,23746066.0,70.0,100.0,,Liev Schreiber, Jennifer Aguilar, Michael Ashcraft,
Nightmare City 2035,R,Terence H. Winkless,English,Bulgaria,tt0910868,,33.0,,,Maxwell Caulfield, Alexis Thorpe, Todd Jensen,
High Security Vacation,Not Rated,Igor Zaytsev,Russian,Russia,tt1438463,,63.0,,,Sergey Bezrukov, Dmitriy Dyuzhev, Alyona Babenko,
Boone: The Bounty Hunter,TV-14,Robert Kirbyson,English,United States,tt3229488,,53.0,,,John Hennigan, Kevin Sorbo, Nancy Berggren,
Pitbull: Tough Women,,Patryk Vega,Polish,Poland,tt6212346,,56.0,,,Alicja Bachleda, Magdalena Cielecka, Anna Dereszowska,
Despicable Me 3,PG,"Kyle Balda, Pierre Coffin, Eric Guillon",English,United States,tt3469046,264624300.0,62.0,59.0,49.0,Steve Carell, Kristen Wiig, Trey Parker,
The Last Family,,Jan P. Matuszynski,Polish,Poland,tt5936692,,74.0,75.0,69.0,Andrzej Seweryn, Dawid Ogrodnik, Aleksandra Konieczna,
Karbala,,Krzysztof Lukaszewicz,Polish,Poland,tt5049636,,62.0,,,Bartlomiej Topa, Antoni Królikowski, Hristo Shopov,
Lucifer,,Gust Van den Berghe,Spanish,Mexico,tt4131206,,68.0,,,Gabino Rodríguez, Norma Pablo, María Acosta,
Walpurgis Night,,Marcin Bortkiewicz,Polish,Poland,tt4990652,,67.0,,,Malgorzata Zajaczkowska, Philippe Tlokinski, Monica Mariotti,
War Don Don,Not Rated,Rebecca Richman Cohen,English,United States,tt1570991,,73.0,100.0,,,,,
Bachelor Games,TV-MA,Edward McGown,English,United Kingdom,tt2190451,,44.0,,,Jack Gordon, Charlie Bewley, Obi Abili,
We Are X,R,Stephen Kijak,English,United Kingdom,tt4835086,45270.0,75.0,83.0,64.0,Yoshiki, Hiroshi Morie, Sugizo,
Rock Dog,PG,Ash Brannon,English,China,tt2822672,9420546.0,59.0,46.0,48.0,Luke Wilson, Eddie Izzard, J.K. Simmons,
Yulenka,,Aleksandr Strizhenov,Russian,Russia,tt1372747,,50.0,,,Marat Basharov, Darya Balabanova, Aleksandra Dykhne,
Nevalyashka,,Roman Kachanov,Russian,Russia,tt0814229,,56.0,,,Pavel Derevyanko, Sergey Makovetskiy, Elena Nikolaeva,
Den D,,Mikhail Porechenkov,Russian,Russia,tt1432916,,33.0,,,Sergey Bludov, Maxim Drozd, Konstantin Isaev,
The Levelling,R,Hope Dickson Leach,English,United Kingdom,tt5158522,3040.0,64.0,94.0,81.0,Ellie Kendrick, David Troughton, Jack Holden,
Clown Service,,Tig Notaro,English,United States,tt4109454,,72.0,,,Stephanie Allynne, Nathan Barnatt, David Harris,
Ludo,,"Qaushiq Mukherjee, Nikon",Bengali,India,tt3724898,,28.0,,,Kamalika Banerjee, Joyraj Bhattacharya, Soumendra Bhattacharya,
The Saga of Biorn,Not Rated,,Danish,Denmark,tt2040565,,75.0,,,Phillip Sacramento, Alberte Thorning Agerskov, Jack E. Sovtar,
The New Tenants,TV-14,Joachim Back,English,Denmark,tt1520428,,69.0,,,Vincent D'Onofrio, Kevin Corrigan, Liane Balaban,
Le noeud cravate,,Jean-François Lévesque,None,Canada,tt1285285,,71.0,,,,,,
Tracktown,,"Alexi Pappas, Jeremy Teicher",English,United States,tt5750534,,57.0,73.0,64.0,Alexi Pappas, Chase Offerle, Rachel Dratch,
My Son,Not Rated,Jin Jang,Korean,South Korea,tt1572916,,69.0,,,Seung-Won Cha, Deok-Hwan Ryu, Jee-Young Kim,
Little Forest: Summer/Autumn,,Jun'ichi Mori,Japanese,Japan,tt3474600,,77.0,,,Ai Hashimoto, Mayu Matsuoka, Yôichi Nukumizu,
Ares,,Jean-Patrick Benes,French,France,tt4216902,,62.0,,,Ola Rapace, Micha Lescot, Thierry Hancisse,
Head Case,Not Rated,Anthony Spadaccini,English,United States,tt0914805,,40.0,,,Paul McCloskey, Barbara Lessin, Brinke Stevens,
Roommates Wanted,,François Desagnat,French,France,tt4857596,,62.0,,,André Dussollier, Bérengère Krief, Arnaud Ducret,
Bleach the Movie 2: The Diamond Dust Rebellion,TV-14,Noriyuki Abe,Japanese,Japan,tt1148261,,70.0,,,Masakazu Morita, Fumiko Orikasa, Hiroki Yasumoto,
Reconversão,,Thom Andersen,Portuguese,Portugal,tt2614316,,74.0,,,Eduardo Souto Moura,,,
King Charles III,Not Rated,Rupert Goold,English,United Kingdom,tt6253522,,63.0,100.0,,Tim Pigott-Smith, Oliver Chris, Richard Goulding,
Game of Truth,,Viktor Shamirov,Russian,Russia,tt2996932,,69.0,,,Irina Apeksimova, Gosha Kutsenko, Dmitriy Maryanov,
First They Killed My Father,TV-MA,Angelina Jolie,Central Khmer,Cambodia,tt4882376,,72.0,88.0,72.0,Sareum Srey Moch, Phoeung Kompheak, Sveng Socheata,
Mommy Dead and Dearest,TV-MA,Erin Lee Carr,English,United States,tt6442978,,74.0,100.0,,Jim Arnott, David Blanchard, Dee Dee Blanchard,
Alcoholist,TV-MA,Lucas Pavetto,English,Italy,tt3061222,,48.0,,,Bill Moseley, Lloyd Kaufman, John Robinson,
Tickling Giants,TV-14,Sara Taksler,English,United States,tt5494396,51499.0,82.0,100.0,78.0,Bassem Youssef, Jon Stewart, Shadi Alfons,
Dead Awake,Not Rated,Phillip Guzman,English,United States,tt3778010,11528.0,46.0,11.0,,Jocelin Donahue, Jesse Bradford, Jesse Borrego,
Antikiller D.K.,,Eldar Salavatov,Russian,Russia,tt1532261,,58.0,,,Gosha Kutsenko, Evgeniy Antropov, Sergey Badyuk,
Live and Remember,,Aleksandr Proshkin,Russian,Russia,tt1285174,,67.0,,,Darya Ekamasova, Mikhail Evlanov, Evgeniya Glushenko,
Platon,,Vardan Hakobyan,Russian,Russia,tt1202532,,52.0,,,Pavel Volya, Elizaveta Lotova, Evelina Blyodans,
Otriv po polnoy,,Stanislav Mareyev,Russian,Russia,tt1139804,,49.0,,,Tatyana Aptikeeva, Aleksandr Bashirov, Andrey Fedortsov,
Polar Opposites,PG-13,Fred Olen Ray,English,United States,tt1172069,2377.0,31.0,,,Charles Shaughnessy, Tracy Nelson, Ken Barnett,
The Secret Life of Chaos,Not Rated,Nic Stacey,English,United Kingdom,tt1674741,,83.0,,,Jim Al-Khalili,,,
The Spy,,Aleksey Andrianov,Russian,Russia,tt2321517,,54.0,,,Danila Kozlovskiy, Fedor Bondarchuk, Anya Chipovskaya,
Ticket to Vegas,,Gor Kirakosian,Russian,Russia,tt2167970,,40.0,,,Ivan Stebunov, Ingrid Olerinskaya, Vladimir Yaglych,
Portal: No Escape,,Dan Trachtenberg,English,United States,tt2034756,,71.0,,,Danielle Rayne, Alex Albrecht, Brad Arnold,
Cancel Christmas,TV-G,John Bradshaw,English,Canada,tt1733111,,55.0,,,Judd Nelson, Justin Landry, Natalie Brown,
Dublyor,,"Evgeniy Abyzov, Pyotr Tochilin",Russian,Russia,tt2593290,,48.0,,,Aleksandr Revva, Kristina Asmus, Kseniya Buravskaya,
Infinity Chamber,,Travis Milloy,English,United States,tt3839880,,62.0,,,Christopher Soren Kelly, Cassandra Clark, Cajardo Lindsey,
Paragraf 78,Not Rated,Mikhail Khleborodov,Russian,Russia,tt0459924,,50.0,,,Gosha Kutsenko, Vladimir Vdovichenkov, Anastasiya Slanevskaya,
Nulevoy kilometr,,Pavel Sanaev,Russian,,tt0854151,,,,,Aleksandr Lymarev, Svetlana Khodchenkova, Ivan Zhidkov,
Lyubov-Morkov,,Aleksandr Strizhenov,Russian,Russia,tt0976209,,51.0,,,Gosha Kutsenko, Kristina Orbakaite, Evgeniy Stychkin,
Kamennaya bashka,,Filipp Yankovskiy,Russian,Russia,tt1322330,,58.0,,,Boris Chunaev, Lidiya Dorotenko, Oksana Fandera,
In the Blood,,Rasmus Heisterberg,Danish,Denmark,tt4854126,,60.0,,,Kristoffer Bech, Susana Hermansen Valenzuela, Nana Kirstine Bruhn-Rasmussen,
The Midwife,Unrated,Martin Provost,French,France,tt5348236,603582.0,67.0,88.0,66.0,Catherine Deneuve, Catherine Frot, Olivier Gourmet,
Odd Job,Not Rated,Pascal Chaumeil,French,France,tt4551314,,64.0,,,Romain Duris, Michel Blanc, Alice Belaïdi,
A Family Man,R,Mark Williams,English,United States,tt1718924,,65.0,16.0,21.0,Gerard Butler, Gretchen Mol, Alison Brie,
Paris Can Wait,PG,Eleanor Coppola,English,Japan,tt4429194,5617731.0,58.0,47.0,48.0,Diane Lane, Arnaud Viard, Alec Baldwin,
The Wizard of Lies,TV-MA,Barry Levinson,English,United States,tt1933667,,68.0,73.0,,Robert De Niro, Michelle Pfeiffer, Alessandro Nivola,
Goryachie novosti,,Anders Banke,Russian,Russia,tt1230207,,58.0,,,Andrey Merzlikin, Evgeniy Tsyganov, Maria Mashkova,
Journey to the Edge of the Universe,,Yavar Abbas,East-Greenlandic,United Kingdom,tt1363109,,84.0,,,Alec Baldwin, Sean Pertwee, Paul Essiembre,
Caravaggio,,Angelo Longoni,Italian,Italy,tt0814042,,68.0,,,Alessio Boni, Elena Sofia Ricci, Jordi Mollà,
Reketir,,Akan Satayev,Russian,Kazakhstan,tt1677719,,70.0,,,Aidar Mukhametzhanov, Saken Aminov, Tolepbergen Baisakalov,
Summer Lover,Not Rated,Robert Crombie,English,Ukraine,tt0937373,,45.0,,,Avalon Barrie, Todd Soley, Lyudmila Shiryaeva,
Gitler kaput!,,Marius Vaysberg,Russian,Russia,tt1124396,,30.0,,,Pavel Derevyanko, Anna Semenovich, Yuriy Galtsev,
Nepobedimyy,,Oleg Pogodin,Russian,Russia,tt1091989,,60.0,,,Vladimir Epifantsev, Sergey Astakhov, Harry Borg,
Michou d'Auber,,Thomas Gilou,French,France,tt0478705,,66.0,,,Gérard Depardieu, Nathalie Baye, Mathieu Amalric,
"Chelovek, kotoryy znal vsyo",,Vladimir Mirzoev,Russian,Russia,tt1194603,,56.0,,,Egor Beroev, James Derrick, Vasiliy Fursenko,
Potseluy skvoz stenu,,Vardan Hakobyan,Russian,Russia,tt1806996,,36.0,,,Aleksandr Adabashyan, Karina Andolenko, Sergey Bachurskiy,
Strayed,,Akan Satayev,Russian,Kazakhstan,tt1494812,,55.0,,,Andrey Merzlikin, Tungyshbai Al-Tarazi, Ayganim Sadykova,
Pop,Not Rated,Vladimir Khotinenko,Russian,Russia,tt1506452,,71.0,,,Sergey Makovetskiy, Nina Usatova, Elizaveta Arzamasova,
Avatar: Creating the World of Pandora,,Thomas C. Grane,English,United States,tt1599280,,74.0,,,Laz Alonso, Richard Baneham, Christopher Boyes,
Good Intentions,PG-13,Jim Issa,English,United States,tt1070781,,53.0,,,Luke Perry, Elaine Hendrix, Jon Gries,
Put k sebe,,Artyom Mazunov,Russian,Russia,tt1586262,,63.0,,,Glafira Tarkhanova, Andrey Finyagin, Mikhail Evlanov, Konstantin Balakirev
Glukhar v kino,,Vladimir Vinogradov,Russian,Russia,tt1620464,,53.0,,,Maksim Averin, Denis Rozhkov, Aleksey Serebryakov,
Evil Angel,,Richard Dutcher,English,United States,tt0892051,,54.0,,,Ving Rhames, Ava Gaudet, Kristopher Shepard,
Star Runners,,Mat King,English,United States,tt1239459,,42.0,,,Connor Trinneer, James Kyson, Toni Trucks,
Na izmene,PG-13,Alexander Atanesyan,Russian,Russia,tt1725050,,35.0,,,Aleksandr Golovin, Nonna Grishaeva, Andrey Kaykov,
Sluzhebnyy roman. Nashe vremya,,Sarik Andreasyan,Russian,Russia,tt1764600,,50.0,,,Volodymyr Zelenskyy, Svetlana Khodchenkova, Marat Basharov,
Bablo,,Konstantin Buslov,Russian,Russia,tt2064728,,64.0,,,Roman Madyanov, Yakov Kucherevskiy, Mariya Berseneva,
A Quiet Outpost,,Sergey Makhovikov,Russian,Russia,tt1805479,,67.0,,,Andrey Chadov, Sergey Selin, Igor Savochkin,
All Inclusive ili Vsyo vklyucheno!,,Eduard Radzyukevich,Russian,Russia,tt1846473,,46.0,,,Mikhail Bespalov, Marina Aleksandrova, Fyodor Dobronravov,
Kunskapens pris - balladen om den vilsne vandraren,,Anders Muammar,Swedish,Sweden,tt1126510,,74.0,,,Freddie Wadling, Peter Mollwing, Per Johansson, Mikael Helander
August 8,R,Dzhanik Fayziev,Russian,Russia,tt2094767,,56.0,,,Svetlana Ivanova, Maksim Matveev, Egor Beroev,
That still Karlosson!,,Sarik Andreasyan,Russian,Russia,tt2288121,,43.0,,,Mikhail Galustyan, Fedya Smirnov, Igor Vernik,
Robotropolis,Unrated,Christopher Hatton,English,Singapore,tt1754438,,31.0,,,Zoe Naylor, Graham Sibley, Edward Foy,
Solovey-Razboynik,,Egor Baranov,Russian,Russia,tt2475794,,53.0,,,Oksana Arbuzova, Sergey Badyuk, Vadim Demchog,
The Billionaire,,Songyos Sugmakanan,Thai,Thailand,tt2292955,,77.0,,,Pachara Chirathivat, Walanlak Kumsuwan, Somboonsuk Niyomsiri,
Dzhungli,,Aleksandr Voytinskiy,Russian,Russia,tt2261719,,51.0,,,Vera Brezhneva, Marina Dyuzheva, Mikhail Efremov,
Ghost Recon: Alpha,,"François Alaux, Hervé de Crécy",English,United States,tt2386231,,74.0,,,Mark Ivanir, Joplin Sibtain, Charles Venn,
Oceans Rising,TV-14,Adam Lipsius,English,United States,tt6215044,,24.0,,,Jason Tobias, Summer Spiro, DeJean Brown,
Hitler's Folly,,Bill Plympton,English,United States,tt5740242,,42.0,,,Dana Ashbrook, Eden S. Bales, Catherine Branscome,
Revengeance,,"Jim Lujan, Bill Plympton",English,United States,tt3401174,,63.0,,,Robert Lujan, Charley Rossman, Ken Mora,
Blame!,TV-14,Hiroyuki Seshita,Japanese,Japan,tt6574146,,66.0,,,Takahiro Sakurai, Kana Hanazawa, Sora Amamiya,
Kill 'Em All,R,Peter Malota,English,United States,tt5767628,,43.0,,,Jean-Claude Van Damme, Autumn Reeser, Peter Stormare,
Nirvana: Live at the Paramount,Not Rated,Mark Racco,English,United States,tt2083271,,86.0,,,Kurt Cobain, Dave Grohl, Nirvana,
Kill Switch,R,Tim Smit,English,Netherlands,tt5464234,,47.0,9.0,31.0,Dan Stevens, Bérénice Marlohe, Tygo Gernandt,
The Bad Batch,R,Ana Lily Amirpour,English,United States,tt4334266,180851.0,52.0,46.0,62.0,Suki Waterhouse, Jason Momoa, Jayda Fink,
The Stopover,,"Delphine Coulin, Muriel Coulin",French,France,tt4699444,,62.0,100.0,,Soko, Ariane Labed, Ginger Romàn,
War for the Planet of the Apes,PG-13,Matt Reeves,English,United States,tt3450958,146880162.0,74.0,94.0,82.0,Andy Serkis, Woody Harrelson, Steve Zahn,
My Stepdaughter,TV-14,Sofia Shinas,English,Canada,tt3980530,,36.0,,,Emmanuelle Vaugier, Niki Koss, Matt Socia,
911 Nightmare,Unrated,Craig Moss,English,United States,tt4573136,,51.0,,,Fiona Gubelmann, John Lee Ames, Scott Bailey,
Chronically Metropolitan,Not Rated,Xavier Manrique,English,United States,tt4460854,,50.0,40.0,28.0,Shiloh Fernandez, Chris Noth, Victor Cruz,
Sophie and the Rising Sun,R,Maggie Greenwald,English,United States,tt4532818,34630.0,66.0,67.0,55.0,Julianne Nicholson, Takashi Yamaguchi, Margo Martindale,
Silent Youth,Not Rated,Diemo Kemmesies,German,Germany,tt2168288,,56.0,,,Martin Bruchmann, Josef Mattes, Mathias Neuber,
Kidnap,R,Luis Prieto,English,United States,tt1458169,30971040.0,59.0,35.0,44.0,Halle Berry, Sage Correa, Chris McGinn,
Titanic: The Final Word with James Cameron,,Tony Gerber,English,United States,tt2132504,,76.0,,,James Cameron, Ken Marschall, Paul-Henri Nargeolet,
Ustad Hotel,,Anwar Rasheed,Malayalam,India,tt2218988,,82.0,,,Dulquer Salmaan, Thilakan, Siddique,
Underworld: Endless War,,Juno John Lee,English,USA,tt2381375,,63.0,,,Trevor Devall, Brian Dobson, Paul Dobson, Laura Harris
This Is Not What I Expected,TV-PG,Derek Hui,,China,tt6772874,337670.0,67.0,78.0,,Takeshi Kaneshiro, Dongyu Zhou, Yi-zhou Sun,
Badrinath Ki Dulhania,Not Rated,Shashank Khaitan,Hindi,India,tt6277440,1993259.0,61.0,80.0,,Varun Dhawan, Alia Bhatt, Sahil Vaid,
Appetites,Unrated,Cameron Casey,English,United States,tt3742300,,35.0,,,James Duval, Bonnie Rotten, Lauren Parkinson,
Berlin One,,Marvin Kren,German,Germany,tt4610102,,63.0,,,Friedrich Mücke, Tobias Moretti, Antje Traue,
Rosa Chumbe,,Jonatan Relayze,Spanish,Peru,tt3733098,,64.0,,,Liliana Trujillo, Cindy Díaz, Franco Diaz,
Compared to What: The Improbable Journey of Barney Frank,TV-14,"Sheila Canavan, Michael Chandler",English,United States,tt2452352,,63.0,,,Barney Frank, Spencer Bachus, Mike Barnicle,
The Thoughts That Once We Had,,Thom Andersen,English,United States,tt4555248,,72.0,,79.0,,,,
The Square,R,Ruben Östlund,Swedish,Sweden,tt4995790,1502347.0,71.0,85.0,73.0,Claes Bang, Elisabeth Moss, Dominic West,
How Not to Work & Claim Benefits: (and Other Useful Information for Wasters),,Patrick McConnell,English,United Kingdom,tt3922678,,63.0,,,Rhys Atherton, George Batisashivili-Worth, David Bowen,
Apprentice,,Junfeng Boo,Malay,Singapore,tt4660736,2578.0,66.0,85.0,77.0,Firdaus Rahman, Wan Hanafi Su, Mastura Ahmad,
How to Talk to Girls at Parties,R,John Cameron Mitchell,English,United Kingdom,tt3859310,84809.0,57.0,48.0,50.0,Elle Fanning, Alex Sharp, Nicole Kidman,
The Meyerowitz Stories,TV-MA,Noah Baumbach,English,United States,tt5536736,,69.0,93.0,79.0,Adam Sandler, Grace Van Patten, Dustin Hoffman,
Tehran Taboo,Not Rated,Ali Soozandeh,Persian,Germany,tt5584796,74758.0,71.0,97.0,74.0,Jasmina Ali, Hasan Ali Mete, Zar Amir-Ebrahimi,
War Machine,TV-MA,David Michôd,English,United States,tt4758646,,60.0,47.0,56.0,Brad Pitt, Daniel Betts, John Magaro,
Anjelah Johnson: The Homecoming Show,Not Rated,Manny Rodriguez,English,United States,tt3499286,,67.0,,,Anjelah Johnson-Reyes,,,
The Paradise Suite,,Joost van Ginkel,French,Netherlands,tt4246894,,71.0,,,Anjela Nedyalkova, Boris Isakovic, Erik Adelöw,
