Title,Rated,Director,Language,Country,imdbID,BoxOffice,IMDB_Value,RT_Value,MC_Value,Actor_1,Actor_2,Actor_3,Actor_4
Aaaaaaaah!,Not Rated,Steve Oram,None,United Kingdom,tt4501706,,45.0,79.0,,Steve Oram, Tom Meeten, Julian Rhind-Tutt,
2 Alone in Paris,,"Ramzy Bedia, Eric Judor",French,France,tt1077097,,54.0,,,Ramzy Bedia, Eric Judor, Hafid F. Benamar,
Mohamed Dubois,,Ernesto Oña,French,France,tt2855342,,50.0,,,Eric Judor, Sabrina Ouazani, Youssef Hajdi,
Halal police d'État,,Rachid Dhibou,French,France,tt1708526,,39.0,,,Eric Judor, Ramzy Bedia, Jean-Pierre Lazzerini,
Hangar 10,Not Rated,Daniel Simpson,English,United Kingdom,tt3245656,,36.0,14.0,28.0,Robert Curtis, Abbie Salt, Danny Shayler,
III: The Ritual,,Pavel Khvaleev,Russian,Germany,tt3993732,,48.0,,,Polina Davydova, Lyubov Ignatushko, Evgeniy Gagarin,
Amateurs in Space,TV-PG,Max Kestner,Danish,Denmark,tt6253346,,64.0,,,Kristian von Bengtson, Peter Madsen, Steen Andersen,
Tokyo Idols,TV-14,Kyoko Miyake,Japanese,United Kingdom,tt6039532,,69.0,91.0,,Rio Hiiragi, Yuzuha Oda, Masayoshi Sakai,
Arab on the City,,Djamel Bensalah,French,France,tt1830499,,43.0,,,Booder, Issa Doumbia, Steve Tran,
Tender Son: The Frankenstein Project,,Kornél Mundruczó,Hungarian,Hungary,tt1527049,,56.0,,,Rudolf Frecska, Lili Monori, Kornél Mundruczó,
Becoming Bond,TV-MA,Josh Greenbaum,English,United States,tt6110504,,75.0,78.0,65.0,George Lazenby, Josh Lawson, Kassandra Clementi,
The Family,TV-MA,Gustavo Rondón Córdova,Spanish,Venezuela,tt6107516,3696.0,67.0,91.0,,Giovanny Garcia, Reggie Reyes, Kirvin Barrios,
Vir Das: Abroad Understanding,TV-MA,Marcus Raboy,English,United States,tt6822400,,69.0,,,Vir Das,,,
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",,Liz Plonka,English,United States,tt6878486,,73.0,100.0,,Norm MacDonald,,,
Lenny Cooke,Not Rated,"Benny Safdie, Josh Safdie",English,United States,tt2606924,,69.0,78.0,70.0,Lenny Cooke, Tom Konchalski, LeBron James,
Express 'Moscow - Russia',,Igor Voloshin,Russian,Russia,tt3677366,,32.0,,,Sergey Svetlakov, Margarita Levieva, Pavel Derevyanko,
Best Worst Thing That Ever Could Have Happened,,Lonny Price,English,United States,tt3282712,106986.0,76.0,95.0,81.0,Jason Alexander, Donna Marie Asbury, Jim Bonkosky,
Wakefield,R,Robin Swicord,English,United States,tt5195412,262599.0,63.0,72.0,62.0,Bryan Cranston, Jennifer Garner, Victoria Bruno,
Lana Del Rey: The Greatest Story Never Told,,,English,USA,tt6472530,,,,,Lana Del Rey,,,
The Wedding Plan,PG,Rama Burshtein,Hebrew,Israel,tt5991206,1412404.0,64.0,,72.0,Noa Koler, Amos Tamam, Oz Zehavi,
Red Nose Day Actually,TV-PG,"Richard Curtis, Mat Whitecross",English,United Kingdom,tt6582384,,71.0,,,Rowan Atkinson, Alexis Lynne Baumert, Marcus Brigstocke,
Whitney: Can I Be Me,Not Rated,"Nick Broomfield, Rudi Dolezal",English,United Kingdom,tt5563330,,68.0,87.0,64.0,Whitney Houston, Michael Baker, Wayne Lindsey,
Valerian and the City of a Thousand Planets,PG-13,Luc Besson,English,France,tt2239822,41189488.0,64.0,48.0,51.0,Dane DeHaan, Cara Delevingne, Clive Owen,
Knifepoint,Not Rated,Jed Strahm,English,United States,tt1461397,,51.0,,,Krista Braun, Katherine Randolph, Kym Jackson,
The Gracefield Incident,PG-13,Mathieu Ratthe,English,United States,tt4464394,,42.0,10.0,21.0,Mathieu Ratthe, Victor Andres Turgeon-Trelles, Kimberly Laferriere,
Molot,,Nurbek Egen,Russian,Russia,tt5909128,,51.0,,,Aleksey Chadov, Oksana Akinshina, Anton Shagin,
Long Strange Trip,R,Amir Bar-Lev,English,United States,tt4143508,351957.0,82.0,100.0,78.0,John Perry Barlow, Tom Constanten, Sam Cutler,
Shadow World,,Johan Grimonprez,English,Belgium,tt2626338,,75.0,,,,,,
Warning: This Drug May Kill You,TV-14,Perri Peltz,English,United States,tt6710212,,72.0,,,,,,
The Mars Generation,,Michael Barnett,,United States,tt6333096,,65.0,,,Elsa Shiju, Bob Behnken, Alayna Bidlack,
The Northlander,,Benjamin Ross Hayden,English,Canada,tt5059782,,49.0,,,Corey Sevier, Roseanne Supernault, Michelle Thrush,
Bet on Revenge,,Gábor Herendi,Hungarian,,tt4964310,,73.0,,,Ervin Nagy, Andrea Petrik, Tibor Gáspár,
Paren s nashego kladbishcha,,"Anton Chizhikov, Ilya Chizhikov",Russian,Russia,tt4765708,,59.0,,,Aleksandr Pal, Aleksandr Ilin, Kristina Kazinskaya,
American Meth,TV-MA,Justin Hunt,English,USA,tt1213571,,56.0,,,Val Kilmer, Justin Hunt, Jenna, Michael
You Were Never Really Here,R,Lynne Ramsay,English,United Kingdom,tt5742374,2528078.0,67.0,89.0,84.0,Joaquin Phoenix, Judith Roberts, Ekaterina Samsonov,
Lucky Bastard,NC-17,Robert Nathan,English,United States,tt2417854,,43.0,54.0,36.0,Don McManus, Jay Paulson, Betsy Rue,
Life Risking Romance,,Min-Gyu Song,Korean,South Korea,tt6343000,,53.0,,,Ha Ji-Won, Jeong-myeong Cheon, Bo-lin Chen,
Afro Tanaka,,Daigo Matsui,Japanese,Japan,tt1910496,,62.0,,,Shôta Matsuda, Nozomi Sasaki, Atsushi Tsutsumishita,
Liar Game: Reborn,,Hiroaki Matsuyama,Japanese,Japan,tt2078667,,65.0,,,Shôta Matsuda, Mikako Tabe, Hirofumi Arai,
Jimi Hendrix Electric Church,Not Rated,John McDermott,English,United States,tt5217608,,75.0,,,Jimi Hendrix, Bob Merlis, Billy Cox,
Mali Blues,Not Rated,Lutz Gregor,French,Germany,tt5427450,26950.0,71.0,89.0,85.0,Fatoumata Diawara, Ahmed Ag Kaedi, Bassékou Kouyaté,
Nice Places to Die,,Bernd Schaarmann,German,Germany,tt3792994,,76.0,,,,,,
Black Rose,TV-MA,Alexander Nevsky,English,Russia,tt3266724,,28.0,22.0,5.0,Alexander Nevsky, Kristanna Loken, Adrian Paul,
Living,,Vasiliy Sigarev,Russian,Russia,tt2190483,,72.0,,,Olga Lapshina, Marina Gavrilova, Sasha Gavrilova,
Maudite poutine,,Karl Lemieux,French,Canada,tt5672952,,64.0,,,Jean-Simon Leduc, Martin Dubreuil, Francis La Haye,
Life off grid,,Jonathan Taggart,English,Canada,tt4235130,,65.0,,,,,,
Loev,,Sudhanshu Saria,Hindi,India,tt5050788,,59.0,86.0,,Dhruv Ganesh, Siddharth Menon, Shiv Panditt,
The Pass,Not Rated,Ben A. Williams,English,United Kingdom,tt5160154,,65.0,89.0,66.0,Russell Tovey, Arinzé Kene, Lisa McGrillis,
Radiant City,,"Jim Brown, Gary Burns",English,Canada,tt0832937,78944.0,69.0,94.0,60.0,Daniel Jeffery, Bob Legare, Jane MacFarlane,
Hasan Minhaj: Homecoming King,TV-MA,Christopher Storer,English,,tt6900644,,82.0,78.0,,Hasan Minhaj,,,
Metalocalypse: The Doomstar Requiem - A Klok Opera,TV-MA,Mark Brooks,English,United States,tt3298820,,80.0,,,Jack Black, Victor Brandt, George Fisher,
Jeremiah Tower: The Last Magnificent,R,"Lydia Tenaglia, Morgan Fallon",English,Mexico,tt5163286,228153.0,66.0,84.0,68.0,Stephen Torres, Martha Stewart, James Villas,
Happy Burnout,,André Erkau,German,Germany,tt5584176,,55.0,,,Torben Liebrecht, Kostja Ullmann, Wotan Wilke Möhring,
Intimate Parts,,"Natasha Merkulova, Aleksey Chupov",Russian,,tt2934404,,54.0,,,Yuri Kolokolnikov, Yuliya Aug, Olesya Sudzilovskaya,
Poka noch ne razluchit,,Boris Khlebnikov,Russian,Russia,tt2209180,,58.0,,,Aleksandr Yatsenko, Evgeniy Sytyy, Sakhat Dursunov,
Les yeux jaunes des crocodiles,,Cécile Telerman,French,France,tt2571502,,63.0,,,Julie Depardieu, Emmanuelle Béart, Patrick Bruel,
The Black Hen,,Min Bahadur Bham,Nepali,Nepal,tt4991660,,69.0,100.0,,Khadka Raj Nepali, Sukra Raj Rokaya, Jit Bahadur Malla,
Among the Believers,,"Mohammed Ali Naqvi, Hemal Trivedi",English,Pakistan,tt4504626,4189.0,75.0,95.0,74.0,Abdul Aziz Ghazi, Pervez Hoodbhoy,,
Behemoth,Not Rated,Liang Zhao,Mandarin,China,tt4901304,,76.0,96.0,85.0,,,,
Sex and Broadcasting,Not Rated,Tim K. Smith,English,United States,tt3548948,,67.0,100.0,68.0,Dave Abramson, Bruce Bennett, Bronwyn Bishop,
The Dust Storm,PG-13,"Anthony Baldino, Ryan Lacen",English,United States,tt3854372,,57.0,,,Colin O'Donoghue, Kristen Gutoskie, Chris Carmack,
Sarah Silverman: A Speck of Dust,TV-MA,Liam Lynch,English,United States,tt6948354,,69.0,100.0,,Sarah Silverman, Troy,,
Yarn,,"Þórdur Bragi Jónsson, Una Lorenzen, Heather Millard",English,Netherlands,tt5333518,,62.0,78.0,61.0,Tilde Björfors, Barbara Kingsolver, Toshiko Horiuchi MacAdam,
Taekwondo,Unrated,"Marco Berger, Martín Farina",Spanish,,tt5643380,,65.0,,,Gabriel Epstein, Lucas Papa, Nicolás Barsoff,
The Boss's Daughter,,Olivier Loustau,French,France,tt4040042,,54.0,,,Olivier Loustau, Christa Théret, Florence Thomassin,
Ghouls,,Sergey Ginzburg,Russian,Russia,tt6569546,,44.0,,,Lera Arefyeva, Anna Arlanova, Yuliya Aug,
Gatekeeper,,Yung Chang,Japanese,United States,tt5567492,,70.0,,,Misako Kawagoshi, Kenji Morioka, Yukio Shige,
Allen Iverson: The Answer,,Michael Winik,English,United States,tt6304902,,78.0,,,Larry Brown, Allen Iverson, Steve Smith,
Negociador,,Borja Cobeaga,Spanish,Spain,tt3626760,,62.0,,,Ramón Barea, Josean Bengoetxea, Carlos Areces,
Breakdown Lane,,"Bob Schultz, Robert Conway",English,Canada,tt3121200,,28.0,,,Whitney Moore, Kevin Tye, Clint James,
Rock'n Roll,Not Rated,Guillaume Canet,French,France,tt5351818,,61.0,64.0,,Guillaume Canet, Marion Cotillard, Gilles Lellouche,
Black Butterfly,R,Brian Goodman,English,Spain,tt2090465,,61.0,40.0,43.0,Antonio Banderas, Jonathan Rhys Meyers, Piper Perabo,
I am Jane Doe,,Mary Mazzio,English,United States,tt6398054,,68.0,91.0,69.0,Erik Bauer, John Montgomery, Rob Portman,
Home Sweet Home,R,David Morley,English,Canada,tt2348394,,47.0,,,Meghan Heffern, Adam MacDonald, Shaun Benson,
Nirvana,Not Rated,Igor Voloshin,Russian,Russia,tt1227165,,58.0,,,Olga Sutulova, Mariya Shalayeva, Artur Smolyaninov,
Kremen,,Aleksey Mizgiryov,Russian,Russia,tt0905618,,62.0,,,Evgeniy Antropov, Dmitriy Kulichkov, Anastasiya Bezborodova,
Frost,,Reynir Lyngdal,Icelandic,Iceland,tt2181953,,35.0,,,Helgi Björnsson, Einar Dagbjartsson, Valur Freyr Einarsson,
Extraterrestrial,,Sergey Krutin,Russian,Russia,tt2187177,,61.0,67.0,,Sergey Batalov, Miroslav Belonogov, Grigoriy Bokovenko,
Snuff 102,Unrated,Mariano Peralta,Spanish,Argentina,tt0984118,,34.0,,,Andrea Alfonso, Julián Alfonzo, Rodrigo Bianco,
Almost Charming,,Philippe Lellouche,French,France,tt2311182,,56.0,,,Vincent Perez, Vahina Giocante, Jacques Weber,
Open Graves,R,Álvaro de Armiñán,English,Spain,tt0870937,,42.0,,,Mike Vogel, Eliza Dushku, Iman Nazemzadeh,
2012 Doomsday,PG-13,Nick Everhart,English,USA,tt1132130,,17.0,,,Cliff De Young, Dale Midkiff, Ami Dolenz, Danae Nason
Combustion,Not Rated,Daniel Calparsoro,Spanish,Spain,tt1899142,,56.0,,,Luis Zahera, Alberto Ammann, Adriana Ugarte,
Appleseed: Ex Machina,PG-13,Shinji Aramaki,Japanese,Japan,tt1043842,,70.0,,,Ai Kobayashi, Kôichi Yamadera, Yûji Kishi,
The Giant King,PG,"Prapas Cholsaranont, Chaiporn Panichrutiwong, Melanie Simka",Thai,Thailand,tt2630526,,56.0,,,Nathan Barnatt, Gina Briganti, Bawriboon Chanreuang,
The Life of Buddha,,Kritsaman Wattananarong,Thai,Thailand,tt1039902,,70.0,,,Sarut Wijittranon, Supattra Thiwanon, Komgrit Triwimol,
Indigo,,Roman Prygunov,Russian,Russia,tt1246587,,38.0,,,Andrei Dei, Elena Drobysheva, Mikhail Efremov,
Courage,,Greg Zglinski,Polish,Poland,tt2062714,,67.0,,,Robert Wieckiewicz, Lukasz Simlat, Gabriela Muskala,
Forever Young,,Pau Freixas,Catalan,Spain,tt1483386,,71.0,,,Eva Santolaria, Alex Brendemühl, Emma Suárez,
Soulless 2,,Roman Prygunov,Russian,Russia,tt3136646,,61.0,,,Danila Kozlovskiy, Mariya Andreeva, Milos Bikovic,
Dumb: The Story of Big Brother Magazine,TV-MA,Patrick O'Dell,English,United States,tt6794450,,74.0,100.0,,Jeff Grosso, Tony Hawk, Marc Johnson,
Carmín Tropical,TV-MA,Rigoberto Pérezcano,Spanish,Mexico,tt2651370,,71.0,100.0,,José Pescina, Luis Alberti, Everardo Trejo,
After Love,,Joachim Lafosse,French,France,tt4746484,13693.0,65.0,90.0,66.0,Bérénice Bejo, Cédric Kahn, Marthe Keller,
Thunder Road,,Jim Cummings,English,United States,tt5116560,,77.0,,,Jim Cummings, Kitty Barshay, Francesca I. Biasiolo,
Manoman,,Simon Cartwright,English,United Kingdom,tt4636194,,69.0,,,Gordon Peaston,,,
The Most Beautiful Thing,,Cameron Covell,English,United States,tt2881274,,65.0,,,Analisa Gutierrez, Nikkolas Tavo, Yuri Zackoqv,
Killing for Love,Unrated,"Marcus Vetter, Karin Steinberger",English,Germany,tt4552298,,70.0,51.0,,Imogen Poots, Daniel Brühl, Jens Söring,
Sweet Virginia,R,Jamie M. Dagg,English,Canada,tt2582498,11753.0,62.0,79.0,72.0,Jon Bernthal, Christopher Abbott, Imogen Poots,
Mobile Homes,,Vladimir de Fontenay,English,,tt5613402,,60.0,59.0,49.0,Imogen Poots, Frank Oulton, Rebecca Singh,
The Farthest,PG,Emer Reynolds,English,Ireland,tt6223974,14773.0,81.0,100.0,87.0,Frank Drake, Carolyn Porco, John Casani,
The Old Man,,Ermek Tursynov,Kazakh,Kazakhstan,tt2182115,,73.0,,,Ondassyn Bessikbassov, Erbolat Toguzakov,,
Garoojigi,,Hansol Shin,Korean,South Korea,tt1433775,,54.0,,,Tae-gyu Bong, Yi-yeong Shim, Dal-su Oh,
Little Bird's Big Adventure,PG,"Toby Genkel, Reza Memari",English,Germany,tt3823116,,58.0,,,Tilman Döbler, Cooper Kelly Kramer, Shannon Conley,
A Grande Família: O Filme,,Maurício Farias,Portuguese,Brazil,tt0990366,,56.0,,,Marco Nanini, Marieta Severo, Pedro Cardoso,
Macbeth,Not Rated,Rupert Goold,English,,tt1570337,,75.0,72.0,,Patrick Stewart, Kate Fleetwood, Oliver Burch,
Tiger Raid,Not Rated,Simon Dixon,English,United Kingdom,tt4447518,,44.0,50.0,,Brian Gleeson, Damien Molony, Sofia Boutella,
You'll Never Be Alone,Unrated,Alex Anwandter,Spanish,Chile,tt4846220,,60.0,,,Sergio Hernández, Andrew Bargsted, Jaime Leiva,
Harold and Lillian: A Hollywood Love Story,,Daniel Raim,English,United States,tt4683668,78301.0,79.0,97.0,75.0,Lillian Michelson, Harold Michelson, Bill Krohn,
The Journey,PG-13,Nick Hamm,English,United Kingdom,tt4826674,155475.0,67.0,68.0,53.0,Timothy Spall, Colm Meaney, John Hurt,
McLaren,Not Rated,Roger Donaldson,English,New Zealand,tt5031332,,73.0,79.0,,Chris Amon, Jim Anderton, Mario Andretti,
The Dancer,Not Rated,Stéphanie Di Giusto,French,France,tt4632440,,65.0,59.0,44.0,Soko, Gaspard Ulliel, Mélanie Thierry,
Grow Your Own,Not Rated,Richard Laxton,English,United Kingdom,tt0847830,,68.0,56.0,,Benedict Wong, Eddie Marsan, Omid Djalili,
Battalion,,Dmitriy Meskhiev,Russian,Russia,tt4187590,,64.0,,,Lesya Andreeva, Mariya Antonova, Mariya Aronova,
All About the Money,TV-14,Blake Freeman,English,United States,tt2312184,,53.0,,,Eddie Griffin, Blake Freeman, Casper Van Dien,
We Are Family,,Gabriel Julien-Laferrière,French,France,tt4926822,,61.0,,,Julie Gayet, Thierry Neuvic, Julie Depardieu,
On vam ne Dimon,,Alexei Navalny,Russian,Russia,tt6679360,,88.0,,,Georgy Alburov, Dmitry Medvedev, Alexei Navalny,
WiNWiN,R,Daniel Hoesl,German,Austria,tt5376720,,62.0,,,Heinz Arthur Boltuch, Aurelia Burckhardt, Stephanie Cumming,
Brain on Fire,PG-13,Gerard Barrett,English,United States,tt3704700,,66.0,13.0,34.0,Chloë Grace Moretz, Thomas Mann, Richard Armitage,
One Day Since Yesterday: Peter Bogdanovich & the Lost American Film,Not Rated,Bill Teck,English,United States,tt3920572,,72.0,,,Wes Anderson, Noah Baumbach, Anna Thea Bogdanovich,
Lucid Dream,,Joon-Sung Kim,Korean,South Korea,tt6830780,,61.0,,,Sol Kyung-gu, Go Soo, Kang Hye-jeong,
Drone,TV-MA,Jason Bourque,Urdu,,tt5352846,,54.0,27.0,49.0,Sean Bean, Patrick Sabongui, Mary McCormack,
Dragonheart: Battle for the Heartfire,PG-13,Patrik Syversen,English,United States,tt5610626,,53.0,,,Patrick Stewart, Tom Rhys Harries, Jessamine-Bliss Bell,
Stasis,Not Rated,Nicole Jones-Dion,English,United States,tt5702566,,30.0,,,Anna Harr, Mark Grossman, Phyllis Spielman,
Love.com,,Anita Barbosa,Portuguese,Brazil,tt5635808,,58.0,,,Isis Valverde, Gil Coelho, Joaquim Lopes,
The Portuguese Nun,,Eugène Green,Portuguese,Portugal,tt1483735,,66.0,79.0,61.0,Leonor Baldaque, Francisco Mozos, Diogo Dória,
Growing Up Smith,PG-13,Frank Lotito,English,United States,tt1105355,35312.0,68.0,73.0,,Jason Lee, Anjul Nigam, Brighton Sharbino,
X500,,Juan Andrés Arango Garcia,Spanish,Canada,tt5100046,,65.0,,,Jembie Almazan, Jonathan Diaz Angulo, Bernardo Garnica Cruz,
That Thing Called Tadhana,TV-PG,Antoinette Jadaone,Filipino,Philippines,tt4170436,,73.0,,,Angelica Panganiban, JM de Guzman, Joem Bascon,
AWOL,Not Rated,Deb Shoval,English,United States,tt4462372,,56.0,93.0,,Lola Kirke, Kyle Monaghan, Dale Soules,
Angel,,Harry Cleven,French,Belgium,tt5892354,,60.0,,,Hannah Boudreau, Maya Dory, Fleur Geffrier,
Shimmer Lake,Not Rated,Oren Uziel,English,Canada,tt1386691,,63.0,60.0,,Benjamin Walker, Rainn Wilson, Stephanie Sigman,
How to Lose Weight in 4 Easy Steps,,Benjamin Berman,English,United States,tt5424972,,80.0,,,Beck Bennett, Britt Lower, Jessy Hodges,
The Fraulein and the Sandman,Not Rated,Peter Luisi,German,Switzerland,tt1801808,,68.0,,,Fabian Krüger, Irene Brügger, Beat Schlatter,
Extraordinary Mission,Not Rated,"Alan Mak, Anthony Pun",Mandarin,China,tt6690310,54174.0,62.0,80.0,,Yihong Duan, Xuan Huang, Yueting Lang,
Let Me Make You a Martyr,,"Corey Asraf, John Swab",English,United States,tt3699372,,46.0,60.0,,Marilyn Manson, Mark Boone Junior, Sam Quartin,
Corpse Party,,Masafumi Yamada,Japanese,Japan,tt4530804,,46.0,,,Ryôsuke Ikeoka, Rina Ikoma, Jun,
Center of My World,Unrated,Jakob M. Erwa,German,Germany,tt4932154,,72.0,100.0,,Bendix Hansen, Sarah Fuhrer, Louis Hofmann,
I Know a Woman Like That,Not Rated,Elaine Madsen,English,,tt1205497,,,,,Virginia Madsen, Rita Moreno, Eartha Kitt,
It's Not the Time of My Life,,Szabolcs Hajdu,Hungarian,Hungary,tt5537614,,72.0,,,Imre Gelányi, Lujza Hajdu, Szabolcs Hajdu,
South of Pico,R,Ernst Gossner,English,United States,tt0478273,,54.0,,,Kip Pardue, Henry Simmons, Gina Torres,
What Happened to Monday,TV-MA,Tommy Wirkola,English,United Kingdom,tt1536537,,68.0,59.0,47.0,Noomi Rapace, Glenn Close, Willem Dafoe,
House of Last Things,Not Rated,Michael Bartlett,English,United States,tt1464539,,53.0,,,Lindsey Haun, Blake Berris, RJ Mitte,
7:19,TV-14,Jorge Michel Grau,Spanish,Mexico,tt5979312,,58.0,100.0,,Carmen Beato, Demián Bichir, Héctor Bonilla,
Son of Bigfoot,PG,"Jeremy Degruson, Ben Stassen",English,Belgium,tt5715410,289308.0,61.0,75.0,,Cinda Adams, Mari Devon, Kirk Thornton,
Tokyo Ghoul,TV-MA,Kentarô Hagiwara,Japanese,Japan,tt5815944,,57.0,82.0,,Masataka Kubota, Fumika Shimizu, Nobuyuki Suzuki,
On Body and Soul,Not Rated,Ildikó Enyedi,Hungarian,Hungary,tt5607714,,75.0,90.0,77.0,Alexandra Borbély, Géza Morcsányi, Réka Tenki,
Atomic Blonde,R,David Leitch,English,United States,tt2406566,51687870.0,67.0,79.0,63.0,Charlize Theron, James McAvoy, John Goodman,
The Dreamed Ones,,Ruth Beckermann,German,Austria,tt5463370,,66.0,91.0,,Anja Plaschg, Laurence Rupp,,
Family Member,,Marinos Kartikkis,Greek,Cyprus,tt5133038,,74.0,,,Alexia Charalambidou, Giulio Filippo D'Errico, Fivos Georgiades,
Vratné lahve,,Jan Sverák,Czech,,tt0809951,,72.0,100.0,,Zdenek Sverák, Daniela Kolárová, Pavel Landovský,
Sanctuary,,Marc Brummund,German,Germany,tt3127698,,72.0,,,Louis Hofmann, Alexander Held, Stephan Grossmann,
Hot Hot Hot,G,Beryl Koltz,English,Luxembourg,tt1665412,,48.0,,,Rob Stanley, Joanna Scanlan, Gary Cady,
God of War,Not Rated,Gordon Chan,Mandarin,China,tt6083388,53000.0,64.0,82.0,54.0,Wenzhuo Zhao, Sammo Kam-Bo Hung, Regina Wan,
Between Love & Goodbye,Unrated,Casper Andreas,English,United States,tt1137437,18480.0,56.0,33.0,,Simon Miller, Rob Harmon, Ryan Turner,
Aaron's Blood,TV-MA,Tommy Stovall,English,United States,tt3898776,,48.0,60.0,,James Martinez, Trevor Stovall, Michael Chieffo,
Made in Bangkok,,Flavio Florencio,Thai,Mexico,tt4273104,,74.0,100.0,,Morganna Love, Noa Herrera,,
New Trial,Not Rated,Tae-Yun Kim,Korean,South Korea,tt6731636,,68.0,,,Jung-Eun Lee, Ju-Seon Eo, Kang Ha-neul,
Saving Banksy,Unrated,Colin M. Day,English,United States,tt4036488,47965.0,68.0,87.0,73.0,Ben Eine, Glen E. Friedman, Kelly 'Risk' Graval,
The Exception,R,David Leveaux,English,United Kingdom,tt4721124,708973.0,68.0,75.0,60.0,Lily James, Jai Courtney, Christopher Plummer,
The Everyday,,,,,tt2879456,,,,,Kyle Gilman, Hal Hartley, D.J. Mendel,
Patchwork,Not Rated,Tyler MacIntyre,English,Canada,tt4929720,,57.0,,,Tory Stolper, Tracey Fairaway, Maria Blasucci,
La buena nueva,,Helena Taberna,Spanish,Spain,tt1060243,,62.0,,,Unax Ugalde, Bárbara Goenaga, Gorka Aguinagalde,
Goon: Last of the Enforcers,R,Jay Baruchel,English,Canada,tt2417712,,58.0,41.0,48.0,Seann William Scott, Alison Pill, Marc-André Grondin,
Fotograf,R,Irena Pavlásková,Czech,Czech Republic,tt3662686,,61.0,,,Karel Roden, Marie Málková, Zuzana Vejvodová,
Dunkirk,PG-13,Christopher Nolan,English,United Kingdom,tt5013056,189740665.0,78.0,92.0,94.0,Fionn Whitehead, Barry Keoghan, Mark Rylance,
La Bohème,,Werner Herzog,Italian,United Kingdom,tt1505346,,59.0,,,Peter Auty, Mary Plazas,,
Ode to the Dawn of Man,,Werner Herzog,English,United States,tt2069061,,65.0,,,Sean Bergin, Harmen Fraanje, Ernst Reijseger,
Bairavaa,Not Rated,Bharathan,Tamil,India,tt6201292,,58.0,,,Joseph Vijay, Keerthy Suresh, Jagapathi Babu,
Heavy Metal Britannia,,Chris Rodley,English,United Kingdom,tt1615847,,75.0,,,Black Sabbath, Ritchie Blackmore, Budgie,
Princes of the Yen,,Michael Oswald,English,United Kingdom,tt4172710,,75.0,,,Andrew Piper, Richard Werner, Noriko Yamagiwa,
Don't Let Me Drown,R,Cruz Angeles,English,United States,tt0760166,,65.0,80.0,,E.J. Bonilla, Gleendilys Inoa, Damián Alcázar,
Heidi,,Daniel Ray,English,United States,tt3581478,,47.0,,,Samuel Brian, Joei Fulco, Joey Bell,
The Gerber Syndrome: il contagio,Not Rated,Maximilien Dejoie,Italian,Italy,tt1820701,,54.0,,,Valentina Bartolo, Elisabetta Fischer, Pia Lanciotti,
The Summoning,TV-MA,Alberto G. Rodriguez,English,United States,tt4762758,,31.0,,,Eric Roberts, Leila Almas Rose, Jaime Zevallos,
Go North,Not Rated,Matthew Ogens,English,United States,tt4960764,,43.0,60.0,,Jacob Lofland, Sophie Kennedy Clark, Patrick Schwarzenegger,
Once Upon a Time in Venice,Not Rated,Mark Cullen,English,United States,tt4694544,,53.0,21.0,28.0,Bruce Willis, John Goodman, Jason Momoa,
Resurrecting Hassan,,Carlo Guillermo Proto,English,Canada,tt5816564,,78.0,,,Denis Harting, Lauviah Harting, Peggy Roux,
