imdbID,Title,Year,Month,Box_Office,IMDB_Value,RT_Value,MC_Value,Vote_Average,Rated,Director,Language,Country,Runtime,Actor_1,Actor_2,Actor_3,Genre_1,Genre_2,Genre_3
tt1950304,Pitch Black Heist,2012,04,,73.0,67.0,67.0,67.0,TV-MA,John Maclean,English,United Kingdom,13.0,Michael Fassbender, Liam Cunningham, Alex Macqueen,Crime,Drama,
tt2486904,Nordfor sola,2012,04,,81.0,80.45,80.45,80.45,,"Jørn Nyseth Ranum, Inge Wegge",Norwegian,Norway,46.0,Jørn Nyseth Ranum, Inge Wegge,,Documentary,,
tt1884382,Ostende,2011,04,,62.0,50.0,50.0,50.0,Not Rated,Laura Citarella,Spanish,Argentina,85.0,Julio Citarella, Débora Dejtiar, Santiago Gobernori,Mystery,Drama,
tt5716438,Star Boys,2017,05,,57.0,59.0,59.0,59.0,,Visa Koiso-Kanttila,Finnish,Finland,81.0,Vili Saarela, Olavi Angervo, Pihla Viitala,Drama,Family,
tt5157682,The Climb,2017,01,,69.0,74.0,67.46000000000001,67.46000000000001,Not Rated,Ludovic Bernard,French,France,103.0,Ahmed Sylla, Alice Belaïdi, Kévin Razy,Comedy,Romance,Adventure
tt5027774,"Three Billboards Outside Ebbing, Missouri",2017,12,54513740.0,81.0,90.0,88.0,80.92,R,Martin McDonagh,English,United Kingdom,115.0,Frances McDormand, Woody Harrelson, Sam Rockwell,Crime,Drama,
tt5157326,Western,2017,08,41072.0,70.0,96.0,81.0,66.28999999999999,Unrated,Valeska Grisebach,German,Germany,121.0,Meinhard Neumann, Reinhardt Wetrek, Syuleyman Alilov Letifov,Drama,,
tt6836772,Operation Dunkirk,2017,07,,35.0,13.0,38.0,38.0,Not Rated,Nick Lyon,English,USA,95.0,Ifan Meredith, Kimberley Hews, Darren Hill,War,,
tt1961175,American Assassin,2017,09,36249674.0,62.0,34.0,45.0,63.91,R,Michael Cuesta,English,United States,112.0,Dylan O'Brien, Michael Keaton, Sanaa Lathan,Action,Thriller,
tt5119116,Pyewacket,2017,12,,58.0,83.0,56.0,59.39,Not Rated,Adam MacDonald,English,Canada,88.0,Laurie Holden, Nicole Muñoz, Chloe Rose,Thriller,Horror,Drama
tt4925292,Lady Bird,2017,09,48958273.0,74.0,99.0,93.0,73.0,R,Greta Gerwig,English,United States,94.0,Saoirse Ronan, Laurie Metcalf, Tracy Letts,Drama,Comedy,
tt6471684,Operation Carwash: A Worldwide Corruption Scandal Made in Brazil,2017,09,,65.0,71.21000000000001,71.21000000000001,71.21000000000001,,Marcelo Antunez,Portuguese,Brazil,107.0,Antonio Calloni, Marcelo Serrado, Ary Fontoura,Action,Thriller,Crime
tt7081574,Cold Tango,2017,06,,55.0,62.0,62.0,62.0,,Pavel Chukhray,Russian,Russia,98.0,Rinal Mukhametov, Yuliya Peresild, Yelisey Nikandrov,Romance,Drama,War
tt1404022,Castro,2009,03,,63.0,52.0,52.0,52.0,,Alejo Moguillansky,Spanish,Argentina,85.0,Edgardo Castro, Julia Martínez Rubio, Alberto Suárez,Drama,Mystery,
tt3686066,Prank,2014,01,,60.0,0.0,0.0,0.0,,Alex Weight,English,Australia,9.0,Benson Jack Anthony, Jesse Hyde, Karl Beattie,Horror,Comedy,
tt4288286,The Documentary of OzBo,2014,12,,71.0,10.0,10.0,10.0,,Gene Hamil,English,United States,106.0,Tre' Burch, David Childers, Brandy Donatiello,,,
tt0943946,100 Tears,2007,06,,41.0,42.5,42.5,42.5,NC-17,Marcus Koch,English,USA,90.0,Georgia Chris, Joe Davison, Raine Brown,Horror,,
tt4577344,ClownTown,2016,06,,37.0,9.0,16.0,43.33,,Tom Nagel,English,United States,86.0,Brian Nagel, Lauren Compton, Andrew Staton,Horror,Thriller,
tt1467391,Spanish Movie,2009,12,,42.0,49.029999999999994,49.029999999999994,49.029999999999994,,Javier Ruiz Caldera,Spanish,Spain,83.0,Alexandra Jiménez, Sílvia Abril, Carlos Areces,Comedy,,
tt5649144,The Florida Project,2017,10,5904366.0,76.0,96.0,92.0,74.0,R,Sean Baker,English,United States,112.0,Brooklynn Prince, Bria Vinaite, Willem Dafoe,Drama,,
tt4024546,Bis,2015,02,,55.0,53.739999999999995,53.739999999999995,53.739999999999995,,Dominique Farrugia,French,France,98.0,Franck Dubosc, Kad Merad, Alexandra Lamy,Comedy,,
tt4687392,Man in Red Bandana,2017,09,,81.0,63.0,75.0,75.0,PG-13,Matthew J. Weiss,English,United States,85.0,Alison Crowther, Jefferson Crowther, Welles Remy Crowther,Documentary,History,
tt2932530,Bullets for the Dead,2015,11,,44.0,27.0,27.0,27.0,,Michael Du-Shane,English,Australia,94.0,Christopher Sommers, Doug Briggs, Carol Burns,Western,Horror,
tt3531790,The Amazing Nina Simone,2015,10,,71.0,100.0,68.0,68.0,,Jeff L. Lieberman,English,United States,110.0,Eric Burdon, Leopoldo Fleming, Martha Flowers,Documentary,Music,History
tt2056658,My Little Friend,2011,03,,43.0,42.14,42.14,42.14,Not Rated,Dee Herlihy,English,United States,73.0,Dee Herlihy, Jessica Pierson, Ryan Balas,Comedy,Drama,
tt1865503,Silver Bullets,2011,10,,52.0,78.0,59.0,41.0,Not Rated,Joe Swanberg,English,United States,70.0,Kate Lyn Sheil, Ti West, Amy Seimetz,Horror,,
tt0829442,The Wild Man of the Navidad,2008,04,,46.0,43.0,43.0,43.0,Not Rated,"Duane Graves, Justin Meeks",Spanish,United States,86.0,William McBride, Kyle Nelson, Michael Retzloff,Horror,Drama,Mystery
tt5715874,The Killing of a Sacred Deer,2017,10,2291901.0,70.0,80.0,73.0,70.09,R,Yorgos Lanthimos,English,Ireland,121.0,Barry G. Bernson, Herb Caillouet, Bill Camp,Drama,Thriller,Mystery
tt0494237,In Search of Lovecraft,2008,10,,26.0,16.0,16.0,16.0,Not Rated,David J. Hohl,English,United States,98.0,Denise Amrikhas, Tytus Bergstrom, Jeff De Lucio-Brock,Horror,,
tt2637844,Ya ne vernus,2014,06,,71.0,59.0,59.0,59.0,,"Ilmar Raag, Dmitry Sheleg",Russian,Kazakhstan,110.0,Polina Pushkaruk, Vika Lobachova, Andrey Astrakhantsev,Drama,,
tt4767538,Spasenie,2015,09,,62.0,53.0,53.0,53.0,,Ivan Vyrypaev,,Russia,94.0,Polina Grishina, Karolina Gruszka, Cazimir Liske,Drama,,
tt2422964,Plurality,2012,05,,68.0,61.0,61.0,61.0,,Dennis A. Liu,English,United States,14.0,Jeffrey Nissani, Samantha Strelitz, John Di Domenico,Science Fiction,Thriller,Action
tt4937114,Rogue Warrior: Robot Fighter,2017,06,,44.0,58.0,58.0,58.0,Not Rated,Neil Johnson,English,United States,101.0,Tracey Birdsall, William Kircher, Daz Crawford,Action,Science Fiction,
tt2805254,The Parrot and the Swan,2013,10,,63.0,70.0,70.0,70.0,Not Rated,Alejo Moguillansky,Spanish,Argentina,100.0,Luciana Acuña, Luis Biasotto, Mario Gallizzi,,,
tt5952468,The B-Side,2017,06,125227.0,67.0,97.0,77.0,68.5,R,Errol Morris,English,United States,76.0,Elsa Dorfman, Jorge Luis Borges, Bob Dylan,Documentary,,
tt2946084,Dana Gould: I Know It's Wrong,2013,06,,68.0,80.0,80.0,80.0,TV-MA,Jay Chapman,English,United States,57.0,Dana Gould,,,Comedy,,
tt1548628,Scream of the Banshee,2011,03,,38.0,50.5,50.5,50.5,R,Steven C. Miller,English,United States,90.0,Lauren Holly, Lance Henriksen, Eric F. Adams,Horror,TV Movie,
tt5687334,Godard Mon Amour,2017,06,82264.0,66.0,54.0,55.0,66.56,R,Michel Hazanavicius,French,France,108.0,Louis Garrel, Stacy Martin, Bérénice Bejo,Drama,Romance,Comedy
tt5062390,Made in Italy 1951-2014,2015,09,,66.0,40.0,40.0,40.0,,Jean Lauritano,French,France,0.0,Marisa Berenson,,,Documentary,,
tt0924317,Thief of Yama,2007,08,,72.0,57.0,57.0,57.0,Not Rated,S.S. Rajamouli,Telugu,India,178.0,N.T. Rama Rao Jr., Mohan Babu, Priyamani,Fantasy,Action,Comedy
tt2553908,"Cinco de Mayo, La Batalla",2013,05,173472.0,61.0,76.76,76.76,76.76,R,Rafa Lara,Spanish,Mexico,125.0,Christian Vazquez, Angélica Aragón, Liz Gallardo,War,History,Drama
tt5729348,Memoir of a Murderer,2017,09,91335.0,72.0,73.76,73.76,73.76,Not Rated,Shin-yeon Won,Korean,South Korea,118.0,Sol Kyung-gu, Nam-gil Kim, Seol-Hyun Kim,Thriller,Action,Crime
tt5784568,These Days,2016,09,,60.0,41.67,41.67,41.67,,Giuseppe Piccioni,Italian,,120.0,Margherita Buy, Maria Roveran, Marta Gastini,Drama,,
tt4142090,Ama-San,2016,04,,70.0,100.0,71.0,71.0,,Cláudia Varejão,English,Portugal,113.0,Mayumi Mitsuhashi, Masumi Shibahara, Matsumi Koiso,Documentary,,
tt4967920,Dabbe 6: The Return,2015,09,,56.0,60.21,60.21,60.21,,Hasan Karacadag,Turkish,Turkey,153.0,Elcin Atamgüc, Ömer Duran, Funda Eskioglu,Horror,,
tt3402236,Murder on the Orient Express,2017,11,102826543.0,65.0,61.0,52.0,67.06,PG-13,Kenneth Branagh,English,United States,114.0,Kenneth Branagh, Penélope Cruz, Willem Dafoe,Drama,Mystery,Crime
tt2380307,Coco,2017,10,210460015.0,84.0,97.0,81.0,82.26,PG,"Lee Unkrich, Adrian Molina",English,United States,105.0,Anthony Gonzalez, Gael García Bernal, Benjamin Bratt,Family,Animation,Fantasy
tt4097826,The Firefly,2013,11,,62.0,69.25,69.25,69.25,Not Rated,Ana Maria Hermida,Spanish,Colombia,88.0,Carolina Guerra, Olga Segura, Manuel José Chaves,Drama,Fantasy,Romance
tt5698320,Euphoria,2018,02,,57.0,19.0,32.0,64.0,R,Lisa Langseth,English,United Kingdom,104.0,Eva Green, Alicia Vikander, Charlotte Rampling,Drama,,
tt0491175,Suburbicon,2017,10,5775178.0,58.0,58.67,42.0,58.67,R,George Clooney,English,United Kingdom,105.0,Matt Damon, Julianne Moore, Oscar Isaac,Thriller,Crime,Drama
tt2691498,The Price of Sugar,2013,09,,67.0,64.42,64.42,64.42,,Jean van de Velde,Dutch,Netherlands,120.0,Gaite Jansen, Neil Sandilands, Yannick van de Velde,Drama,History,
tt1730764,Supernova,2014,04,,58.0,50.0,50.0,50.0,,Tamar van den Dop,Dutch,Netherlands,90.0,Gaite Jansen, Tamar van den Dop, Bob Schwarze,Drama,,
tt1825636,170 Hz,2012,04,,61.0,47.14,47.14,47.14,,Joost van Ginkel,Dutch,Netherlands,83.0,Gaite Jansen, Michael Muller, Eva van Heijningen,Drama,,
tt1467061,Dusk,2010,09,,63.0,54.78,54.78,54.78,,Hanro Smitsman,Dutch,Netherlands,91.0,Matthijs van de Sande Bakhuyzen, Gaite Jansen, Roos Netjes,Drama,,
tt3085312,Shaquille O'Neal Presents: All Star Comedy Jam - Live from Atlanta,2013,06,,60.0,57.0,57.0,57.0,TV-MA,Leslie Small,English,United States,85.0,Faizon Love, Robert S. Powell, Lavar Walker,Comedy,,
tt1459459,All Star Comedy Jam,2009,02,,74.0,68.0,68.0,68.0,Not Rated,Leslie Small,English,United States,89.0,Cedric the Entertainer, Tommy Davidson, DeRay Davis,Comedy,,
tt5270948,Chappaquiddick,2018,04,17395520.0,64.0,80.0,67.0,60.839999999999996,PG-13,John Curran,English,United States,107.0,Jason Clarke, Kate Mara, Ed Helms,History,Drama,Thriller
tt4467176,Going to Brazil,2017,03,,52.0,47.07,47.07,47.07,TV-MA,Patrick Mille,French,France,94.0,Vanessa Guide, Alison Wheeler, Margot Bancilhon,Comedy,,
tt4788934,The Guardian Brothers,2015,06,,55.0,57.66,57.66,57.66,TV-Y7,"Gary Wang, Paulette Victor-Lifton",Chinese,China,103.0,Bai-Ke, Mike Birbiglia, Mel Brooks,Animation,Family,Fantasy
tt5061004,Z-Office,2017,03,,45.0,50.0,50.0,50.0,,Douglas Stahl,German,Germany,0.0,Nikolai Will, Alexandra Schiller, Klaus Thiel-Klenner,Action,Horror,
tt4171544,Predator Dark Ages,2015,05,,61.0,66.94,66.94,66.94,,James Bushe,English,United Kingdom,27.0,Adrian Bouchet, Amed Hashimi, Sabine Crossen,Action,Science Fiction,
tt5883570,Bodied,2018,11,113956.0,71.0,89.0,75.0,73.24,R,Joseph Kahn,English,United States,120.0,Calum Worthy, Jackie Long, Rory Uphold,Drama,Comedy,Music
tt5069136,Jackson,2016,08,,74.0,50.0,50.0,50.0,Not Rated,Maisie Crow,English,United States,92.0,,,,Documentary,,
tt2057441,Mujhse Fraaandship Karoge,2011,10,,69.0,68.0,68.0,68.0,Not Rated,Nupur Asthana,Hindi,India,106.0,Saqib Saleem, Saba Azad, Nishant Dahiya,Drama,Comedy,Romance
tt5224012,Kiss and Cry,2017,02,,67.0,73.0,73.0,73.0,,Sean Cisterna,English,Canada,95.0,Sarah Fisher, Luke Bilyk, Chantal Kreviazuk,Romance,Drama,Music
tt6805302,Bloody Milk,2017,08,,70.0,75.0,69.1,69.1,,Hubert Charuel,French,France,90.0,Swann Arlaud, Sara Giraudeau, Isabelle Candelier,Drama,Thriller,
tt4160706,Live Cargo,2016,04,,45.0,36.0,56.0,61.0,Not Rated,Logan Sandler,English,United States,88.0,Dree Hemingway, LaKeith Stanfield, Robert Wisdom,Drama,Thriller,
tt1810543,Baby Shower,2011,01,,43.0,55.53,55.53,55.53,,Pablo Illanes,Spanish,Chile,89.0,Ingrid Isensee, Patricia López, Claudia Burr,Horror,,
tt5225874,The Killer in the House,2016,05,,46.0,52.0,52.0,52.0,,Nicholas Molinari,English,United States,97.0,Alyssa Accardo, Chase Andersen, Christina Cappelli,Action,Comedy,Horror
tt1647479,The Tapes,2011,09,,31.0,28.0,28.0,28.0,,"Lee Alliston, Scott Bates",English,United Kingdom,80.0,Jason Maza, Arnold Oceng, Natasha Jean Sparkes,Horror,,
tt4614560,Afterthought,2015,05,,73.0,58.0,58.0,58.0,,Elad Keidan,Hebrew,Israel,105.0,Itay Tiran, Uri Klauzner, Michaela Eshet,,,
tt4696502,No estamos solos,2016,01,,46.0,58.22,58.22,58.22,,Daniel Rodríguez Risco,Spanish,Peru,76.0,Marco Zunino, Fiorella Díaz, Lucho Cáceres,Horror,Thriller,
tt3292080,The Journey Is the Destination,2016,09,,63.0,68.21,68.21,68.21,R,Bronwen Hughes,English,United States,119.0,Ben Schnetzer, Kelly Macdonald, Sam Hazeldine,Drama,,
tt7061050,The Ultimate Guide to Penny Pinching,2011,12,,52.0,54.0,54.0,54.0,,Jon Connerty,English,United States,46.0,Paul Thornley, Judith Wenban, Jonathan McGowan,Documentary,TV Movie,
tt7359702,David Gilmour: Live At Pompeii,2017,09,,88.0,83.69999999999999,83.69999999999999,83.69999999999999,Not Rated,Gavin Elder,English,United Kingdom,152.0,David Gilmour, Chester Kamen, Guy Pratt,Music,Documentary,
tt4693612,Mr. Stein Goes Online,2017,02,,63.0,44.0,60.35,60.35,,Stéphane Robelin,French,France,99.0,Pierre Richard, Yaniss Lespert, Fanny Valette,Romance,Drama,Comedy
tt5727282,Borg vs. McEnroe,2017,09,231346.0,69.0,84.0,63.0,69.42999999999999,R,Janus Metz,English,Sweden,108.0,Sverrir Gudnason, Shia LaBeouf, Stellan Skarsgård,Drama,History,
tt5284414,Girls und Panzer der Film,2015,11,,73.0,70.37,70.37,70.37,TV-14,Tsutomu Mizushima,Japanese,Japan,120.0,Mai Fuchigami, Ai Kayano, Mami Ozaki,Animation,Action,Comedy
tt5816682,Victoria & Abdul,2017,09,22245070.0,68.0,66.0,58.0,69.44,PG-13,Stephen Frears,English,United Kingdom,112.0,Judi Dench, Ali Fazal, Tim Pigott-Smith,Drama,History,
tt4094916,When Love Happens,2014,10,,49.0,50.0,50.0,50.0,,Seyi Babatope,English,Nigeria,109.0,Shaffy Bello, Kc Ejelonu, Keppy Ekpenyong-Bassey,Romance,,
tt3831636,Slasher.com,2017,01,,34.0,35.0,35.0,35.0,R,Chip Gubera,English,United States,89.0,Ben Kaplan, Jessica Waller, Sarah Kaplan,Horror,Thriller,
tt6892378,Ryan Hamilton: Happy Face,2017,08,,73.0,70.0,70.0,70.0,,Marcus Raboy,English,United States,56.0,Ryan Hamilton,,,Comedy,,
tt7310906,Jerry Before Seinfeld,2017,09,,70.0,95.0,70.1,70.1,TV-14,Michael Bonfiglio,English,United States,62.0,Jerry Seinfeld, Jimmy Brogan, Mark Schiff,Comedy,Documentary,
tt0467167,Beneath,2007,07,,53.0,71.0,55.87,55.87,R,Dagen Merrill,English,United States,82.0,Nora Zehetner, Brenna O'Brien, Carly Pope,Horror,Mystery,Thriller
tt2241069,Carl,2012,04,2592.0,28.0,24.0,24.0,24.0,Not Rated,Greg Daniel,English,United States,90.0,Robert Pralgo, Cheri Christian, Peg Thon,Horror,Thriller,
tt1854582,No Vacancy,2012,10,,41.0,40.58,40.58,40.58,R,Chris Stokes,English,United States,81.0,Kristen Quintrall, Denyce Lawton, Christopher Jones,Horror,,
tt0816530,Imprint,2007,07,,56.0,48.17999999999999,48.17999999999999,48.17999999999999,PG-13,Michael Linn,English,United States,84.0,Tonantzin Carmelo, Carla-Rae, Michael Spears,Drama,Thriller,
tt3752930,Dearest,2014,09,,76.0,69.80000000000001,69.80000000000001,69.80000000000001,,Peter Ho-Sun Chan,Mandarin,China,128.0,Wei Zhao, Bo Huang, Dawei Tong,Drama,,
tt0954926,Eduart,2006,11,,64.0,52.0,52.0,52.0,,Angeliki Antoniou,Albanian,Greece,104.0,Eshref Durmishi, André Hennicke, Ndriçim Xhepa,Drama,Crime,
tt1954886,The Basement,2011,10,,41.0,30.0,30.0,30.0,Unrated,Martin-André Young,English,Canada,83.0,Michael Luckett, Vanessa Smythe, Matt Barker,Horror,Thriller,
tt1918806,Entrance,2012,05,,47.0,80.0,40.0,40.0,Not Rated,"Dallas Richard Hallam, Patrick Horvath",English,United States,83.0,Suziey Block, Karen Baird, Farley Burge,Drama,Horror,Thriller
tt5247704,Back to Burgundy,2017,06,257610.0,68.0,73.0,58.0,69.07,,Cédric Klapisch,French,France,113.0,Pio Marmaï, Ana Girardot, François Civil,Drama,Comedy,
tt5180240,Elementary,2017,01,,66.0,100.0,68.0,68.0,,Hélène Angel,French,France,105.0,Sara Forestier, Vincent Elbaz, Albert Cousi,Drama,Family,
tt5833730,Divorce French Style,2016,12,,61.0,61.529999999999994,61.529999999999994,61.529999999999994,,Martin Bourboulon,French,France,90.0,Laurent Lafitte, Marina Foïs, Alexandre Desrousseaux,Comedy,,
tt6335734,"The Night Is Short, Walk on Girl",2017,04,406490.0,75.0,90.0,65.0,74.47,PG-13,Masaaki Yuasa,Japanese,Japan,93.0,Gen Hoshino, Kana Hanazawa, Hiroshi Kamiya,Comedy,Romance,Animation
tt1676681,Infiltration,2010,11,,62.0,40.0,40.0,40.0,,Dover Koshashvili,English,Israel,120.0,Guy Adler, Oz Zehavi, Michael Aloni,Drama,,
tt2364774,Kill or Be Killed,2016,03,,42.0,41.0,41.0,41.0,Not Rated,"Duane Graves, Justin Meeks",English,United States,103.0,Justin Meeks, Paul McCarthy-Boyington, Gregory Kelly,Thriller,Western,Horror
tt1441368,Hahithalfut,2011,09,,62.0,48.0,48.0,48.0,,Eran Kolirin,Hebrew,Israel,94.0,Rotem Keinan, Sharon Tal, Dov Navon,Drama,,
tt3991302,Rumble,2016,10,,37.0,45.709999999999994,45.709999999999994,45.709999999999994,,R. Ellis Frazier,English,Mexico,92.0,Gary Daniels, Sissi Fleitas, Eddie J. Fernandez,Action,,
tt1971558,The Sleeper,2012,01,,39.0,30.0,30.0,30.0,Not Rated,Justin Russell,English,United States,90.0,Brittany Belland, Ray Goodwin, Jason Jay Crabtree,Horror,Comedy,Thriller
tt4985848,Pitchfork,2016,09,,32.0,20.0,36.41,36.41,Not Rated,Glenn Douglas Packard,English,,94.0,Daniel Wilkinson, Brian Michael Raetz, Lindsey Dresbach,Horror,,
tt1572194,The Hike,2011,09,,37.0,40.0,40.0,40.0,TV-MA,Rupert Bryan,English,United Kingdom,83.0,Jemma Bolt, Stephanie Siadatan, Lisa-Marie Long,Horror,,
tt1977001,Anomalous,2016,11,,47.0,62.0,62.0,62.0,,Hugo Stuven,English,Spain,100.0,Lluís Homar, Christy Escobar, Edgar Fox,Thriller,Fantasy,Horror
tt5159414,Escape Room,2017,09,,42.0,44.53,44.53,44.53,R,Will Wernick,English,United States,81.0,Evan Williams, Annabelle Stephenson, Elisabeth Hower,Horror,Thriller,
tt1016315,Post Mortem,2007,07,,49.0,77.0,77.0,77.0,PG-13,George Mendeluk,English,Canada,90.0,Beverley Mitchell, Geraint Wyn Davies, Chiara Zanni,Crime,Thriller,TV Movie
tt2974190,The Dooms Chapel Horror,2016,07,,35.0,48.57,48.57,48.57,,John William Holt,English,United States,94.0,Bill Oberst Jr., Austin Madding, Abby Murphy,Thriller,Horror,
tt1546421,The Slut,2011,07,,44.0,47.0,47.0,47.0,Not Rated,Hagar Ben-Asher,Hebrew,,87.0,Hagar Ben-Asher, Ishai Golan, Stav Yanai,Drama,,
tt1909807,My Pure Joy,2011,09,,61.0,30.0,30.0,30.0,,James Cullen Bressack,English,United States,100.0,Alexei Ryan, Cory Jacob, Lisa Frantz,Horror,Comedy,
tt1773039,Sella Turcica,2010,10,,49.0,48.0,48.0,48.0,,Fred Vogel,English,United States,106.0,Camille Keaton, Damien A. Maruscak, Harvey Daniels,Horror,,
tt5069012,People That Are Not Me,2016,11,,64.0,61.0,61.0,61.0,,Hadas Ben Aroya,Hebrew,Israel,75.0,Yonatan Bar-Or, Hadas Ben Aroya, Netser Charitt,Drama,Romance,
tt6181534,La Cicciolina. Godmother of Scandal,2017,05,,54.0,63.0,63.0,63.0,,Alessandro Melazzini,Italian,Germany,54.0,Ilona Staller, Michele Lo Foco, Riccardo Schicchi,Documentary,,
tt2454430,The Finishers,2013,09,,66.0,68.94999999999999,68.94999999999999,68.94999999999999,G,Nils Tavernier,French,France,94.0,Jacques Gamblin, Alexandra Lamy, Fabien Héraud,Drama,,
tt3630800,Another Yeti a Love Story: Life on the Streets,2017,02,,42.0,56.0,56.0,56.0,,"Adam Deyoe, Eric Gosselin",English,United States,77.0,Whitney Moore, Lloyd Kaufman, Michael Varrati,Comedy,Horror,
tt3188492,Call of the Wolf,2017,02,,49.0,52.0,52.0,52.0,TV-MA,R.D. Womack II,English,United States,105.0,Aleksander Ristic, Cynthia Bravo, Matthew Oliva,Adventure,Thriller,Drama
tt1390403,Cut,2010,02,,32.0,43.0,43.0,43.0,,Dominic Burns,English,United Kingdom,87.0,Deborah Burns, Dominic Burns, Lewis Copson,Horror,Mystery,Thriller
tt5580036,"I, Tonya",2017,12,30014539.0,75.0,90.0,77.0,75.0,R,Craig Gillespie,English,United States,120.0,Margot Robbie, Sebastian Stan, Allison Janney,Drama,,
tt3409848,Zama,2017,09,200600.0,67.0,96.0,89.0,66.71000000000001,Unrated,Lucrecia Martel,Guarani,Argentina,115.0,Daniel Giménez Cacho, Lola Dueñas, Matheus Nachtergaele,Drama,History,
tt3731580,We Don't Belong Here,2017,04,,50.0,58.39,58.39,58.39,R,Peer Pedersen,English,United States,92.0,Catherine Keener, Anton Yelchin, Kaitlyn Dever,Drama,Family,
tt5028822,What Happened Last Night,2016,11,10844.0,36.0,90.0,90.0,90.0,R,Candice T. Cain,English,United States,89.0,Clayton Snyder, Alix Kermes, Mary Beth Kraese,Comedy,,
tt1509132,The White Meadows,2009,09,,76.0,80.0,78.0,78.0,,Mohammad Rasoulof,Persian,Iran,92.0,Hassan Pourshirazi, Younes Ghazali, Mohammad Rabbani,Drama,,
tt5420886,Walking Out,2017,01,101947.0,58.0,90.0,79.0,58.25,PG-13,"Alex Smith, Andrew J. Smith",English,United States,96.0,Matt Bomer, Josh Wiggins, Bill Pullman,Adventure,Drama,Thriller
tt3266284,November Criminals,2017,11,,53.0,0.0,31.0,53.129999999999995,PG-13,Sacha Gervasi,English,United States,86.0,Ansel Elgort, Chloë Grace Moretz, David Strathairn,Crime,Drama,Mystery
tt5066056,The Wilde Wedding,2017,09,,52.0,27.0,31.0,53.89,R,Damian Harris,English,United States,95.0,Glenn Close, John Malkovich, Patrick Stewart,Comedy,Romance,
tt2966754,The Ever After,2015,02,,58.0,58.0,58.0,58.0,Not Rated,Mark Webber,English,United States,87.0,Teresa Palmer, Mark Webber, Melissa Leo,Drama,,
tt1388924,Ya,2009,09,,63.0,62.0,62.0,62.0,,Igor Voloshin,Russian,Russia,88.0,Artur Smolyaninov, Andrey Khabarov, Oksana Akinshina,Drama,,
tt2980684,Plasticine,2013,07,,70.0,63.0,63.0,63.0,,Vardit Bilu,Hebrew,Israel,104.0,Reymonde Amsallem, Yael Ben-Dor, Ana Dubrovitzki,Drama,,
tt1691330,Led Zeppelin: Dazed & Confused,2009,09,,74.0,57.0,57.0,57.0,Approved,Sonia Anderson,English,UK,56.0,Robert Plant, Ozzy Osbourne, Jimmy Page,Documentary,,
tt6317962,Fireworks,2017,08,525280.0,55.0,43.0,40.0,66.0,TV-PG,"Akiyuki Shinbô, Nobuyuki Takeuchi",Japanese,Japan,90.0,Suzu Hirose, Masaki Suda, Mamoru Miyano,Animation,Drama,Fantasy
tt5155486,Filth City,2017,03,,54.0,50.0,50.0,50.0,,Andy King,English,Canada,99.0,Melinda Shankar, Pat Thornton, Danny Polishchuk,Action,Comedy,Crime
tt5988966,King Arthur: Excalibur Rising,2017,03,,25.0,46.0,46.0,46.0,,Antony Smith,English,United Kingdom,99.0,Adam Byard, Annes Elwy, Gavin Swift,Action,,
tt1729609,A Norml Life,2011,08,,67.0,60.0,60.0,60.0,,Rod Pitman,English,United States,60.0,Russ Belville, Dominic Corva, Tonya Davis,Documentary,,
tt2226267,A River of Waste: The Hazardous Truth About Factory Farms,2009,07,,81.0,50.0,50.0,50.0,,Don McCorkell,English,United States,92.0,Joanne Burkholder, Larry Cahoon, Parris N. Glendening,Documentary,,
tt3069758,Dabbe: The Possession,2013,08,,68.0,60.0,60.0,60.0,,Hasan Karacadag,Turkish,Turkey,134.0,Elcin Atamgüc, Muhammed Yasir Berkli, Orhan Gencer,Horror,,
tt1560950,Dabbe 2,2009,12,,31.0,20.0,20.0,20.0,,Hasan Karacadag,Turkish,Turkey,81.0,Muharrem Dalfidan, Incinur Dasdemir, Leyla Göksun,Horror,Mystery,
tt1691448,Adventures in Plymptoons!,2011,05,,71.0,0.0,0.0,0.0,Not Rated,Alexia Anastasio,English,United States,85.0,Alexia Anastasio, John Andrews, Ralph Bakshi,Documentary,,
tt1577040,Alto,2015,08,,48.0,56.0,56.0,56.0,,Mikki del Monico,Italian,United States,101.0,Annabella Sciorra, Billy Wirth, Melanie Minichino,Comedy,Crime,Romance
tt1806805,Beatles Stories,2011,11,,72.0,75.0,75.0,75.0,Not Rated,Seth Swirsky,English,United States,0.0,Seth Swirsky, Nancy Lee Andrews, Jack Benny,Documentary,,
tt1833652,Becoming Santa,2011,03,,72.0,80.0,73.0,73.0,Not Rated,Jeff Myers,English,United States,97.0,John Merian, Gary Casey, Peter Fontana,Comedy,Documentary,
tt2887780,Citizen Autistic,2013,04,,72.0,0.0,0.0,0.0,,William Davenport,English,United States,58.0,,,,Documentary,,
tt2637404,Dusty's Trail: Summit of Borneo,2013,01,,0.0,0.0,0.0,0.0,,Catherine Jayasuriya,English,United States,65.0,Dusty Brandom, Jon Hastie, Pacien Cunningham,,,
tt1669815,Forgotten Bomb,2012,01,,62.0,0.0,0.0,0.0,Not Rated,Stuart Overbey,English,United States,95.0,Bud Ryan, Michael Hall, Dave Ward,Documentary,,
