imdbID,Title,Year,Month,Box_Office,IMDB_Value,RT_Value,MC_Value,Vote_Average,Rated,Director,Language,Country,Runtime,Actor_1,Actor_2,Actor_3,Genre_1,Genre_2,Genre_3
tt3183630,The Boy and the World,2014,01,129480.0,75.0,93.0,80.0,73.2,PG,Alê Abreu,Portuguese,Brazil,80.0,Vinicius Garcia, Marco Aurélio Campos, Lu Horta,Animation,Adventure,Family
tt1810683,Little Boy,2015,04,6485961.0,73.0,25.0,30.0,72.06,PG-13,Alejandro Monteverde,English,Mexico,106.0,Jakob Salvati, Emily Watson, David Henrie,Comedy,Drama,War
tt4056738,Do You Believe?,2015,03,12985600.0,60.0,25.0,22.0,65.51,PG-13,Jon Gunn,English,United States,115.0,Mira Sorvino, Sean Astin, Alexa PenaVega,Fantasy,Drama,
tt4573800,A Deadly Adoption,2015,06,,51.0,14.0,50.14,50.14,TV-14,Rachel Lee Goldenberg,English,United States,90.0,Will Ferrell, Kristen Wiig, Jessica Lowndes,Drama,Thriller,
tt2140379,Self/less,2015,07,12279691.0,65.0,19.0,34.0,64.03999999999999,PG-13,Tarsem Singh,English,United States,117.0,Ryan Reynolds, Natalie Martinez, Matthew Goode,Science Fiction,Mystery,Thriller
tt3405714,Mythica: A Quest for Heroes,2014,12,,56.0,59.519999999999996,59.519999999999996,59.519999999999996,Not Rated,Anne K. Black,English,United States,93.0,Melanie Stone, Adam Johnson, Jake Stormoen,Action,Adventure,Fantasy
tt3014866,Criminal,2016,04,14708696.0,63.0,29.0,36.0,61.36,R,Ariel Vromen,English,United States,113.0,Kevin Costner, Ryan Reynolds, Gal Gadot,Action,Crime,Science Fiction
tt1618442,The Last Witch Hunter,2015,10,27367660.0,59.0,18.0,34.0,59.41,PG-13,Breck Eisner,English,United States,106.0,Vin Diesel, Rose Leslie, Elijah Wood,Fantasy,Action,Adventure
tt3850590,Krampus,2015,11,42725475.0,62.0,66.0,49.0,61.47,PG-13,Michael Dougherty,English,United States,98.0,Adam Scott, Toni Collette, David Koechner,Horror,Comedy,Fantasy
tt1386697,Suicide Squad,2016,08,325100054.0,59.0,26.0,40.0,59.13,PG-13,David Ayer,English,United States,123.0,Will Smith, Jared Leto, Margot Robbie,Action,Adventure,Fantasy
tt0892332,Noodle,2007,07,,74.0,100.0,69.0,69.0,,Ayelet Menahemi,Hebrew,Israel,90.0,Mili Avital, BaoQi Chen, Alon Aboutboul,Drama,,
tt3922754,Ardennes Fury,2014,11,,23.0,43.0,43.0,43.0,Unrated,Joseph J. Lawson,English,United States,87.0,Tom Stedham, Bill Voorhees, Tino Struckmann,War,,
tt1808518,1939 Battle of Westerplatte,2013,07,,50.0,54.19,54.19,54.19,Not Rated,Pawel Chochlew,Polish,Poland,0.0,Michal Zebrowski, Robert Zoledziewski, Jan Englert,Drama,History,War
tt1734428,Childish Games,2012,03,,55.0,52.0,52.0,52.0,,Antonio Chavarrías,Spanish,,95.0,Juan Diego Botto, Bárbara Lennie, Mágica Pérez,Drama,Horror,Thriller
tt1305890,La vida loca,2008,09,,68.0,63.0,63.0,63.0,,Christian Poveda,Spanish,Spain,90.0,José Roberto Martínez, Silvia Portillo López, Ana Burgos Arévalo,Documentary,,
tt3089778,The Treatment,2014,01,,71.0,93.0,69.07,69.07,Not Rated,Hans Herbots,Dutch,Belgium,131.0,Geert Van Rampelberg, Ina Geerts, Johan van Assche,Mystery,Thriller,
tt1628841,Independence Day: Resurgence,2016,06,103144286.0,52.0,29.0,32.0,52.61,PG-13,Roland Emmerich,English,United States,120.0,Liam Hemsworth, Jeff Goldblum, Bill Pullman,Action,Adventure,Science Fiction
tt2660888,Star Trek Beyond,2016,07,158848340.0,70.0,86.0,68.0,67.75999999999999,PG-13,Justin Lin,English,United States,122.0,Chris Pine, Zachary Quinto, Karl Urban,Action,Adventure,Science Fiction
tt2585562,Pizza,2012,10,,80.0,67.9,67.9,67.9,Not Rated,Karthik Subbaraj,Tamil,India,127.0,Vijay Sethupathi, Ramya Nambeeshan, Aadukalam Naren,Thriller,Comedy,Romance
tt1301698,1920,2008,09,,64.0,56.92,56.92,56.92,Unrated,Vikram Bhatt,Hindi,India,138.0,Rajneesh Duggal, Adah Sharma, Anjori Alagh,Horror,,
tt1433562,High Lane,2009,06,,56.0,60.0,60.730000000000004,60.730000000000004,Not Rated,Abel Ferry,French,,90.0,Fanny Valette, Johan Libéreau, Raphaël Lenglet,Action,Thriller,Horror
tt0897347,The Echo,2008,05,,55.0,61.0,61.0,61.0,R,Yam Laranas,English,United States,96.0,Jesse Bradford, Amelia Warner, Carlos Leon,Horror,Thriller,Drama
tt1839596,Rockstar,2011,11,986697.0,77.0,83.0,71.56,71.56,Not Rated,Imtiaz Ali,Hindi,India,159.0,Ranbir Kapoor, Nargis Fakhri, Shammi Kapoor,Drama,Music,Romance
tt1230165,Rock On!!,2008,08,,77.0,68.0,68.0,68.0,Not Rated,Abhishek Kapoor,Hindi,,144.0,Arjun Rampal, Farhan Akhtar, Luke Kenny,Drama,,
tt1754000,Rabies,2010,12,,58.0,56.790000000000006,56.790000000000006,56.790000000000006,Unrated,"Aharon Keshales, Navot Papushado",Hebrew,Israel,90.0,Lior Ashkenazi, Ania Bukstein, Danny Geva,Horror,,
tt2427502,Snabba cash - Livet deluxe,2013,08,,62.0,62.0,62.0,62.0,Not Rated,Jens Jonsson,Swedish,Sweden,127.0,Matias Varela, Joel Kinnaman, Martin Wallström,Crime,Drama,Thriller
tt2332883,Deepsea Challenge,2014,08,235659.0,68.0,67.0,58.0,66.0,PG,"John Bruno, Ray Quint, Andrew Wight",English,United States,90.0,James Cameron, Suzy Amis, Frank Lotito,Documentary,,
tt3532608,The Fluffy Movie: Unity Through Laughter,2014,07,2827393.0,72.0,53.0,56.0,70.28999999999999,PG-13,"Manny Rodriguez, Jay Lavender",English,United States,114.0,Gabriel Iglesias, Jacqueline Obradors, Gina Brillon,Comedy,,
tt2124787,Final Girl,2015,04,,47.0,31.0,52.1,52.1,R,Tyler Shields,English,Canada,90.0,Abigail Breslin, Wes Bentley, Logan Huffman,Action,Drama,Thriller
tt2769184,Debug,2014,11,,43.0,44.63,44.63,44.63,Not Rated,David Hewlett,English,Canada,86.0,Tenika Davis, Jason Momoa, Adrian Holmes,Horror,Science Fiction,
tt1675197,This Is Sodom,2010,08,,66.0,69.0,69.0,69.0,,"Adam Sanderson, Muli Segev, Asaf Shalmon",Hebrew,Israel,88.0,Orna Banai, Assi Cohen, Maor Cohen,Comedy,History,
tt2215457,Run,2013,07,,46.0,58.0,58.0,58.0,Not Rated,Simone Bartesaghi,English,United States,106.0,William Moseley, Kelsey Asbille, Edoardo Ballerini,Action,Drama,
tt1386741,Las viudas de los jueves,2009,09,,60.0,53.89,53.89,53.89,,Marcelo Piñeyro,Spanish,Argentina,122.0,Rafael Aieta, Ernesto Alterio, Roberto Antier,Crime,Drama,
tt1355235,Come Dance at My Wedding,2009,06,,62.0,67.0,67.0,67.0,TV-PG,Mark Jean,English,United States,126.0,John Schneider, Brooke Nevin, Roma Downey,TV Movie,Drama,
tt2364897,The Disappointments Room,2016,09,2423468.0,39.0,0.0,31.0,45.45,R,D.J. Caruso,English,United States,92.0,Kate Beckinsale, Mel Raido, Duncan Joiner,Horror,Thriller,
tt0875148,Tipping Point,2007,01,,63.0,65.0,65.0,65.0,PG-13,Michel Poulette,English,United States,88.0,Katheryn Winnick, Nicolas Wright, Chuck Shamata,Mystery,Thriller,Romance
tt1692227,American Translation,2011,06,,53.0,59.81,59.81,59.81,Unrated,"Pascal Arnold, Jean-Marc Barr",French,France,109.0,Lizzie Brocheré, Pierre Perrier, Jean-Marc Barr,Drama,Mystery,
tt3212392,Actress,2014,11,19365.0,61.0,89.0,76.0,64.0,Not Rated,Robert Greene,English,United States,86.0,Brandy Burre, Daytona Love, Michael Tomlinson,Documentary,,
tt2952634,How Strange to Be Named Federico,2013,09,,70.0,72.26,72.26,72.26,,Ettore Scola,Italian,Italy,93.0,Tommaso Lazotti, Maurizio De Santis, Giacomo Lazotti,Drama,,
tt2836376,Iliza Shlesinger: War Paint,2013,01,,66.0,65.0,65.0,65.0,Not Rated,Jay Chapman,English,United States,75.0,Iliza Shlesinger,,,Comedy,,
tt4703660,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),2015,05,,68.0,68.25999999999999,68.25999999999999,68.25999999999999,TV-MA,Lance Bangs,English,United States,78.0,Jen Kirkman, Kelly Patton, Wilder S. Patton,Comedy,,
tt3349884,Morgan Murphy: Irish Goodbye,2014,01,,69.0,58.0,58.0,58.0,Not Rated,Jay Chapman,English,United States,50.0,Morgan Murphy, Brody Stevens,,Comedy,,
tt3733678,Grace Stirs Up Success,2015,06,,57.0,76.0,76.0,76.0,Not Rated,Vince Marcello,English,United States,101.0,Olivia Rodrigo, Virginia Madsen, Eloise Webb,Family,,
tt3547900,The Mirror,2014,09,,43.0,40.739999999999995,40.739999999999995,40.739999999999995,Not Rated,Edward Boase,English,United Kingdom,88.0,Jemma Dallender, Joshua Dickinson, Nate Fallows,Horror,,
tt2062989,Meet the Fokkens,2011,12,30810.0,66.0,94.0,68.0,58.0,Not Rated,"Gabrielle Provaas, Rob Schröder",Dutch,Netherlands,80.0,Louise Fokkens, Martine Fokkens,,Documentary,,
tt2338874,Laiskai Sofijai,2013,08,,72.0,60.0,60.0,60.0,,Robert Mullan,Lithuanian,United Kingdom,0.0,Marija Korenkaite, Rokas Zubovas, Arturas Aleksejevas,Drama,,
tt0492896,My Suicide,2009,02,17282.0,70.0,57.0,61.0,61.0,Not Rated,David Lee Miller,English,United States,107.0,Gabriel Sunday, David Carradine, Mariel Hemingway,Comedy,Drama,
tt2841572,A Borrowed Identity,2014,07,281540.0,72.0,93.0,73.0,68.0,Not Rated,Eran Riklis,Arabic,Israel,104.0,Tawfeek Barhom, Razi Gabareen, Yaël Abecassis,Drama,,
tt1616543,Not the Messiah: He's a Very Naughty Boy,2010,03,,71.0,69.13,69.13,69.13,PG,Aubrey Powell,English,United Kingdom,92.0,Eric Idle, Michael Palin, Terry Jones,Comedy,Music,History
tt0913262,The Shadow in the North,2007,09,,64.0,66.0,66.0,66.0,,John Alexander,English,United Kingdom,94.0,Jared Harris, Doña Croll, David Harewood,Crime,Drama,Mystery
tt1155053,A Frozen Flower,2008,12,,71.0,69.53,69.53,69.53,,Ha Yoo,Korean,South Korea,133.0,Zo In-sung, Ju Jin-Mo, Song Ji-Hyo,Drama,,
tt1274295,Kaminey,2009,08,1291827.0,74.0,68.0,68.0,68.0,Not Rated,Vishal Bhardwaj,Hindi,India,135.0,Shahid Kapoor, Priyanka Chopra Jonas, Deb Mukherjee,Action,Crime,Drama
tt2199711,Vishwaroopam,2013,01,,79.0,100.0,60.42,60.42,Not Rated,Kamal Haasan,Tamil,India,147.0,Pooja Kumar, Miles Anderson, Kamal Haasan,Action,Thriller,
tt2073070,Saheb Biwi Aur Gangster,2011,09,14231.0,71.0,72.0,72.0,72.0,,Tigmanshu Dhulia,Hindi,India,119.0,Jimmy Shergill, Mahie Gill, Randeep Hooda,Drama,Action,Thriller
tt1836912,Shaitan,2011,06,,72.0,64.0,64.0,64.0,Not Rated,Bejoy Nambiar,Hindi,India,126.0,Kalki Koechlin, Shiv Panditt, Gulshan Devaiah,Action,Crime,Drama
tt3495000,Mardaani,2014,08,,73.0,64.0,66.08,66.08,Not Rated,Pradeep Sarkar,Hindi,India,113.0,Rani Mukerji, Jisshu Sengupta, Anant Vidhaat Sharma,Action,Crime,Drama
tt0811066,Shootout at Lokhandwala,2007,05,289232.0,71.0,64.0,64.0,64.0,Not Rated,Apoorva Lakhia,Hindi,India,145.0,Amitabh Bachchan, Sanjay Dutt, Suniel Shetty,Action,Crime,Drama
tt1833673,Dhoom 3,2013,12,8031955.0,54.0,74.0,61.0,60.26,Not Rated,Vijay Krishna Acharya,Hindi,India,172.0,Aamir Khan, Katrina Kaif, Abhishek Bachchan,Action,Crime,Thriller
tt1317478,Dragon Ball: Hey! Son Goku and Friends Return!!,2008,09,,71.0,64.13,64.13,64.13,,Yoshihiro Ueda,Japanese,Japan,35.0,Masako Nozawa, Ryô Horikawa, Tôru Furuya,Animation,Action,Adventure
tt1754264,Never Back Down 2: The Beatdown,2011,09,,57.0,64.24000000000001,64.24000000000001,64.24000000000001,R,Michael Jai White,English,USA,99.0,Michael Jai White, Dean Geyer, Alex Meraz,Drama,Action,
tt0473310,Ram Gopal Varma Ki Aag,2007,08,,14.0,21.0,21.0,21.0,TV-14,Ram Gopal Varma,Hindi,India,163.0,Amitabh Bachchan, Mohanlal, Ajay Devgn,Action,Comedy,Crime
tt2181831,Shahid,2013,10,12153.0,82.0,100.0,73.60000000000001,73.60000000000001,Not Rated,Hansal Mehta,Hindi,India,129.0,Rajkummar Rao, Prabhleen Sandhu, Mohd. Zeeshan Ayyub,Drama,Crime,
tt2932606,Siddharth,2013,10,60537.0,74.0,90.0,72.0,73.0,G,Richie Mehta,Hindi,Canada,96.0,Rajesh Tailang, Tannishtha Chatterjee, Anurag Arora,Drama,,
tt3471320,Blank: A Vinylmation Love Story,2014,02,,66.0,50.0,50.0,50.0,Not Rated,"Mike Ambs, Paul Foyder, Gino Roy",English,United States,37.0,,,,Adventure,Family,Animation
tt0991243,Ryû ga gotoku: Gekijô-ban,2007,03,,61.0,64.63,64.63,64.63,Not Rated,Takashi Miike,Japanese,Japan,110.0,Kazuki Kitamura, Gorô Kishitani, Shun Shioya,Action,Crime,Drama
tt3302706,Boychoir,2014,09,,67.0,46.0,51.0,67.82,,François Girard,English,United States,106.0,Dustin Hoffman, Kathy Bates, Eddie Izzard,Music,Drama,
tt1469864,Beyond Gay: The Politics of Pride,2010,03,,66.0,44.0,44.0,44.0,PG-13,Bob Christie,English,Canada,87.0,Ken Coolen,,,Documentary,History,
tt2193185,Rewind,2013,08,,61.0,58.0,58.0,58.0,TV-14,Jack Bender,English,United States,76.0,Shane McRae, Jennifer Ferrin, Robbie Jones,Science Fiction,TV Movie,
tt2637276,Ted 2,2015,06,81476385.0,63.0,44.0,48.0,62.77,R,Seth MacFarlane,English,United States,115.0,Mark Wahlberg, Seth MacFarlane, Amanda Seyfried,Comedy,Fantasy,
tt1558575,Fortress,2012,04,,50.0,57.809999999999995,57.809999999999995,57.809999999999995,R,Mike Phillips,English,USA,89.0,Bug Hall, Donnie Jeffcoat, Sean McGowan,War,,
tt1514425,Mothman,2010,04,,34.0,39.29,39.29,39.29,TV-14,Sheldon Wilson,English,United States,86.0,Jewel Staite, Connor Fox, Susie Abromeit,Horror,Science Fiction,Thriller
tt2739306,The Valley Below,2014,09,,72.0,100.0,52.0,52.0,Not Rated,Kyle Thomas,English,Canada,87.0,Stephen Bogaert, Alejandro Rae, Kris Demeanor,Drama,,
tt2073679,The Invisible Front,2014,03,,82.0,100.0,65.0,64.0,Not Rated,"Jonas Ohman, Vincas Sruoginis",English,Russia,87.0,Andrius Mamontovas, Darius Udrys,,Documentary,Drama,
tt4203824,Elizabeth Ekadashi,2014,11,,83.0,90.0,90.0,90.0,,Paresh Mokashi,Marathi,India,90.0,Chaitanya Badve, Durgesh Badve-Mahajan, Sayali Bandakavathekar,Comedy,Drama,
tt3322420,Queen,2014,03,,81.0,90.0,74.0,74.0,Not Rated,Vikas Bahl,Hindi,India,146.0,Kangana Ranaut, Rajkummar Rao, Lisa Haydon,Comedy,Drama,
tt2815072,Indigenous,2014,04,,46.0,58.48,58.48,58.48,R,Alastair Orr,English,United States,86.0,Zachary Soetenga, Lindsey McKeon, Sofia Pernas,Horror,,
tt1727770,Absolutely Anything,2015,06,20169.0,60.0,20.0,31.0,58.410000000000004,R,Terry Jones,English,United Kingdom,85.0,Simon Pegg, Kate Beckinsale, Sanjeev Bhaskar,Comedy,Science Fiction,
tt2293640,Minions,2015,06,336045770.0,64.0,55.0,56.0,64.0,PG,"Kyle Balda, Pierre Coffin",English,United States,91.0,Sandra Bullock, Jon Hamm, Michael Keaton,Family,Animation,Adventure
tt2640474,The House at the End of Time,2013,06,,67.0,67.48,67.48,67.48,Unrated,Alejandro Hidalgo,Spanish,Venezuela,101.0,Ruddy Rodríguez, Guillermo Garcia, Rosmel Bustamante,Horror,Drama,Fantasy
tt2144007,Afterparty,2013,04,,37.0,43.59,43.59,43.59,,Miguel Larraya,Spanish,Spain,80.0,Luis Fernández, Alicia Sanz, Rocío León,Horror,,
tt3531852,Bhoothnath Returns,2014,04,,66.0,62.019999999999996,62.019999999999996,62.019999999999996,Not Rated,Nitesh Tiwari,Hindi,India,152.0,Amitabh Bachchan, Boman Irani, Parth Bhalerao,Comedy,Drama,Fantasy
tt1462050,Horst Schlämmer - Isch kandidiere!,2009,08,,47.0,49.660000000000004,49.660000000000004,49.660000000000004,,Angelo Colagrossi,German,Germany,96.0,Hape Kerkeling, Alexandra Kamp, Simon Gosejohann,Comedy,,
tt4024104,The Royal Tailor,2014,12,,70.0,71.0,71.0,71.0,,Wonsuk Lee,Korean,South Korea,127.0,Han Suk-kyu, Go Soo, Park Shin-Hye,Drama,History,
tt2463154,Posthumous,2014,10,,57.0,59.33,59.33,59.33,Not Rated,Lulu Wang,English,United States,94.0,Jack Huston, Brit Marling, Lambert Wilson,Comedy,Drama,Romance
tt1730704,Milf,2010,10,,37.0,47.0,47.0,47.0,Unrated,Scott Wheeler,English,USA,88.0,Jack Cullison, Philip Marlatt, Joseph Booton,Comedy,,
tt1018790,Stripper Academy,2007,04,,20.0,38.0,38.0,38.0,Not Rated,Vincent Foster,English,USA,97.0,Richard Tyson, Katie Cleary, Vincent Foster,Comedy,,
tt0760169,Hallettsville,2009,03,,34.0,46.0,46.0,46.0,,Andrew Pozza,English,United States,87.0,Gary Busey, Derek Lee Nixon, Logan Patrick Brown,Horror,Thriller,
tt0954541,Bachelor Party 2: The Last Temptation,2008,03,,51.0,47.0,47.0,47.0,R,James Ryan,English,USA,104.0,Josh Cooke, Harland Williams, Greg Pitts,Comedy,,
tt1586740,Double Wedding,2010,07,,56.0,64.83,64.83,64.83,TV-PG,Craig Pryce,English,United States,87.0,Tia Mowry-Hardrict, Tamera Mowry-Housley, O-T Fagbenle,TV Movie,Comedy,Drama
tt1038072,Pulse 2: Afterlife,2008,09,,35.0,46.0,46.0,46.0,R,Joel Soisson,English,United States,89.0,Todd Giebenhain, Diane Ayala Goldner, Rachel Robinson,Drama,Horror,Science Fiction
tt1129381,Lower Learning,2008,10,2804.0,39.0,49.44,49.44,49.44,R,Mark Lafferty,English,United States,97.0,Jason Biggs, Eva Longoria, Rob Corddry,Comedy,,
tt0382943,Return to Sleepaway Camp,2008,11,,42.0,59.57,59.57,59.57,R,Robert Hiltzik,English,USA,86.0,Vincent Pastore, Michael Gibney, Paul DeAngelo,Mystery,Horror,Comedy
tt3307774,Alpha House,2014,03,,37.0,46.0,46.0,46.0,Unrated,Jacob Cooney,English,USA,88.0,Julien Ari, Heather Paige Cohn, Chris O'Brien,Comedy,,
tt0844029,Ace Ventura: Pet Detective Jr.,2009,03,,21.0,34.0,34.0,34.0,PG,David Mickey Evans,English,United States,93.0,Josh Flitter, Emma Lockhart, Ann Cusack,Comedy,Family,Adventure
tt1259998,Next Avengers: Heroes of Tomorrow,2008,09,,63.0,68.92,68.92,68.92,PG,"Jay Oliva, Gary Hartle",English,USA,78.0,Noah Crawford, Brenna O'Brien, Aidan Drummond,Animation,Family,Action
tt1204883,Boogeyman 3,2008,10,,46.0,52.18,52.18,52.18,Unrated,Gary Jones,English,United States,94.0,Erin Cahill, Charles Hittinger, Mimi Michaels,Horror,Thriller,
tt1270113,Ryan and Sean's Not So Excellent Adventure,2008,11,,43.0,46.54,46.54,46.54,,Richard Van Vleet,English,United States,78.0,Ryan Higa, Sean Fujiyoshi, Bobbi Billard,Comedy,,
tt2493466,Kuroyuri danchi,2013,05,,51.0,48.0,48.0,48.0,Not Rated,Hideo Nakata,Japanese,Japan,106.0,Atsuko Maeda, Hiroki Narimiya, Ryô Iwamatsu,Horror,,
tt1291521,The Craving,2008,01,,35.0,45.709999999999994,45.709999999999994,45.709999999999994,Not Rated,Sean Dillon,English,USA,98.0,Tricia Allen, Grayson Berry, Jesse C. Boyd,Horror,,
tt1087517,American High School,2009,04,,24.0,31.0,31.0,31.0,R,Sean Patrick Cannon,English,USA,86.0,Talan Torriero, Jillian Murray, Aubrey O'Day,Comedy,Romance,
tt1094668,Jusqu'à toi,2009,07,,60.0,29.0,53.470000000000006,53.470000000000006,,Jennifer Devoldère,French,Canada,81.0,Mélanie Laurent, Justin Bartha, Valérie Benguigui,Comedy,Romance,Family
tt0918627,The Cook,2008,04,,40.0,39.0,39.0,39.0,Not Rated,Gregg Simon,English,United States,85.0,Penny Vital, Nina Fehren, Mark Hengst,Comedy,Horror,
tt2279353,The Startup Kids,2012,12,,67.0,68.21,68.21,68.21,Not Rated,"Vala Halldorsdottir, Sesselja Vilhjalmsdottir",English,Iceland,55.0,Trip Adler, Alexa Andrzejewski, Mike Butcher,Documentary,,
tt1979388,The Good Dinosaur,2015,11,123087120.0,67.0,75.0,66.0,67.41,PG,Peter Sohn,English,United States,93.0,Jeffrey Wright, Frances McDormand, Maleah Nipay-Padilla,Adventure,Animation,Family
tt1355683,Black Mass,2015,09,62575678.0,69.0,73.0,68.0,64.5,R,Scott Cooper,English,United States,123.0,Johnny Depp, Benedict Cumberbatch, Dakota Johnson,Drama,Crime,History
tt2379713,Spectre,2015,10,200074609.0,68.0,63.0,60.0,65.21,PG-13,Sam Mendes,English,United Kingdom,148.0,Daniel Craig, Christoph Waltz, Léa Seydoux,Action,Adventure,Thriller
tt0804492,The Hottie & the Nottie,2008,02,27696.0,19.0,6.0,7.0,28.799999999999997,PG-13,Tom Putnam,English,United States,91.0,Paris Hilton, Joel David Moore, Christine Lakin,Comedy,Romance,
tt0849470,Senior Skip Day,2008,05,,48.0,46.43,46.43,46.43,R,Nick Weiss,English,USA,84.0,Gary Lundy, Larry Miller, Lea Thompson,Comedy,,
tt0903606,Hooking Up,2009,01,,26.0,32.0,32.0,32.0,R,Vincent Weller,English,United States,95.0,Corey Feldman, Brian O'Halloran, Bronson Pinchot,Comedy,Drama,
tt1708497,Oppai Chanbara: Striptease Samurai Squad,2008,06,,41.0,57.0,57.0,57.0,,Akira Hirose,Japanese,Japan,66.0,Ruru Anoa, Mina Asa, Yôichi Matsuda,Comedy,Fantasy,Action
tt1046245,Cross,2011,05,,30.0,41.580000000000005,41.580000000000005,41.580000000000005,R,Patrick Durham,English,USA,105.0,Brian Austin Green, Michael Clarke Duncan, Vinnie Jones,Action,Fantasy,
tt1350512,The Terminators,2009,04,,20.0,38.94,38.94,38.94,Not Rated,Xavier S. Puslowski,English,USA,89.0,Jeremy London, A Martinez, Paul Logan,Action,Horror,Science Fiction
tt3742378,The Second Mother,2015,06,376986.0,77.0,97.0,82.0,80.47,R,Anna Muylaert,Portuguese,Brazil,112.0,Regina Casé, Helena Albergaria, Michel Joelsas,Drama,,
tt1884369,Noobz,2013,01,,48.0,62.0,62.0,62.0,R,Blake Freeman,English,United States,103.0,Blake Freeman, Mindy Sterling, Jason Mewes,Comedy,Adventure,
tt1670932,American Animal,2011,03,5928.0,43.0,59.0,52.0,47.86,R,Matt D'Elia,English,United States,95.0,Matt D'Elia, Brendan Fletcher, Mircea Monroe,Comedy,Drama,
tt1554092,The Howling: Reborn,2011,10,,41.0,17.0,48.0,48.0,R,Joe Nimziki,English,Canada,92.0,Landon Liboiron, Lindsey Shaw, Ivana Milicevic,Horror,,
tt0900357,Boogeyman 2,2007,10,,50.0,54.400000000000006,54.400000000000006,54.400000000000006,Unrated,Jeff Betancourt,English,United States,93.0,Danielle Savre, Matt Cohen, Chrissy Calhoun,Horror,Thriller,
tt1865573,Bad Kids Go to Hell,2012,12,,45.0,44.0,40.0,44.62,R,Matthew Spradlin,English,United States,91.0,Cameron Deane Stewart, Ben Browder, Jeffrey Schmidt,Comedy,Mystery,Thriller
tt2381962,Hansel & Gretel: Warriors of Witchcraft,2013,01,,24.0,38.59,38.59,38.59,PG-13,David DeCoteau,English,United States,83.0,Fivel Stewart, Booboo Stewart, Eric Roberts,Thriller,Horror,
tt1671616,18 Meals,2010,06,,64.0,59.059999999999995,59.059999999999995,59.059999999999995,,Jorge Coira,Spanish,Spain,101.0,Luis Tosar, Federico Pérez Rey, Víctor Fábregas,Drama,Comedy,
tt1986994,The Wicked,2013,03,,38.0,41.989999999999995,41.989999999999995,41.989999999999995,Not Rated,Peter Winther,English,USA,105.0,Devon Werkheiser, Justin Deeley, Jess Adams,Fantasy,Horror,Thriller
tt2449810,Sanitarium,2013,03,,46.0,48.92,48.92,48.92,Unrated,"Bryan Ortiz, Bryan Ramirez, Kerry Valderrama",English,United States,106.0,Malcolm McDowell, Lou Diamond Phillips, John Glover,Horror,Thriller,
tt3557440,Achmed Saves America,2014,03,,43.0,52.0,52.0,52.0,Not Rated,Frank Marino,English,USA,60.0,Jeff Dunham, Susan Egan, Tom Kenny,Animation,Comedy,
tt3393070,Android Cop,2014,02,,33.0,44.0,44.0,44.0,Not Rated,Mark Atkins,English,United States,88.0,Michael Jai White, Kadeem Hardison, Randy Wayne,Action,Science Fiction,
tt3499424,Hercules Reborn,2014,07,,33.0,43.0,43.0,43.0,Not Rated,Nick Lyon,English,United States,90.0,John Hennigan, Christian Oliver, Marcus Shirock,Adventure,Action,
tt3025994,Scooby-Doo! Stage Fright,2013,08,,71.0,77.64999999999999,77.64999999999999,77.64999999999999,Not Rated,Victor Cook,English,USA,75.0,Frank Welker, Matthew Lillard, Grey Griffin,Family,Adventure,Animation
tt4296026,Avengers Grimm,2015,03,,27.0,39.95,39.95,39.95,Not Rated,Jeremy M. Inman,English,USA,90.0,Casper Van Dien, Lauren Parkinson, Lou Ferrigno,Action,Fantasy,
tt3514862,Street Fighter: Round One - Fight!,2009,02,,66.0,41.0,41.0,41.0,TV-14,Joe Whiteaker,,Japan,80.0,Mike Vanderwyst, Adam Kasprowicz, Vanessa Prokuski,Animation,Fantasy,Horror
tt3899796,Sharknado 3: Oh Hell No!,2015,07,,40.0,36.0,46.769999999999996,46.769999999999996,TV-14,Anthony C. Ferrante,English,United States,88.0,Ian Ziering, Tara Reid, Cassandra Scerbo,Action,TV Movie,Science Fiction
tt3086386,The Scorpion King 4: Quest for Power,2015,01,,41.0,51.49,51.49,51.49,PG-13,Mike Elliott,English,USA,105.0,Victor Webster, Ellen Hollman, Will Kemp,Action,Adventure,Fantasy
tt4215766,Scooby-Doo! Moon Monster Madness,2015,02,,65.0,78.17,78.17,78.17,TV-PG,Paul McEvoy,English,USA,80.0,Frank Welker, Mindy Cohn, Grey Griffin,Adventure,Animation,Family
tt1097636,"Chill Out, Scooby-Doo!",2007,09,,67.0,75.64,75.64,75.64,Not Rated,Joe Sichta,English,USA,73.0,Frank Welker, Casey Kasem, Mindy Cohn,Family,Comedy,Animation
tt1421378,Scooby-Doo and the Samurai Sword,2009,04,,65.0,78.84,78.84,78.84,Not Rated,Christopher Berkeley,English,USA,74.0,Frank Welker, Casey Kasem, Mindy Cohn,Family,Mystery,Animation
tt1295021,Scooby-Doo and the Goblin King,2008,09,,64.0,78.69,78.69,78.69,Not Rated,Joe Sichta,English,USA,75.0,Frank Welker, Casey Kasem, Grey Griffin,Adventure,Animation,Comedy
tt2235542,Big Top Scooby-Doo!,2012,10,,69.0,79.0,79.0,79.0,Not Rated,Ben Jones,English,USA,81.0,Frank Welker, Mindy Cohn, Grey Griffin,Family,Animation,Comedy
tt1777608,Scooby-Doo! Legend of the Phantosaur,2011,09,,68.0,78.78,78.78,78.78,Not Rated,Ethan Spaulding,English,USA,75.0,Frank Welker, Mindy Cohn, Grey Griffin,Family,Mystery,Animation
