Title,Rated,Director,Language,Country,imdbID,BoxOffice,IMDB_Value,RT_Value,MC_Value,Actor_1,Actor_2,Actor_3,Actor_4
Boys and Girls,PG-13,Robert Iscove,English,United States,tt0204175,21799652.0,54.0,11.0,29.0,Freddie Prinze Jr., Claire Forlani, Brendon Ryan Barrett,
Shaft,R,John Singleton,English,Germany,tt0162650,70334258.0,60.0,67.0,50.0,Samuel L. Jackson, Vanessa Williams, Christian Bale,
Titan A.E.,PG,"Don Bluth, Gary Goldman",English,United States,tt0120913,22753426.0,66.0,50.0,48.0,Matt Damon, Drew Barrymore, Bill Pullman,
Butterfly,R,José Luis Cuerda,Spanish,Spain,tt0188030,2092682.0,76.0,96.0,69.0,Manuel Lozano, Fernando Fernán Gómez, Uxía Blanco,
Jesus' Son,R,Alison Maclean,English,Canada,tt0186253,1302067.0,69.0,79.0,76.0,Billy Crudup, Robert Michael Kelly, Torben Brooks,
Chicken Run,G,"Peter Lord, Nick Park",English,United Kingdom,tt0120630,106834564.0,71.0,97.0,88.0,Mel Gibson, Julia Sawalha, Phil Daniels,
"Me, Myself & Irene",R,"Bobby Farrelly, Peter Farrelly",English,United States,tt0183505,90570999.0,66.0,48.0,49.0,Jim Carrey, Renée Zellweger, Anthony Anderson,
The Patriot,R,Roland Emmerich,English,United States,tt0187393,113330342.0,72.0,62.0,63.0,Mel Gibson, Heath Ledger, Joely Richardson,
The Adventures of Rocky & Bullwinkle,PG,Des McAnuff,English,United States,tt0131704,26005820.0,43.0,43.0,36.0,Robert De Niro, Rene Russo, Piper Perabo,
The Perfect Storm,PG-13,Wolfgang Petersen,English,United States,tt0177971,182618434.0,64.0,,59.0,George Clooney, Mark Wahlberg, John C. Reilly,
The Golden Bowl,R,James Ivory,English,United States,tt0200669,3050532.0,59.0,54.0,62.0,Uma Thurman, Jeremy Northam, Kate Beckinsale,
Communion,R,Philippe Mora,English,United States,tt0097100,1919653.0,55.0,33.0,,Christopher Walken, Lindsay Crouse, Frances Sternhagen,
The Kentucky Fried Movie,R,John Landis,English,United States,tt0076257,,64.0,82.0,61.0,Evan C. Kim, Bong Soo Han, Bill Bixby,
"Blood In, Blood Out",R,Taylor Hackford,English,United States,tt0106469,4496583.0,79.0,62.0,47.0,Damian Chapa, Jesse Borrego, Benjamin Bratt,
F/X,R,Robert Mandel,English,,tt0089118,,67.0,89.0,71.0,Bryan Brown, Brian Dennehy, Diane Venora,
F/X2,PG-13,Richard Franklin,English,United States,tt0101846,21082165.0,58.0,38.0,48.0,Bryan Brown, Brian Dennehy, Rachel Ticotin,
The Hot Spot,R,Dennis Hopper,English,United States,tt0099797,1293976.0,64.0,,56.0,Don Johnson, Virginia Madsen, Jennifer Connelly,
Missing in Action,R,Joseph Zito,English,United States,tt0087727,22812411.0,54.0,20.0,43.0,Chuck Norris, M. Emmet Walsh, David Tress,
Missing in Action 2: The Beginning,R,Lance Hool,English,United States,tt0089604,10755447.0,52.0,,,Chuck Norris, Soon-Tek Oh, Steven Williams,
Braddock: Missing in Action III,R,Aaron Norris,English,United States,tt0094792,6193901.0,48.0,,,Chuck Norris, Aki Aleong, Roland Harrah III,
Thunderbolt and Lightfoot,R,Michael Cimino,English,United States,tt0072288,21700000.0,70.0,88.0,62.0,Clint Eastwood, Jeff Bridges, George Kennedy,
Dreamscape,PG-13,Joseph Ruben,English,United States,tt0087175,12145169.0,63.0,79.0,63.0,Dennis Quaid, Max von Sydow, Christopher Plummer,
The Golden Voyage of Sinbad,G,Gordon Hessler,English,United Kingdom,tt0071569,,67.0,75.0,69.0,John Phillip Law, Caroline Munro, Tom Baker,
House Party,R,Reginald Hudlin,English,United States,tt0099800,26385627.0,64.0,93.0,76.0,Christopher Reid, Robin Harris, Christopher Martin,
House Party 2,R,"George Jackson, Doug McHenry",English,United States,tt0102065,19438638.0,52.0,27.0,,Christopher Reid, Christopher Martin, Martin Lawrence,
Croupier,Not Rated,Mike Hodges,English,,tt0159382,,70.0,95.0,75.0,Clive Owen, Nick Reding, Nicholas Ball,
The Kid,PG,Jon Turteltaub,English,United States,tt0219854,69691949.0,61.0,49.0,45.0,Bruce Willis, Spencer Breslin, Emily Mortimer,
Scary Movie,R,Keenen Ivory Wayans,English,United States,tt0175142,157019771.0,62.0,51.0,48.0,Anna Faris, Jon Abrahams, Marlon Wayans,
But I'm a Cheerleader,R,Jamie Babbit,English,United States,tt0179116,2205627.0,67.0,42.0,39.0,Natasha Lyonne, Clea DuVall, Michelle Williams,
Shower,PG-13,Yang Zhang,Mandarin,China,tt0215369,1157764.0,75.0,87.0,74.0,Jiayi Du, Zheng Fang, Bing He,
Blow-Up,Not Rated,Michelangelo Antonioni,English,United Kingdom,tt0060176,,75.0,87.0,82.0,David Hemmings, Vanessa Redgrave, Sarah Miles,
The Pawnbroker,Approved,Sidney Lumet,English,United States,tt0059575,,77.0,85.0,69.0,Rod Steiger, Geraldine Fitzgerald, Brock Peters,
Groove,R,Greg Harrison,English,United States,tt0212974,1115313.0,66.0,57.0,54.0,Chris Ferreira, Mackenzie Firgens, Elizabeth Sun,
Footloose,PG,Herbert Ross,English,United States,tt0087277,80035402.0,66.0,52.0,42.0,Kevin Bacon, Lori Singer, John Lithgow,
Duel in the Sun,Passed,"King Vidor, Otto Brower, William Dieterle",English,United States,tt0038499,20408163.0,68.0,75.0,,Jennifer Jones, Joseph Cotten, Gregory Peck,
X-Men,PG-13,Bryan Singer,English,United States,tt0120903,157299718.0,73.0,82.0,64.0,Patrick Stewart, Hugh Jackman, Ian McKellen,
Chuck & Buck,R,Miguel Arteta,English,United States,tt0200530,1055671.0,66.0,84.0,76.0,Mike White, Chris Weitz, Lupe Ontiveros,
The Five Senses,R,Jeremy Podeswa,French,Canada,tt0168794,497091.0,67.0,74.0,56.0,Molly Parker, Gabrielle Rose, Elize Frances Stolk,
The in Crowd,PG-13,Mary Lambert,English,United States,tt0163676,5280035.0,46.0,2.0,14.0,Lori Heuring, Susan Ward, Matthew Settle,
What Lies Beneath,PG-13,Robert Zemeckis,English,United States,tt0161081,155464351.0,66.0,47.0,51.0,Harrison Ford, Michelle Pfeiffer, Katharine Towne,
Pokémon the Movie 2000,G,"Michael Haigney, Kunihiko Yuyama",Japanese,Japan,tt0210234,43758684.0,60.0,,28.0,Veronica Taylor, Rica Matsumoto, Ikue Ôtani,
Anatomy of a Murder,Not Rated,Otto Preminger,English,United States,tt0052561,11900000.0,80.0,100.0,95.0,James Stewart, Lee Remick, Ben Gazzara,
Freejack,R,Geoff Murphy,English,United States,tt0104299,17129026.0,54.0,26.0,34.0,Emilio Estevez, Mick Jagger, Rene Russo,
Mackenna's Gold,M,J. Lee Thompson,English,United States,tt0064615,,67.0,20.0,,Gregory Peck, Omar Sharif, Telly Savalas,
Sinbad and the Eye of the Tiger,G,Sam Wanamaker,English,United Kingdom,tt0076716,,63.0,56.0,,Patrick Wayne, Jane Seymour, Taryn Power,
Two Women,Not Rated,Vittorio De Sica,Italian,Italy,tt0054749,,78.0,88.0,,Sophia Loren, Jean-Paul Belmondo, Raf Vallone,
What About Bob?,PG,Frank Oz,English,United States,tt0103241,63707829.0,70.0,82.0,60.0,Bill Murray, Richard Dreyfuss, Julie Hagerty,
White Sands,R,Roger Donaldson,English,United States,tt0105813,9011574.0,60.0,44.0,46.0,Willem Dafoe, Mary Elizabeth Mastrantonio, Mickey Rourke,
Breaker Morant,PG,Bruce Beresford,English,Australia,tt0080310,,78.0,100.0,72.0,Edward Woodward, Jack Thompson, John Waters,
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,R,Woody Allen,English,United States,tt0068555,18016290.0,67.0,88.0,66.0,Woody Allen, Gene Wilder, Louise Lasser,
Interiors,PG,Woody Allen,English,United States,tt0077742,10432366.0,73.0,81.0,67.0,Diane Keaton, Geraldine Page, Kristin Griffith,
Love and Death,PG,Woody Allen,English,France,tt0073312,20123742.0,77.0,100.0,89.0,Woody Allen, Diane Keaton, Georges Adet,
The Official Story,Not Rated,Luis Puenzo,Spanish,Argentina,tt0089276,29426.0,77.0,100.0,,Norma Aleandro, Héctor Alterio, Chunchuna Villafañe,
Tampopo,Not Rated,Jûzô Itami,Japanese,Japan,tt0092048,224097.0,79.0,100.0,87.0,Ken Watanabe, Tsutomu Yamazaki, Nobuko Miyamoto,
Nutty Professor II: The Klumps,PG-13,Peter Segal,English,United States,tt0144528,123309890.0,44.0,27.0,38.0,Eddie Murphy, Janet Jackson, Larry Miller,
La fille sur le pont,R,Patrice Leconte,Turkish,France,tt0144201,1708496.0,75.0,88.0,75.0,Vanessa Paradis, Daniel Auteuil, Frédéric Pfluger,
Wonderland,R,Michael Winterbottom,English,United Kingdom,tt0171865,414254.0,71.0,63.0,71.0,Shirley Henderson, Gina McKee, Molly Parker,
Autumn in New York,PG-13,Joan Chen,English,United States,tt0174480,37761915.0,56.0,19.0,24.0,Richard Gere, Winona Ryder, Anthony LaPaglia,
Coyote Ugly,PG-13,David McNally,English,United States,tt0200550,60786269.0,57.0,23.0,27.0,Piper Perabo, Adam Garcia, John Goodman,
Hollow Man,R,Paul Verhoeven,English,United States,tt0164052,73209340.0,58.0,26.0,24.0,Kevin Bacon, Elisabeth Shue, Josh Brolin,
Space Cowboys,PG-13,Clint Eastwood,English,United States,tt0186566,90464773.0,65.0,78.0,73.0,Clint Eastwood, Tommy Lee Jones, Donald Sutherland,
Psycho Beach Party,Unrated,Robert Lee King,English,United States,tt0206226,268117.0,60.0,56.0,42.0,Lauren Ambrose, Nicholas Brendon, Thomas Gibson,
Saving Grace,R,Nigel Cole,English,United Kingdom,tt0195234,12178602.0,69.0,63.0,62.0,Brenda Blethyn, Craig Ferguson, Martin Clunes,
Black Sabbath,Approved,Mario Bava,Italian,Italy,tt0057603,,70.0,88.0,82.0,Michèle Mercier, Lidia Alfonsi, Boris Karloff,
The Brain That Wouldn't Die,Approved,Joseph Green,English,United States,tt0052646,,45.0,33.0,,Jason Evers, Virginia Leith, Anthony La Penna,
Bronco Billy,PG,Clint Eastwood,English,United States,tt0080472,24265659.0,61.0,75.0,66.0,Clint Eastwood, Sondra Locke, Geoffrey Lewis,
The Crush,R,Alan Shapiro,English,United States,tt0106627,13609396.0,58.0,24.0,34.0,Cary Elwes, Alicia Silverstone, Jennifer Rubin,
Kelly's Heroes,GP,Brian G. Hutton,English,United States,tt0065938,5200000.0,76.0,78.0,50.0,Clint Eastwood, Telly Savalas, Don Rickles,
Phantasm II,R,Don Coscarelli,English,United States,tt0095863,7282851.0,64.0,38.0,42.0,James Le Gros, Reggie Bannister, Angus Scrimm,
Phantasm III: Lord of the Dead,R,Don Coscarelli,English,United States,tt0110823,,60.0,44.0,,Reggie Bannister, A. Michael Baldwin, Bill Thornbury,
Phantasm IV: Oblivion,R,Don Coscarelli,English,United States,tt0138703,,55.0,29.0,,A. Michael Baldwin, Reggie Bannister, Bill Thornbury,
Pumpkinhead,R,Stan Winston,English,United States,tt0095925,4385516.0,62.0,65.0,47.0,Lance Henriksen, Jeff East, John D'Aquino,
Air America,R,Roger Spottiswoode,English,United States,tt0099005,31053601.0,58.0,13.0,33.0,Mel Gibson, Robert Downey Jr., Nancy Travis,
Sleepaway Camp,R,Robert Hiltzik,English,United States,tt0086320,,62.0,81.0,58.0,Felissa Rose, Jonathan Tiersten, Karen Fields,
Steel Magnolias,PG,Herbert Ross,English,United States,tt0098384,84614512.0,73.0,68.0,56.0,Shirley MacLaine, Olympia Dukakis, Sally Field,
...And God Created Woman,PG,Roger Vadim,French,France,tt0049189,,63.0,71.0,,Brigitte Bardot, Curd Jürgens, Jean-Louis Trintignant,
Easy Money,R,James Signorelli,English,United States,tt0085470,29309766.0,62.0,64.0,48.0,Rodney Dangerfield, Joe Pesci, Geraldine Fitzgerald,
Ilsa: She Wolf of the SS,R,Don Edmonds,English,Canada,tt0071650,,51.0,36.0,,Dyanne Thorne, Gregory Knoph, Tony Mumolo,
The Spiral Staircase,Approved,Robert Siodmak,English,United States,tt0038975,,73.0,86.0,,Dorothy McGuire, George Brent, Ethel Barrymore,
Margaret Cho: I'm the One That I Want,Unrated,Lionel Coleman,English,United States,tt0251739,1210967.0,74.0,59.0,81.0,Margaret Cho,,,
The Tao of Steve,R,Jenniphr Goodman,English,United States,tt0234853,4342203.0,67.0,80.0,70.0,Donal Logue, Ayelet Kaznelson, John Hines,
An Affair of Love,R,Frédéric Fonteyne,French,France,tt0204709,359050.0,70.0,86.0,67.0,Nathalie Baye, Sergi López, Jacques Viala,
Bless the Child,R,Chuck Russell,English,United States,tt0163983,29381494.0,51.0,3.0,17.0,Kim Basinger, Jimmy Smits, Rufus Sewell,
Cecil B. Demented,R,John Waters,English,United States,tt0173716,1284646.0,62.0,52.0,57.0,Melanie Griffith, Stephen Dorff, Alicia Witt,
The Eyes of Tammy Faye,PG-13,"Fenton Bailey, Randy Barbato",English,United Kingdom,tt0233687,1029591.0,72.0,87.0,69.0,RuPaul, Tammy Faye Bakker, Virginia Fairchild,
The Replacements,PG-13,Howard Deutch,English,United States,tt0191397,44737059.0,66.0,41.0,30.0,Keanu Reeves, Gene Hackman, Brooke Langton,
About Adam,R,Gerard Stembridge,English,Ireland,tt0199314,159668.0,59.0,69.0,64.0,Stuart Townsend, Kate Hudson, Tommy Tiernan,
The Cell,R,Tarsem Singh,English,United States,tt0209958,61334059.0,64.0,45.0,40.0,Jennifer Lopez, Vince Vaughn, Vincent D'Onofrio,
Godzilla 2000: Millennium,PG,Takao Okawara,Japanese,Japan,tt0188640,10037390.0,60.0,,41.0,Takehiro Murata, Hiroshi Abe, Naomi Nishida,
The Original Kings of Comedy,R,Spike Lee,English,United States,tt0236388,38182790.0,68.0,83.0,73.0,Steve Harvey, D.L. Hughley, Cedric the Entertainer,
The Naked Gun: From the Files of Police Squad!,PG-13,David Zucker,English,United States,tt0095705,78756177.0,76.0,86.0,76.0,Leslie Nielsen, Priscilla Presley, O.J. Simpson,
The Naked Gun 2½: The Smell of Fear,PG-13,David Zucker,English,United States,tt0102510,86930411.0,69.0,58.0,65.0,Leslie Nielsen, Priscilla Presley, George Kennedy,
Our Town,Not Rated,Sam Wood,English,United States,tt0032881,,65.0,86.0,,William Holden, Martha Scott, Fay Bainter,
Shane,Not Rated,George Stevens,English,United States,tt0046303,,76.0,97.0,80.0,Alan Ladd, Jean Arthur, Van Heflin,
"Suddenly, Last Summer",Approved,Joseph L. Mankiewicz,English,United States,tt0053318,,75.0,68.0,54.0,Elizabeth Taylor, Katharine Hepburn, Montgomery Clift,
Cat Ballou,Not Rated,Elliot Silverstein,English,United States,tt0059017,20666667.0,68.0,90.0,60.0,Jane Fonda, Lee Marvin, Michael Callan,
Supergirl,PG,Jeannot Szwarc,English,United Kingdom,tt0088206,14296438.0,44.0,8.0,41.0,Helen Slater, Faye Dunaway, Peter O'Toole,
The Art of War,R,Christian Duguay,English,United States,tt0160009,30208599.0,57.0,16.0,30.0,Wesley Snipes, Donald Sutherland, Maury Chaykin,
Bring It On,PG-13,Peyton Reed,English,United States,tt0204946,68379000.0,61.0,64.0,52.0,Kirsten Dunst, Eliza Dushku, Jesse Bradford,
The Crew,PG-13,Michael Dinner,English,United States,tt0198386,13023075.0,56.0,20.0,37.0,Richard Dreyfuss, Burt Reynolds, Dan Hedaya,
Skipped Parts,R,Tamra Davis,English,United States,tt0209322,,63.0,,,Drew Barrymore, Jennifer Jason Leigh, Mischa Barton,
Highlander: Endgame,R,Douglas Aarniokoski,English,United States,tt0144964,12811858.0,46.0,11.0,21.0,Christopher Lambert, Adrian Paul, Bruce Payne,
Nurse Betty,R,Neil LaBute,Italian,Germany,tt0171580,25170054.0,63.0,83.0,69.0,Renée Zellweger, Morgan Freeman, Chris Rock,
Solas,R,Benito Zambrano,Spanish,Spain,tt0190798,277596.0,75.0,90.0,75.0,María Galiana, Ana Fernández, Carlos Álvarez-Nóvoa,
The Watcher,R,Joe Charbanic,English,United States,tt0204626,28946615.0,53.0,11.0,22.0,James Spader, Keanu Reeves, Marisa Tomei,
The Way of the Gun,R,Christopher McQuarrie,English,United States,tt0202677,6055661.0,66.0,46.0,49.0,Ryan Phillippe, Benicio Del Toro, Juliette Lewis,
Almost Famous,R,Cameron Crowe,English,United States,tt0181875,32534850.0,79.0,89.0,90.0,Billy Crudup, Patrick Fugit, Kate Hudson,
Bait,R,Antoine Fuqua,English,Canada,tt0211938,15325127.0,57.0,26.0,39.0,Jamie Foxx, David Morse, Robert Pastorelli,
Circus,R,Rob Walker,English,United Kingdom,tt0191037,14693.0,56.0,9.0,,John Hannah, Famke Janssen, Peter Stormare,
Crime + Punishment in Suburbia,R,Rob Schmidt,English,United States,tt0197384,26394.0,58.0,21.0,32.0,Monica Keena, Ellen Barkin, Michael Ironside,
Duets,R,Bruce Paltrow,English,United States,tt0134630,4739023.0,61.0,21.0,40.0,Huey Lewis, Gwyneth Paltrow, Paul Giamatti,
Under Suspicion,R,Stephen Hopkins,English,France,tt0164212,260562.0,64.0,49.0,43.0,Morgan Freeman, Gene Hackman, Thomas Jane,
Urban Legends: Final Cut,R,John Ottman,English,United States,tt0192731,21468807.0,43.0,9.0,16.0,Jennifer Morrison, Matthew Davis, Hart Bochner,
Woman on Top,R,Fina Torres,English,United States,tt0206420,5020111.0,53.0,35.0,41.0,Penélope Cruz, Murilo Benício, Harold Perrineau,
Dancer in the Dark,R,Lars von Trier,English,Denmark,tt0168629,4184036.0,79.0,69.0,61.0,Björk, Catherine Deneuve, David Morse,
Best in Show,PG-13,Christopher Guest,English,United States,tt0218839,18715392.0,74.0,93.0,78.0,Fred Willard, Eugene Levy, Catherine O'Hara,
Beautiful,PG-13,Sally Field,English,United States,tt0210567,3157348.0,55.0,16.0,23.0,Minnie Driver, Hallie Eisenberg, Joey Lauren Adams,
The Broken Hearts Club: A Romantic Comedy,R,Greg Berlanti,English,United States,tt0222850,1746585.0,69.0,64.0,51.0,Timothy Olyphant, Dean Cain, Zach Braff,
Girlfight,R,Karyn Kusama,English,United States,tt0210075,1565852.0,67.0,87.0,70.0,Michelle Rodriguez, Douglas Santiago, Jamie Tirelli,
Remember the Titans,PG,Boaz Yakin,English,United States,tt0210945,115719751.0,78.0,72.0,48.0,Denzel Washington, Will Patton, Wood Harris,
Hellraiser,R,Clive Barker,English,United Kingdom,tt0093177,14564027.0,69.0,70.0,56.0,Andrew Robinson, Clare Higgins, Ashley Laurence,
Hellbound: Hellraiser II,R,Tony Randel,English,United Kingdom,tt0095294,12090735.0,64.0,50.0,41.0,Doug Bradley, Ashley Laurence, Clare Higgins,
Hellraiser III: Hell on Earth,R,Anthony Hickox,English,United States,tt0104409,12534961.0,55.0,40.0,50.0,Terry Farrell, Doug Bradley, Kevin Bernhardt,
"Faraway, So Close!",PG-13,Wim Wenders,German,Germany,tt0107209,810455.0,72.0,,,Otto Sander, Bruno Ganz, Peter Falk,
Bikini Beach,Passed,William Asher,English,United States,tt0057887,,54.0,,,Frankie Avalon, Annette Funicello, Martha Hyer,
Stranger Than Paradise,R,Jim Jarmusch,English,United States,tt0088184,2436000.0,74.0,96.0,86.0,John Lurie, Eszter Balint, Richard Edson,
Voyage to the Bottom of the Sea,PG,Irwin Allen,English,United States,tt0055608,,60.0,76.0,49.0,Walter Pidgeon, Joan Fontaine, Barbara Eden,
Fantastic Voyage,PG,Richard Fleischer,English,United States,tt0060397,,68.0,91.0,72.0,Stephen Boyd, Raquel Welch, Edmond O'Brien,
Abbott and Costello Meet Frankenstein,Not Rated,"Charles Barton, Walter Lantz",English,United States,tt0040068,4796000.0,73.0,89.0,,Bud Abbott, Lou Costello, Lon Chaney Jr.,
The Bank Dick,Not Rated,Edward F. Cline,English,United States,tt0032234,,71.0,100.0,,W.C. Fields, Cora Witherspoon, Una Merkel,
Creature from the Black Lagoon,G,Jack Arnold,English,United States,tt0046876,,69.0,79.0,68.0,Richard Carlson, Julie Adams, Richard Denning,
The Invisible Man,Approved,James Whale,English,United States,tt0024184,,76.0,94.0,87.0,Claude Rains, Gloria Stuart, William Harrigan,
The Killer Shrews,Not Rated,Ray Kellogg,English,United States,tt0052969,,41.0,44.0,,James Best, Ingrid Goude, Ken Curtis,
Runaway,PG-13,Michael Crichton,English,United States,tt0088024,6770587.0,58.0,48.0,50.0,Tom Selleck, Cynthia Rhodes, Gene Simmons,
The Slumber Party Massacre,R,Amy Holden Jones,English,United States,tt0084695,,56.0,45.0,51.0,Michelle Michaels, Robin Stille, Michael Villella,
Slumber Party Massacre II,R,Deborah Brock,English,United States,tt0093996,,46.0,,,Crystal Bernard, Jennifer Rhodes, Kimberly McArthur,
Slumber Party Massacre III,R,Sally Mattison,English,United States,tt0100639,1242995.0,45.0,,,Keely Christian, Brittain Frye, Michael Harris,
Sorority House Massacre,R,Carol Frank,English,United States,tt0091990,,44.0,0.0,,Angela O'Neill, Wendy Martel, Pamela Ross,
Sorority House Massacre II,Unrated,Jim Wynorski,English,United States,tt0100663,,48.0,,,Gail Thackray, Melissa Moore, Stacia Zhivago,
Bamboozled,R,Spike Lee,English,United States,tt0215545,2274979.0,66.0,53.0,54.0,Damon Wayans, Savion Glover, Jada Pinkett Smith,
Digimon: The Movie,PG,"Bob Buchholz, Mamoru Hosoda, Jeff Nimoy",English,Japan,tt0259974,9631153.0,60.0,24.0,20.0,Lara Jill Miller, Joshua Seth, Bob Papenbrook,
Get Carter,R,Stephen Kay,English,United States,tt0208988,14967182.0,51.0,11.0,24.0,Sylvester Stallone, Rachael Leigh Cook, Miranda Richardson,
Get Carter,R,Mike Hodges,English,United Kingdom,tt0067128,,73.0,87.0,80.0,Michael Caine, Ian Hendry, Britt Ekland,
Meet the Parents,PG-13,Jay Roach,English,United States,tt0212338,166244045.0,70.0,84.0,73.0,Ben Stiller, Robert De Niro, Teri Polo,
Requiem for a Dream,Unrated,Darren Aronofsky,English,United States,tt0180093,3635482.0,83.0,78.0,68.0,Ellen Burstyn, Jared Leto, Jennifer Connelly,
Tigerland,R,Joel Schumacher,English,Germany,tt0170691,139692.0,70.0,77.0,55.0,Colin Farrell, Matthew Davis, Clifton Collins Jr.,
Two Family House,R,Raymond De Felitta,English,United States,tt0202641,1015122.0,72.0,89.0,79.0,Michael Rispoli, Kelly Macdonald, Kathrine Narducci,
The Contender,R,Rod Lurie,English,United States,tt0208874,17872723.0,69.0,76.0,59.0,Joan Allen, Gary Oldman, Jeff Bridges,
Dr. T & the Women,R,Robert Altman,English,United States,tt0205271,13113041.0,47.0,57.0,64.0,Richard Gere, Helen Hunt, Farrah Fawcett,
The Ladies Man,R,Reginald Hudlin,English,United States,tt0213790,13616610.0,52.0,11.0,22.0,Tim Meadows, Karyn Parsons, Billy Dee Williams,
Billy Jack,GP,Tom Laughlin,English,United States,tt0066832,,62.0,63.0,50.0,Tom Laughlin, Delores Taylor, Clark Howat,
Billy Jack Goes to Washington,Not Rated,Tom Laughlin,English,United States,tt0075754,,45.0,0.0,,Tom Laughlin, Delores Taylor, E.G. Marshall,
The Time Machine,G,George Pal,English,United States,tt0054387,,75.0,76.0,67.0,Rod Taylor, Alan Young, Yvette Mimieux,
Ghoulies II,PG-13,Albert Band,English,United States,tt0093091,,46.0,14.0,,Damon Martin, Royal Dano, Phil Fondacaro,
The Unsinkable Molly Brown,Approved,Charles Walters,English,United States,tt0058708,13167200.0,66.0,78.0,,Debbie Reynolds, Harve Presnell, Ed Begley,
The Adventures of Ichabod and Mr. Toad,Approved,"James Algar, Clyde Geronimi, Jack Kinney",English,United States,tt0041094,,69.0,94.0,74.0,Bing Crosby, Basil Rathbone, Eric Blore,
The Strange Love of Martha Ivers,Unrated,Lewis Milestone,English,United States,tt0038988,,74.0,100.0,,Barbara Stanwyck, Van Heflin, Lizabeth Scott,
Detour,Passed,Edgar G. Ulmer,English,United States,tt0037638,16172.0,73.0,98.0,,Tom Neal, Ann Savage, Claudia Drake,
Billy Elliot,R,Stephen Daldry,English,United Kingdom,tt0249462,21995263.0,77.0,85.0,74.0,Jamie Bell, Julie Walters, Jean Heywood,
Bedazzled,PG-13,Harold Ramis,English,Germany,tt0230030,37886980.0,61.0,50.0,49.0,Brendan Fraser, Elizabeth Hurley, Frances O'Connor,
Pay It Forward,PG-13,Mimi Leder,English,United States,tt0223897,33519628.0,72.0,39.0,40.0,Kevin Spacey, Haley Joel Osment, Helen Hunt,
The Private Eyes,PG,Lang Elliott,English,United States,tt0081376,18014000.0,65.0,,,Tim Conway, Don Knotts, Trisha Noble,
The Legend of Drunken Master,R,"Chia-Liang Liu, Jackie Chan",Cantonese,Hong Kong,tt0111512,11555430.0,75.0,84.0,74.0,Jackie Chan, Ho-Sung Pak, Lung Ti,
Book of Shadows: Blair Witch 2,R,Joe Berlinger,English,United States,tt0229260,26437094.0,40.0,14.0,15.0,Jeffrey Donovan, Stephen Barker Turner, Erica Leerhsen,
The Little Vampire,PG,Uli Edel,English,Germany,tt0192255,13572400.0,57.0,55.0,45.0,Jonathan Lipnicki, Rollo Weeks, Richard E. Grant,
Charlie's Angels,PG-13,McG,English,United States,tt0160127,125305545.0,56.0,68.0,52.0,Cameron Diaz, Drew Barrymore, Lucy Liu,
The Legend of Bagger Vance,PG-13,Robert Redford,English,United States,tt0146984,30919168.0,67.0,43.0,47.0,Will Smith, Matt Damon, Charlize Theron,
Little Nicky,PG-13,Steven Brill,English,United States,tt0185431,39464775.0,53.0,21.0,38.0,Adam Sandler, Patricia Arquette, Harvey Keitel,
Men of Honor,R,George Tillman Jr.,English,United States,tt0203019,48818921.0,72.0,42.0,56.0,Cuba Gooding Jr., Robert De Niro, Charlize Theron,
Red Planet,PG-13,Antony Hoffman,English,United States,tt0199753,17480890.0,57.0,14.0,34.0,Val Kilmer, Carrie-Anne Moss, Tom Sizemore,
You Can Count on Me,R,Kenneth Lonergan,English,United States,tt0203230,9416804.0,75.0,95.0,85.0,Laura Linney, Matthew Broderick, Amy Ryan,
Diamonds Are Forever,GP,Guy Hamilton,English,United Kingdom,tt0066995,43819547.0,65.0,63.0,59.0,Sean Connery, Jill St. John, Charles Gray,
The Eagle Has Landed,PG,John Sturges,English,United Kingdom,tt0074452,,69.0,64.0,61.0,Michael Caine, Donald Sutherland, Robert Duvall,
The 6th Day,PG-13,Roger Spottiswoode,English,United States,tt0216216,34604280.0,59.0,40.0,49.0,Arnold Schwarzenegger, Michael Rapaport, Tony Goldwyn,
Bounce,PG-13,Don Roos,English,United States,tt0186894,36805288.0,58.0,53.0,52.0,Ben Affleck, Gwyneth Paltrow, Natasha Henstridge,
How the Grinch Stole Christmas,PG,Ron Howard,English,United States,tt0170016,260715005.0,63.0,49.0,46.0,Jim Carrey, Taylor Momsen, Kelley,
One Day in September,R,Kevin Macdonald,English,Switzerland,tt0230591,156818.0,78.0,97.0,82.0,Michael Douglas, Ankie Spitzer, Jamal Al Gashey,
Rugrats in Paris,G,"Stig Bergqvist, Paul Demeyer",English,Germany,tt0213203,76507756.0,61.0,76.0,62.0,Christine Cavanaugh, Elizabeth Daily, Cheryl Chase,
102 Dalmatians,G,Kevin Lima,English,United States,tt0211181,66957026.0,48.0,31.0,35.0,Glenn Close, Gérard Depardieu, Ioan Gruffudd,
Malena,R,Giuseppe Tornatore,Italian,Italy,tt0213847,3448233.0,74.0,54.0,54.0,Monica Bellucci, Giuseppe Sulfaro, Luciano Federico,
Quills,R,Philip Kaufman,English,United Kingdom,tt0180073,7065332.0,73.0,75.0,70.0,Geoffrey Rush, Kate Winslet, Joaquin Phoenix,
Unbreakable,PG-13,M. Night Shyamalan,English,United States,tt0217869,95011339.0,73.0,70.0,62.0,Bruce Willis, Samuel L. Jackson, Robin Wright,
