imdbID,Title,Year,Month,Box_Office,IMDB_Value,RT_Value,MC_Value,Vote_Average,Rated,Director,Language,Country,Runtime,Actor_1,Actor_2,Actor_3,Genre_1,Genre_2,Genre_3,Awards,Nominations,Adj_Box_Office,Log_Box_Office,Genre,Sub_Genre
tt0923600,Baghead,2008,1,140106.0,60.0,79.0,62.0,58.42,R,"Jay Duplass, Mark Duplass",English,United States,84.0,Ross Partridge, Steve Zissis, Greta Gerwig,Comedy,Drama,Thriller/Horror,0.0,0.0,176330.67267989763,12.080116333286645,Comedy,Drama
tt0889588,The Children of Huang Shi,2008,4,1031872.0,70.0,31.0,49.0,67.24000000000001,R,Roger Spottiswoode,English,Australia,125.0,Jonathan Rhys Meyers, Radha Mitchell, Chow Yun-Fat,Drama,War,Unknown,0.0,0.0,1298664.4674714245,14.076846961649524,Drama,War
tt0493464,Wanted,2008,6,134508551.0,67.0,71.0,64.0,65.05,R,Timur Bekmambetov,English,United States,110.0,Angelina Jolie, James McAvoy, Morgan Freeman,Action/Adventure,Thriller/Horror,Crime,0.0,0.0,169285992.5986633,18.947100106519574,Action/Adventure,Thriller/Horror
tt0448157,Hancock,2008,7,227946274.0,64.0,41.0,49.0,63.39,PG-13,Peter Berg,English,United States,92.0,Will Smith, Charlize Theron, Jason Bateman,Sci-Fi/Fantasy,Action/Adventure,Unknown,0.0,0.0,286882216.5310284,19.4745822941264,Action/Adventure,Sci-Fi/Fantasy
tt0811128,Turn the River,2008,5,5149.0,58.0,62.0,55.0,55.0,R,Chris Eigeman,English,United States,92.0,Famke Janssen, Jaymie Dornan, Rip Torn,Drama,Unknown,Unknown,0.0,0.0,6480.283739659922,8.776519575372253,Drama,Unknown
tt0425061,Get Smart,2008,6,130319208.0,65.0,51.0,54.0,61.64,PG-13,Peter Segal,English,United States,110.0,Steve Carell, Anne Hathaway, Alan Arkin,Action/Adventure,Comedy,Thriller/Horror,0.0,0.0,164013487.0009243,18.91545922021764,Action/Adventure,Comedy
tt0913445,YPF,2007,9,9359.0,62.0,38.0,39.0,56.95,Not Rated,Martin Gero,English,Canada,90.0,Aaron Abrams, Carly Pope, Kristin Booth,Comedy,Drama,Romance,0.0,0.0,12231.039683228675,9.411732235961592,Comedy,Drama
tt0940585,Brick Lane,2007,11,1095398.0,66.0,68.0,61.0,53.440000000000005,PG-13,Sarah Gavron,English,United Kingdom,102.0,Tannishtha Chatterjee, Satish Kaushik, Christopher Simpson,Drama,Unknown,Unknown,0.0,0.0,1431547.8584174938,14.174266835317374,Drama,Unknown
tt0889652,Roman de gare,2007,6,1852764.0,71.0,87.0,71.0,66.79,R,Claude Lelouch,French,France,103.0,Fanny Ardant, Dominique Pinon, Audrey Dana,Drama,Thriller/Horror,Unknown,0.0,0.0,2421330.271146222,14.69982764592457,Drama,Thriller/Horror
tt0889134,Finding Amanda,2008,6,57297.0,55.0,40.0,51.0,50.0,R,Peter Tolan,English,United States,96.0,Matthew Broderick, Brittany Snow, Maura Tierney,Comedy,Drama,Unknown,0.0,0.0,72111.24828729745,11.185965320637376,Comedy,Drama
tt0846308,Kit Kittredge: An American Girl,2008,7,17657973.0,65.0,80.0,63.0,64.44,G,Patricia Rozema,English,United States,101.0,Abigail Breslin, Stanley Tucci, Joan Cusack,Family,Comedy,Drama,0.0,0.0,22223475.491795287,16.91665974271662,Drama,Family
tt1082886,The Wackness,2008,7,2077116.0,69.0,71.0,61.0,63.28,R,Jonathan Levine,English,United Kingdom,99.0,Josh Peck, Ben Kingsley, Olivia Thirlby,Drama,Unknown,Unknown,0.0,0.0,2614158.2909666845,14.776452726408165,Drama,Unknown
tt0888693,Sleepwalking,2008,3,170392.0,61.0,17.0,40.0,62.0,R,Bill Maher,English,Canada,101.0,Charlize Theron, Nick Stahl, AnnaSophia Robb,Drama,Unknown,Unknown,0.0,0.0,214447.17556188256,12.27581871924455,Drama,Unknown
tt0960890,Zombie Strippers!,2008,4,7110.0,41.0,38.0,45.0,47.78,R,Jay Lee,English,United States,94.0,Jenna Jameson, Robert Englund, Roxy Saint,Comedy,Thriller/Horror,Unknown,0.0,0.0,8948.304018058272,9.0992192981234,Comedy,Thriller/Horror
tt0870211,Battle for Haditha,2007,9,10310.0,70.0,70.0,65.0,63.7,R,Nick Broomfield,English,United Kingdom,97.0,Matthew Knoll, Elliot Ruiz, Eric Mehalacopoulos,Action/Adventure,Action/Adventure,Drama,0.0,0.0,13473.87745849852,9.508508086815342,Action/Adventure,Action/Adventure
tt1034427,Aleksandra,2007,6,128222.0,68.0,88.0,85.0,64.68,Not Rated,Aleksandr Sokurov,Russian,Russia,95.0,Galina Vishnevskaya, Vasily Shevtsov, Raisa Gichaeva,War,Drama,Unknown,0.0,0.0,167570.07909637218,12.029156925414544,Drama,War
tt0795421,Mamma Mia!,2008,7,144130063.0,65.0,55.0,51.0,69.62,PG-13,Phyllida Lloyd,English,United States,108.0,Meryl Streep, Pierce Brosnan, Amanda Seyfried,Comedy,Romance,Unknown,0.0,0.0,181395164.81939408,19.01618844049069,Comedy,Romance
tt0909388,Ganes,2007,9,2067094.0,62.0,54.0,54.0,54.0,Unknown,Jukka-Pekka Siili,Finnish,Finland,110.0,Eero Milonoff, Jussi Nikkilä, Olavi Uusivirta,Drama,Music,Unknown,0.0,0.0,2701432.711076386,14.809292823970258,Drama,Music
tt1064932,Welcome to the Sticks,2008,2,193764365.0,71.0,67.0,66.63,66.63,Not Rated,Dany Boon,French,France,106.0,Kad Merad, Dany Boon, Zoé Félix,Comedy,Drama,Romance,0.0,0.0,243862509.9699029,19.31211514071095,Comedy,Drama
tt0816545,Kabluey,2007,6,83506.0,65.0,84.0,62.0,61.0,PG-13,Scott Prendergast,English,United States,86.0,Scott Prendergast, Lisa Kudrow, Teri Garr,Comedy,Drama,Unknown,0.0,0.0,109131.87304067676,11.600312274349168,Comedy,Drama
tt0847897,The Stone Angel,2007,9,459166.0,61.0,44.0,57.0,55.0,R,Kari Skogland,English,Canada,116.0,Ellen Burstyn, Christine Horne, Elliot Page,Drama,Unknown,Unknown,0.0,0.0,600072.397391749,13.304805589238752,Drama,Unknown
tt0829193,Honeydripper,2007,9,267880.0,67.0,69.0,68.0,63.93,PG-13,John Sayles,English,United States,124.0,Danny Glover, LisaGay Hamilton, Yaya DaCosta,Drama,Music,Unknown,0.0,0.0,350085.5764871565,12.765932907828322,Drama,Music
tt0997188,Tummien perhosten koti,2008,1,1406016.0,68.0,57.25,57.25,57.25,Unknown,Dome Karukoski,Finnish,Finland,108.0,Niilo Syväoja, Tommi Korpela, Kristiina Halttu,Drama,Unknown,Unknown,0.0,0.0,1769544.1100216906,14.386232506414965,Drama,Unknown
tt0479528,Rogue,2007,11,10452.0,62.0,89.0,64.53,64.53,R,Greg McLean,English,Australia,99.0,Michael Vartan, Radha Mitchell, Sam Worthington,Action/Adventure,Thriller/Horror,Thriller/Horror,0.0,0.0,13659.453656278034,9.522187136444838,Action/Adventure,Thriller/Horror
tt0787523,Towelhead,2008,9,372124.0,69.0,49.0,57.0,62.15,R,Alan Ball,English,United States,111.0,Summer Bishil, Aaron Eckhart, Peter Macdissi,Drama,Unknown,Unknown,0.0,0.0,468337.3677096929,13.056944186371515,Drama,Unknown
tt1210351,Lost Islands,2008,7,187394.0,73.0,59.0,59.0,59.0,Not Rated,Reshef Levi,Hebrew,Israel,101.0,Oshri Cohen, Michael Moshonov, Shmil Ben Ari,Drama,Unknown,Unknown,0.0,0.0,235845.07498734345,12.37093040652424,Drama,Unknown
tt0879843,Katyn,2007,9,118095.0,70.0,91.0,81.0,67.8,Not Rated,Andrzej Wajda,Polish,Poland,122.0,Andrzej Chyra, Maja Ostaszewska, Artur Zmijewski,Drama,History,War,0.0,0.0,154335.35969557543,11.946883174091012,Drama,History
tt0373051,Journey to the Center of the Earth,2008,7,101704370.0,58.0,61.0,57.0,60.41,PG,Eric Brevig,English,United States,93.0,Brendan Fraser, Josh Hutcherson, Anita Briem,Action/Adventure,Sci-Fi/Fantasy,Action/Adventure,0.0,0.0,128000228.23137626,18.66754260493993,Action/Adventure,Sci-Fi/Fantasy
tt0765476,Meet Dave,2008,7,11803254.0,51.0,20.0,43.0,52.71,PG,Brian Robbins,English,United States,90.0,Eddie Murphy, Elizabeth Banks, Gabrielle Union,Comedy,Sci-Fi/Fantasy,Action/Adventure,0.0,0.0,14855007.762920164,16.513847589458322,Comedy,Sci-Fi/Fantasy
tt0470679,August,2008,5,12636.0,53.0,36.0,39.0,54.0,R,Austin Chick,English,United States,88.0,Josh Hartnett, Naomie Harris, Adam Scott,Drama,Unknown,Unknown,0.0,0.0,15903.0618244985,9.674266937248088,Drama,Unknown
tt0472071,Death Defying Acts,2007,9,5665.0,58.0,42.0,48.0,59.89,PG,Gillian Armstrong,English,United Kingdom,97.0,Catherine Zeta-Jones, Guy Pearce, Timothy Spall,Drama,Romance,Unknown,0.0,0.0,7403.44479169681,8.909700683266443,Drama,Romance
tt0869977,Water Lilies,2007,5,85440.0,67.0,82.0,65.0,64.56,Unknown,Céline Sciamma,French,France,85.0,Pauline Acquart, Louise Blachère, Adèle Haenel,Drama,Romance,Unknown,0.0,0.0,111659.36857944843,11.623208163998358,Drama,Romance
tt0492486,Shrooms,2007,8,2863.0,46.0,22.0,49.04,49.04,Not Rated,Paddy Breathnach,English,Ireland,84.0,Lindsey Haun, Jack Huston, Max Kasch,Thriller/Horror,Mystery,Unknown,0.0,0.0,3741.582072132033,8.227263814902452,Thriller/Horror,Mystery
tt1024942,Just Another Love Story,2007,8,45835.0,72.0,74.0,69.0,68.06,Not Rated,Ole Bornedal,Danish,Denmark,100.0,Anders W. Berthelsen, Rebecka Hemse, Nikolaj Lie Kaas,Thriller/Horror,Crime,Drama,0.0,0.0,59900.598769183285,11.000441780200212,Drama,Thriller/Horror
tt0478394,The Substitute,2007,3,2178009.0,59.0,55.2,55.2,55.2,R,Ole Bornedal,Danish,Denmark,93.0,Paprika Steen, Ulrich Thomsen, Jonas Wandschneider,Thriller/Horror,Comedy,Thriller/Horror,0.0,0.0,2846384.710912405,14.861560224502249,Thriller/Horror,Comedy
tt0765141,La question humaine,2007,9,5309.0,61.0,80.0,68.0,56.67,Not Rated,Nicolas Klotz,French,France,143.0,Mathieu Amalric, Michael Lonsdale, Edith Scob,Drama,Thriller/Horror,Unknown,0.0,0.0,6938.197422615775,8.844797282388008,Drama,Thriller/Horror
tt0462295,Flakes,2007,1,778.0,59.0,22.0,35.0,52.21,Not Rated,Michael Lehmann,English,United States,84.0,Aaron Stanford, Zooey Deschanel, Christopher Lloyd,Comedy,Romance,Unknown,0.0,0.0,1016.748463890577,6.924365033982728,Comedy,Romance
tt0444672,Moving McAllister,2007,9,42538.0,52.0,10.0,50.330000000000005,50.330000000000005,PG-13,Andrew Black,English,United States,89.0,Benjamin Gourley, Mila Kunis, Jon Heder,Comedy,Romance,Unknown,0.0,0.0,55591.83310665471,10.925791582878826,Comedy,Romance
tt0422783,Music Within,2007,1,154087.0,72.0,33.0,53.0,64.42,R,Steven Sawalich,English,United States,94.0,Ron Livingston, Melissa George, Michael Sheen,Comedy,Drama,Unknown,0.0,0.0,201372.39145952096,12.212911166749295,Comedy,Drama
tt0800241,Transsiberian,2008,1,2206405.0,66.0,91.0,72.0,63.83,R,Brad Anderson,English,United Kingdom,111.0,Woody Harrelson, Emily Mortimer, Ben Kingsley,Thriller/Horror,Crime,Mystery,0.0,0.0,2776875.207730501,14.8368368274796,Thriller/Horror,Crime
tt0482603,Space Chimps,2008,6,30105968.0,45.0,33.0,36.0,48.57,G,Kirk DeMicco,English,United States,81.0,Andy Samberg, Stanley Tucci, Jeff Daniels,Action/Adventure,Family,Action/Adventure,0.0,0.0,37889923.26609477,17.450195757817088,Action/Adventure,Family
tt0437526,The Last Mistress,2007,5,785671.0,62.0,77.0,78.0,59.0,Unrated,Catherine Breillat,French,France,114.0,Asia Argento, Fu'ad Aït Aattou, Roxane Mesquida,Drama,Romance,Unknown,0.0,0.0,1026773.4991945676,13.841931918525072,Drama,Romance
tt0409459,Watchmen,2009,3,107509799.0,76.0,65.0,56.0,73.21,R,Zack Snyder,English,United States,163.0,Jackie Earle Haley, Patrick Wilson, Carla Gugino,Action/Adventure,Mystery,Sci-Fi/Fantasy,0.0,0.0,135789771.62461486,18.72661845084585,Action/Adventure,Mystery
tt0952682,Shotgun Stories,2007,10,46026.0,71.0,88.0,76.0,70.22999999999999,PG-13,Jeff Nichols,English,United States,92.0,Michael Shannon, Douglas Ligon, Barlow Jacobs,Drama,Thriller/Horror,Unknown,0.0,0.0,60150.21182394305,11.004600242991687,Drama,Thriller/Horror
tt0472205,Watching the Detectives,2007,5,15006.0,62.0,63.25,63.25,63.25,Not Rated,Paul Soter,English,United States,90.0,Cillian Murphy, Lucy Liu, Jason Sudeikis,Comedy,Romance,Unknown,0.0,0.0,19610.960731544983,9.88384390991001,Comedy,Romance
tt0838283,Step Brothers,2008,7,100468793.0,69.0,55.0,51.0,65.55,R,Adam McKay,English,United States,98.0,Will Ferrell, John C. Reilly, Mary Steenburgen,Comedy,Unknown,Unknown,0.0,0.0,126445190.44885582,18.655319495156068,Comedy,Unknown
tt0412536,Brideshead Revisited,2008,7,6432256.0,67.0,62.0,64.0,64.22,PG-13,Julian Jarrold,English,United Kingdom,133.0,Matthew Goode, Patrick Malahide, Hayley Atwell,Drama,Romance,Unknown,0.0,0.0,8095328.018281214,15.90679766537004,Drama,Romance
tt0443701,The X Files: I Want to Believe,2008,7,20982478.0,59.0,32.0,47.0,57.31,PG-13,Chris Carter,English,United States,104.0,David Duchovny, Gillian Anderson, Billy Connolly,Drama,Mystery,Sci-Fi/Fantasy,0.0,0.0,26407537.58034027,17.08916004177189,Drama,Mystery
tt0949489,Lost in Beijing,2007,9,11163.0,68.0,50.0,58.0,66.25,Unknown,Yu Li,Mandarin,China,112.0,Bingbing Fan, Dawei Tong, Tony Ka Fai Leung,Romance,Drama,Unknown,0.0,0.0,14588.641519807854,9.587998526819067,Drama,Romance
tt0964539,Pathology,2008,4,109846.0,59.0,48.0,55.0,56.02,R,Marc Schölermann,English,United States,95.0,Alyssa Milano, Milo Ventimiglia, Keir O'Donnell,Thriller/Horror,Thriller/Horror,Thriller/Horror,0.0,0.0,138246.89214734585,11.836796439185038,Thriller/Horror,Thriller/Horror
tt0801526,The Tracey Fragments,2007,2,32645.0,60.0,42.0,54.0,58.64,R,Bruce McDonald,English,Canada,77.0,Elliot Page, Zie Souwand, Maxwell McCabe-Lokos,Drama,Unknown,Unknown,0.0,0.0,42662.92236980447,10.66108549342507,Drama,Unknown
tt1039652,The Zone,2007,9,917269.0,70.0,80.0,61.74,61.74,R,Rodrigo Plá,Spanish,Spain,97.0,Daniel Giménez Cacho, Daniel Tovar, Alan Chávez,Thriller/Horror,Drama,Unknown,0.0,0.0,1198755.587049416,13.996794565898364,Drama,Thriller/Horror
tt0859163,The Mummy: Tomb of the Dragon Emperor,2008,7,102491776.0,52.0,13.0,31.0,54.54,PG-13,Rob Cohen,English,United States,112.0,Brendan Fraser, Jet Li, Maria Bello,Action/Adventure,Action/Adventure,Sci-Fi/Fantasy,0.0,0.0,128991219.54975082,18.675254894503578,Action/Adventure,Action/Adventure
tt1027862,Swing Vote,2008,8,16289867.0,61.0,38.0,47.0,57.0,PG-13,Joshua Michael Stern,English,United States,120.0,Kevin Costner, Paula Patton, Kelsey Grammer,Comedy,Drama,Unknown,0.0,0.0,20501643.08435089,16.8360155913529,Comedy,Drama
tt0805570,The Midnight Meat Train,2008,8,83361.0,60.0,73.0,58.0,60.91,R,Ryûhei Kitamura,English,United States,98.0,Vinnie Jones, Bradley Cooper, Leslie Bibb,Thriller/Horror,Mystery,Sci-Fi/Fantasy,0.0,0.0,104914.14504210348,11.560897628402582,Thriller/Horror,Mystery
tt0978759,Frozen River,2008,3,2511476.0,71.0,88.0,82.0,66.8,R,Courtney Hunt,English,United States,97.0,Melissa Leo, Misty Upham, Charlie McDermott,Drama,Unknown,Unknown,0.0,0.0,3160822.894804067,14.966342961410485,Drama,Unknown
tt0914797,Bottle Shock,2008,9,4078607.0,68.0,48.0,56.0,62.71,PG-13,Randall Miller,English,United States,110.0,Chris Pine, Alan Rickman, Bill Pullman,Comedy,Drama,Unknown,0.0,0.0,5133138.594399522,15.451227841840216,Comedy,Drama
tt0497465,Vicky Cristina Barcelona,2008,8,23216709.0,71.0,80.0,70.0,67.93,PG-13,Woody Allen,English,Spain,96.0,Rebecca Hall, Scarlett Johansson, Javier Bardem,Drama,Romance,Unknown,1.0,1.0,29219433.253275614,17.190344568249156,Drama,Romance
tt0783608,The Walker,2007,2,79698.0,58.0,53.0,51.0,51.04,R,Paul Schrader,English,United States,108.0,Woody Harrelson, Kristin Scott Thomas, Lauren Bacall,Drama,Drama,Mystery,0.0,0.0,104155.29444106838,11.553638280164895,Drama,Drama
tt0910936,Pineapple Express,2008,8,87341380.0,69.0,66.17,64.0,66.17,R,David Gordon Green,English,United States,111.0,Seth Rogen, James Franco, Gary Cole,Action/Adventure,Comedy,Crime,0.0,0.0,109923659.85889654,18.515296681543564,Action/Adventure,Comedy
tt0425637,Red Cliff,2008,7,627047.0,73.0,91.0,73.0,71.62,R,John Woo,Mandarin,China,146.0,Tony Chiu-Wai Leung, Takeshi Kaneshiro, Fengyi Zhang,Action/Adventure,Action/Adventure,Drama,0.0,0.0,789171.1940381695,13.578738552259392,Action/Adventure,Action/Adventure
tt0804552,The Killing Gene,2007,5,326060.0,57.0,67.0,54.1,54.1,R,Tom Shankland,English,United Kingdom,104.0,Stellan Skarsgård, Melissa George, Ashley Walters,Drama,Drama,Thriller/Horror,0.0,0.0,426119.5425914672,12.96247520229798,Drama,Drama
tt0841925,Silent Light,2007,10,60200.0,72.0,88.0,79.0,70.0,Not Rated,Carlos Reygadas,Low German,Mexico,136.0,Cornelio Wall, Miriam Toews, Maria Pankratz,Drama,Romance,Unknown,0.0,0.0,78673.85286145596,11.273066141101248,Drama,Romance
tt1018785,The Sisterhood of the Traveling Pants 2,2008,8,44089964.0,62.0,66.0,63.0,62.0,PG-13,Sanaa Hamri,English,United States,117.0,America Ferrera, Alexis Bledel, Amber Tamblyn,Action/Adventure,Comedy,Drama,0.0,0.0,55489508.01930304,17.831704516148218,Action/Adventure,Comedy
tt0411475,Hell Ride,2008,8,213608.0,50.0,10.0,25.0,53.17,R,Larry Bishop,English,United States,84.0,Larry Bishop, Dennis Hopper, Michael Madsen,Action/Adventure,Thriller/Horror,Unknown,0.0,0.0,268836.7545273406,12.501859613876457,Action/Adventure,Thriller/Horror
tt0974554,Elegy,2008,8,3581642.0,67.0,75.0,66.0,62.87,R,Isabel Coixet,English,United States,112.0,Ben Kingsley, Penélope Cruz, Patricia Clarkson,Drama,Romance,Unknown,0.0,0.0,4507682.348782878,15.321293687768886,Drama,Romance
tt0414426,Quid Pro Quo,2008,6,11864.0,61.0,60.0,55.0,50.17,R,Carlos Brooks,English,United States,82.0,Nick Stahl, Vera Farmiga, Leonardo Nam,Drama,Drama,Thriller/Horror,0.0,0.0,14931.459756714958,9.61122565914388,Drama,Drama
tt0942385,Tropic Thunder,2008,8,110515313.0,70.0,82.0,71.0,66.18,R,Ben Stiller,English,United States,107.0,Ben Stiller, Jack Black, Robert Downey Jr.,Action/Adventure,Comedy,Action/Adventure,0.0,0.0,139089257.29604328,18.750626423832507,Action/Adventure,Comedy
tt0962711,The Objective,2008,4,95.0,54.0,33.0,26.0,54.82,Not Rated,Daniel Myrick,English,United States,90.0,Jonas Ball, Matthew R. Anderson, Jon Huertas,Action/Adventure,Thriller/Horror,Sci-Fi/Fantasy,0.0,0.0,119.56243062103177,4.783838666926654,Action/Adventure,Thriller/Horror
tt1185834,Star Wars: The Clone Wars,2008,8,35161554.0,59.0,18.0,35.0,61.0,PG,Dave Filoni,English,United States,98.0,Matt Lanter, Nika Futterman, Tom Kane,Sci-Fi/Fantasy,Action/Adventure,Sci-Fi/Fantasy,0.0,0.0,44252640.63844907,17.60542560308288,Action/Adventure,Sci-Fi/Fantasy
tt1029120,Henry Poole Is Here,2008,8,1836515.0,64.0,40.0,44.0,59.46,PG,Mark Pellington,English,United States,99.0,Luke Wilson, Radha Mitchell, George Lopez,Comedy,Drama,Unknown,0.0,0.0,2311349.4449682543,14.653342087244935,Comedy,Drama
tt0809425,In the City of Sylvia,2007,9,137249.0,69.0,78.0,68.63000000000001,68.63000000000001,Unrated,José Luis Guerín,French,Spain,84.0,Pilar López de Ayala, Xavier Lafitte, Laurence Cordier,Drama,Romance,Unknown,0.0,0.0,179367.2364016938,12.09719058317507,Drama,Romance
tt0490181,Mutant Chronicles,2008,8,6820.0,52.0,18.0,51.91,51.91,R,Simon Hunter,English,United Kingdom,111.0,Thomas Jane, Ron Perlman, Devon Aoki,Action/Adventure,Action/Adventure,Thriller/Horror,0.0,0.0,8583.323966688808,9.05757652616362,Action/Adventure,Action/Adventure
tt1185616,Waltz with Bashir,2008,6,2283849.0,80.0,96.0,91.0,77.18,R,Ari Folman,Hebrew,Israel,90.0,Ari Folman, Ron Ben-Yishai, Ronny Dayag,Drama,Animation,War,0.0,0.0,2874342.501172766,14.871334510814588,Drama,Animation
tt1139797,Let the Right One In,2008,10,2122065.0,79.0,98.0,82.0,75.24,R,Tomas Alfredson,Swedish,Sweden,115.0,Kåre Hedebrant, Lina Leandersson, Per Ragnar,Thriller/Horror,Drama,Unknown,0.0,0.0,2670728.9403770505,14.79786200449278,Drama,Thriller/Horror
tt1104733,Hamlet 2,2008,1,4886216.0,63.0,62.0,54.0,59.0,R,Andrew Fleming,English,United States,92.0,Steve Coogan, Elisabeth Shue, Catherine Keener,Comedy,Music,Unknown,0.0,0.0,6149556.43683553,15.63189051308985,Comedy,Music
tt0452608,Death Race,2008,8,36316032.0,64.0,42.0,43.0,62.0,R,Paul W.S. Anderson,English,United States,105.0,Jason Statham, Joan Allen, Tyrese Gibson,Action/Adventure,Thriller/Horror,Sci-Fi/Fantasy,0.0,0.0,45705611.1203281,17.637731629953823,Action/Adventure,Thriller/Horror
tt0852713,The House Bunny,2008,8,48237389.0,55.0,43.0,55.0,57.0,PG-13,Fred Wolf,English,United States,97.0,Anna Faris, Colin Hanks, Emma Stone,Romance,Comedy,Unknown,0.0,0.0,60709257.63844443,17.9216067590372,Comedy,Romance
tt1091751,The Longshots,2008,8,11537046.0,55.0,41.0,52.0,67.0,PG,Fred Durst,English,United States,94.0,Ice Cube, Keke Palmer, Tasha Smith,Drama,Family,Comedy,0.0,0.0,14519971.17838581,16.4910355823993,Drama,Family
tt1031969,The Rocker,2008,8,6409528.0,62.0,41.0,53.0,60.37,PG-13,Peter Cattaneo,English,United States,102.0,Rainn Wilson, Josh Gad, Christina Applegate,Comedy,Music,Unknown,0.0,0.0,8066723.650669058,15.903257966566382,Comedy,Music
tt0790686,Mirrors,2008,8,30691439.0,61.0,14.0,35.0,62.28,R,Alexandre Aja,English,United States,111.0,Kiefer Sutherland, Paula Patton, Amy Smart,Thriller/Horror,Mystery,Thriller/Horror,0.0,0.0,38626768.90628556,17.469456089060024,Thriller/Horror,Mystery
tt0901485,A Girl Cut in Two,2007,8,409658.0,62.0,74.0,73.0,61.38,Not Rated,Claude Chabrol,French,France,115.0,Ludivine Sagnier, Benoît Magimel, François Berléand,Comedy,Drama,Thriller/Horror,0.0,0.0,535371.648098311,13.190716454049715,Comedy,Drama
tt0486321,Fly Me to the Moon 3D,2008,8,13816982.0,45.0,20.0,36.0,48.3,G,"Ben Stassen, Mimi Maynard",English,Belgium,84.0,Trevor Gagnon, Philip Bolden, David Gore,Action/Adventure,Animation,Family,0.0,0.0,17389388.965968892,16.671370748621072,Action/Adventure,Animation
tt0906665,Sukiyaki Western Django,2007,9,50659.0,61.0,56.0,55.0,62.9,R,Takashi Miike,Japanese,Japan,121.0,Hideaki Itô, Kôichi Satô, Quentin Tarantino,Action/Adventure,Action/Adventure,Comedy,0.0,0.0,66204.96199515776,11.100510693725775,Action/Adventure,Action/Adventure
tt0425308,Noise,2007,11,16513.0,62.0,58.0,55.0,56.96,Not Rated,Henry Bean,English,United States,92.0,Tim Robbins, William Hurt, Bridget Moynahan,Comedy,Drama,Thriller/Horror,0.0,0.0,21580.42080234588,9.979541738267324,Comedy,Drama
tt1172206,Somers Town,2008,8,986005.0,68.0,96.0,77.0,67.87,Not Rated,Shane Meadows,English,United Kingdom,71.0,Piotr Jagiello, Ireneusz Czop, Perry Benson,Comedy,Drama,Unknown,0.0,0.0,1240938.4674156888,14.031378479891943,Comedy,Drama
tt0887883,Burn After Reading,2008,9,60355347.0,70.0,78.0,63.0,66.23,R,"Ethan Coen, Joel Coen",English,United States,96.0,Brad Pitt, Frances McDormand, George Clooney,Comedy,Drama,Unknown,0.0,0.0,75960336.71890314,18.14572187674349,Comedy,Drama
tt1213644,Disaster Movie,2008,8,14190901.0,19.0,1.0,15.0,33.0,PG-13,"Jason Friedberg, Aaron Seltzer",English,United States,87.0,Carmen Electra, Vanessa Lachey, Nicole Parker,Comedy,Sci-Fi/Fantasy,Unknown,0.0,0.0,17859985.43434137,16.698073317865898,Comedy,Sci-Fi/Fantasy
tt0364970,Babylon A.D.,2008,8,22532572.0,55.0,7.0,26.0,55.67999999999999,PG-13,Mathieu Kassovitz,English,United Kingdom,101.0,Vin Diesel, Michelle Yeoh, Mélanie Thierry,Action/Adventure,Action/Adventure,Sci-Fi/Fantasy,0.0,0.0,28358411.331193715,17.160434240118153,Action/Adventure,Action/Adventure
tt0988047,Traitor,2008,8,23530831.0,69.0,64.0,61.0,66.10000000000001,PG-13,Jeffrey Nachmanoff,English,United States,114.0,Don Cheadle, Guy Pearce, Archie Panjabi,Drama,Action/Adventure,Thriller/Horror,0.0,0.0,29614772.093607616,17.203783852023125,Drama,Action/Adventure
tt0844671,College,2008,8,4694636.0,45.0,5.0,15.0,46.48,R,Deb Hagan,English,United States,94.0,Drake Bell, Kevin Covais, Andrew Lewis Caldwell,Comedy,Unknown,Unknown,0.0,0.0,5908443.063589454,15.591892913658588,Comedy,Unknown
tt0430770,The Women,2008,9,26902075.0,50.0,14.0,27.0,50.79,PG-13,Diane English,English,United States,114.0,Meg Ryan, Eva Mendes, Annette Bening,Comedy,Romance,Unknown,0.0,0.0,33857657.63946625,17.3376757544697,Comedy,Romance
tt0804507,Mother of Tears,2007,9,58669.0,50.0,47.0,52.0,44.73,R,Dario Argento,Italian,Italy,102.0,Asia Argento, Cristian Solimeno, Adam James,Thriller/Horror,Unknown,Unknown,0.0,0.0,76673.02779948106,11.247305267092877,Thriller/Horror,Unknown
tt0831887,The Spirit,2008,12,19806188.0,47.0,14.0,30.0,47.05,PG-13,Frank Miller,English,United States,103.0,Gabriel Macht, Samuel L. Jackson, Scarlett Johansson,Action/Adventure,Comedy,Thriller/Horror,0.0,0.0,24927115.56439065,17.031466747417557,Action/Adventure,Comedy
tt1068641,The Burning Plain,2008,11,200730.0,68.0,38.0,45.0,65.65,R,Guillermo Arriaga,English,United States,111.0,Charlize Theron, John Corbett, José María Yazpik,Drama,Romance,Crime,0.0,0.0,252629.12314273376,12.439677775771084,Drama,Romance
tt0814022,Bangkok Dangerous,2008,8,15298133.0,53.0,9.0,24.0,52.0,R,"Danny Pang, Oxide Chun Pang",English,United States,99.0,Nicolas Cage, Charlie Yeung, Shahkrit Yamnarm,Action/Adventure,Crime,Thriller/Horror,0.0,0.0,19253494.373092804,16.77320312809919,Action/Adventure,Crime
tt0790657,Everybody Wants to Be Italian,2007,9,351416.0,57.0,9.0,26.0,72.0,R,Jason Todd Ipson,English,United States,105.0,Jay Jablonski, Cerina Vincent, John Kapelos,Comedy,Romance,Unknown,0.0,0.0,459256.6557668008,13.03736449566,Comedy,Romance
