imdbID,Title,Year,Month,Box_Office,IMDB_Value,RT_Value,MC_Value,Vote_Average,Rated,Director,Language,Country,Runtime,Actor_1,Actor_2,Actor_3,Genre_1,Genre_2,Genre_3,Awards,Nominations,Adj_Box_Office,Log_Box_Office,Genre,Sub_Genre
tt7073522,"One Nation, One King",2018,9,6576.0,58.0,55.96,55.96,55.96,Unknown,Pierre Schoeller,French,France,121.0,Gaspard Ulliel, Adèle Haenel, Olivier Gourmet,Drama,History,Unknown,0.0,0.0,7096.173025841575,8.867310907266207,Drama,History
tt5089534,Freak Show,2018,1,19696.0,65.0,53.0,54.0,71.05000000000001,Not Rated,Trudie Styler,English,United States,91.0,Alex Lawther, Ian Nelson, AnnaSophia Robb,Comedy,Drama,Unknown,0.0,0.0,21253.98782192452,9.964299818954428,Comedy,Drama
tt7159382,Fidaa,2017,7,67308.0,74.0,70.0,70.0,70.0,Unknown,Sekhar Kammula,Telugu,India,145.0,Sai Pallavi, Varun Tej, Sarah Uriarte Berry,Drama,Romance,Comedy,0.0,0.0,74406.20414490862,11.21729460638898,Drama,Romance
tt6697582,Arif V 216,2018,1,13547689.0,70.0,62.03,62.03,62.03,Unknown,Kivanç Baruönü,Turkish,Turkey,125.0,Cem Yilmaz, Ozan Güven, Özkan Ugur,Action/Adventure,Comedy,Sci-Fi/Fantasy,0.0,0.0,14619334.739095287,16.497855507768737,Action/Adventure,Comedy
tt6900380,Dealer/Healer,2017,5,5919976.0,55.0,67.0,67.0,67.0,Unknown,Lawrence Ah-Mon,Mandarin,China,101.0,Ching Wan Lau, Ka-Tung Lam, Yiyan Jiang,Drama,Action/Adventure,Unknown,0.0,0.0,6544288.0904047005,15.69410317989056,Drama,Action/Adventure
tt5994166,At First Light,2018,10,3292.0,56.0,54.0,49.0,57.03,TV-14,Jason Stone,English,Canada,90.0,Stefanie Scott, Théodore Pellerin, Saïd Taghmaoui,Thriller/Horror,Sci-Fi/Fantasy,Unknown,0.0,0.0,3552.4029198708126,8.175379532327153,Thriller/Horror,Sci-Fi/Fantasy
tt6708116,Bad Seeds,2018,11,3058404.0,73.0,77.75,77.75,77.75,TV-MA,Kheiron,French,France,100.0,Kheiron, Catherine Deneuve, André Dussollier,Comedy,Unknown,Unknown,0.0,0.0,3300329.070396285,15.009532739767074,Comedy,Unknown
tt8023734,Kadaikutty Singam,2018,7,177191.0,68.0,76.0,76.0,76.0,Not Rated,Pandiraj,Tamil,India,148.0,Karthi, Sathyaraj, Sayyeshaa Saigal,Romance,Comedy,Family,0.0,0.0,191207.11597048276,12.16111249632573,Comedy,Romance
tt7765120,Daughter of Mine,2018,2,10628.0,61.0,87.0,74.0,63.73,Not Rated,Laura Bispuri,Italian,Italy,100.0,Valeria Golino, Alba Rohrwacher, Sara Casu,Drama,Unknown,Unknown,0.0,0.0,11468.693266217191,9.347376277409897,Drama,Unknown
tt8092252,Be With You,2018,3,19472643.0,77.0,82.91,82.91,82.91,PG-13,Jang-Hoon Lee,Korean,South Korea,132.0,So Ji-seob, Son Ye-jin, Yoo-ram Bae,Romance,Drama,Sci-Fi/Fantasy,0.0,0.0,21012962.895140324,16.860650085969286,Drama,Romance
tt5234510,Igelak,2016,12,134672.0,55.0,50.0,50.0,50.0,Unknown,Patxo Telleria,Basque,Spain,0.0,Gorka Otxoa, Miren Gaztañaga, Josean Bengoetxea,Comedy,Music,Unknown,0.0,0.0,152045.86466228068,11.931937495512908,Comedy,Music
tt8108034,Nota,2018,10,34142.0,62.0,58.95,58.95,58.95,Not Rated,Anand Shankar,Tamil,India,146.0,Vijay Deverakonda, Nassar, Sathyaraj,Drama,Unknown,Unknown,0.0,0.0,36842.69152194085,10.51441254747089,Drama,Unknown
tt6929642,Kaala,2018,6,927420.0,66.0,64.0,67.25,67.25,Not Rated,Pa. Ranjith,Tamil,India,166.0,Rajinikanth, Nana Patekar, Samuthirakani,Action/Adventure,Crime,Drama,0.0,0.0,1000780.5333981132,13.816290786904611,Action/Adventure,Crime
tt7087210,Donnybrook,2018,9,26284.0,54.0,39.0,53.0,53.4,R,Tim Sutton,English,United States,101.0,Michael Agee, Adam Bartley, Jamie Bell,Drama,Crime,Unknown,0.0,0.0,28363.11006861617,10.25284463854795,Drama,Crime
tt8986842,Intimate Strangers,2018,10,39452464.0,69.0,72.35000000000001,72.35000000000001,72.35000000000001,Unknown,J.Q. Lee,Korean,South Korea,115.0,Hae-Jin Yoo, Cho Jin-woong, Seo-jin Lee,Drama,Comedy,Unknown,0.0,0.0,42573222.45130563,17.566736032644496,Drama,Comedy
tt1511425,Losing Control,2012,3,22081.0,42.0,7.0,33.0,54.0,R,Valerie Weiss,English,United States,91.0,Miranda Kent, Reid Scott, Kathleen Robertson,Comedy,Romance,Unknown,0.0,0.0,26060.30022561565,10.168168371165647,Comedy,Romance
tt6865690,The Professor,2018,5,1594039.0,67.0,10.0,37.0,68.46000000000001,R,Wayne Roberts,English,United States,90.0,Johnny Depp, Rosemarie DeWitt, Odessa Young,Comedy,Drama,Unknown,0.0,0.0,1720130.2545528405,14.357910575313497,Comedy,Drama
tt8260226,An Impossible Love,2018,11,1727474.0,70.0,100.0,65.59,65.59,Unknown,Catherine Corsini,French,France,135.0,Virginie Efira, Niels Schneider, Jehnny Beth,Drama,Romance,History,0.0,0.0,1864120.1948969965,14.43829975438966,Drama,Romance
tt3759298,Ashes in the Snow,2018,10,1557172.0,66.0,56.0,42.0,67.33,Unknown,Marius A. Markevicius,English,Lithuania,99.0,Bel Powley, Lisa Loven Kongsli, Martin Wallström,Drama,Romance,Unknown,0.0,0.0,1680347.010796195,14.334510884095446,Drama,Romance
tt8956464,Crazy Wedding,2018,10,1966105.0,62.0,60.0,60.0,60.0,Unknown,Vladyslav Klimchuk,Ukrainian,Ukraine,90.0,Nazar Zadneprovskiy, Jimmy Woha Woha, Polina Vasylyna,Comedy,Unknown,Unknown,0.0,0.0,2121627.321619868,14.56769395672818,Comedy,Unknown
tt8820590,T-34,2018,12,82586.0,67.0,71.10000000000001,71.10000000000001,71.10000000000001,TV-14,Aleksey Sidorov,Russian,Russia,139.0,Alexander Petrov, Irina Starshenbaum, Viktor Dobronravov,War,Action/Adventure,Drama,0.0,0.0,89118.69609369712,11.397724424148524,Drama,War
tt4736486,Octav,2017,10,232096.0,68.0,66.0,66.0,66.0,Unknown,Serge Ioan Celebidachi,Romanian,Romania,100.0,Marcel Iures, Dana Rogoz, Alex Bogdan,Drama,Unknown,Unknown,0.0,0.0,256572.50783289815,12.455166585255782,Drama,Unknown
tt4843762,Waterboys,2016,10,211834.0,68.0,59.0,59.0,59.0,Unknown,Robert Jan Westdijk,Dutch,Netherlands,90.0,Leopold Witte, Tim Linde, Helen Belbin,Drama,Comedy,Music,0.0,0.0,239162.436845592,12.38489825212838,Drama,Comedy
tt6809496,Couch Potatoes,2017,11,2536918.0,54.0,52.98,52.98,52.98,Unknown,Francesca Archibugi,Italian,Italy,103.0,Claudio Bisio, Gaddo Bacchini, Cochi Ponzoni,Comedy,Unknown,Unknown,0.0,0.0,2804457.6960672326,14.846720743511977,Comedy,Unknown
tt6805422,Le trip à trois,2017,12,14780.0,60.0,55.48,55.48,55.48,Unknown,Nicolas Monette,French,Canada,91.0,Mélissa Désormeaux-Poulin, Martin Matte, Romane Martins,Comedy,Unknown,Unknown,0.0,0.0,16338.67738250653,9.701290421594836,Comedy,Unknown
tt6479534,Miss Baek,2018,10,5326218.0,67.0,77.66,77.66,77.66,Not Rated,Ji-won Lee,Korean,South Korea,98.0,Han Ji-min, Lee Hee-joon, Jun Suk-ho,Drama,Thriller/Horror,Crime,0.0,0.0,5747531.098137448,15.564280946329054,Drama,Thriller/Horror
tt6451260,Paris Pigalle,2018,9,862888.0,52.0,53.5,53.5,53.5,Unknown,Cédric Anger,French,France,120.0,Guillaume Canet, Gilles Lellouche, Michel Fau,Comedy,Drama,Unknown,0.0,0.0,931143.9400733552,13.74416915233585,Comedy,Drama
tt2565306,Detective Downs,2013,10,630155.0,53.0,56.0,56.0,56.0,Unknown,Bård Breien,Norwegian,Norway,84.0,Svein André Hofsø Myhre, Martin L. Lotherington, Bjørn Sothberg,Comedy,Crime,Unknown,0.0,0.0,732981.1954566723,13.50487532631962,Comedy,Crime
tt6165342,The Soul Conductor,2018,11,119909.0,45.0,69.03,69.03,69.03,Unknown,Ilya Maksimov,Russian,Russia,89.0,Aleksandra Bortich, Evgeniy Tsyganov, Vladimir Yaglych,Thriller/Horror,Thriller/Horror,Unknown,0.0,0.0,129394.0102426456,11.77061737128087,Thriller/Horror,Thriller/Horror
tt4677578,Løvekvinnen,2016,8,453276.0,67.0,69.0,69.0,69.0,R,Vibeke Idsøe,Norwegian,Norway,126.0,Rolf Lassgård, Kjersti Tveterås, Aurora Lindseth-Løkka,Drama,Unknown,Unknown,0.0,0.0,511752.5643835389,13.145596514519362,Drama,Unknown
tt5335314,One Step Behind the Seraphim,2017,9,105176.0,82.0,74.23,74.23,74.23,Unknown,Daniel Sandu,Romanian,Romania,150.0,Stefan Iancu, Vlad Ivanov, Toto Dumitrescu,Drama,Unknown,Unknown,0.0,0.0,116267.70855091384,11.663650643469085,Drama,Unknown
tt6506276,Lemonade,2018,10,208444.0,68.0,89.0,66.0,66.0,Unknown,Ioana Uricaru,English,Romania,85.0,Mãlina Manovici, Dylan Smith, Steve Bacic,Drama,Unknown,Unknown,0.0,0.0,224932.2825727678,12.323554669543844,Drama,Unknown
tt0756725,Where God Left His Shoes,2007,4,3911.0,71.0,67.0,61.0,64.41,Not Rated,Salvatore Stabile,English,United States,96.0,John Leguizamo, Leonor Varela, David Castro,Drama,Unknown,Unknown,0.0,0.0,5111.186686730137,8.53918688455985,Drama,Unknown
tt5092272,Sing My Life,2016,4,2755954.0,61.0,70.0,70.0,70.0,Unknown,Nobuo Mizuta,Japanese,Japan,125.0,Mitsuko Baishô, Hiro Honda, Katsuko Kanai,Comedy,Sci-Fi/Fantasy,Drama,0.0,0.0,3111496.1454457585,14.95061424418163,Comedy,Sci-Fi/Fantasy
tt9206798,All Is True,2018,12,1200481.0,63.0,72.0,59.0,62.04,PG-13,Kenneth Branagh,English,United Kingdom,101.0,Kenneth Branagh, Judi Dench, Ian McKellen,Drama,History,Unknown,0.0,0.0,1295441.132943327,14.074361838309532,Drama,History
tt7542576,All About Nina,2018,9,100335.0,62.0,86.0,70.0,61.07,R,Eva Vives,English,United States,97.0,Mary Elizabeth Winstead, Brodie Reed, Charlotte Newhouse,Comedy,Drama,Unknown,0.0,0.0,108271.67283269684,11.59239883675081,Comedy,Drama
tt1121985,Pinoy Sunday,2009,10,9996.0,66.0,45.0,45.0,45.0,Unknown,Wi Ding Ho,Tagalog,Taiwan,85.0,Bayani Agbayani, Jeffrey Quizon, Nor Domingo,Comedy,Drama,Unknown,0.0,0.0,12625.40317054867,9.443466187934556,Comedy,Drama
tt9020894,Temporary Difficulties,2018,10,1312189.0,34.0,51.11,51.11,51.11,Unknown,Mikhail Raskhodnikov,Russian,Russia,83.0,Oksana Arbuzova, Rinal Mukhametov, Ivan Okhlobystin,Drama,Unknown,Unknown,0.0,0.0,1415985.4298366834,14.163336263519504,Drama,Unknown
tt7893992,Amateurs,2018,3,7557.0,61.0,60.0,57.0,57.0,Unknown,Gabriela Pichler,Romanian,Sweden,102.0,Zahraa Aldoujaili, Yara Aliadotter, Fredrik Dahl,Comedy,Unknown,Unknown,0.0,0.0,8154.771830335277,9.00635853555091,Comedy,Unknown
tt5451118,303,2018,12,255336.0,75.0,83.0,73.38,73.38,Unknown,Hans Weingartner,German,Germany,145.0,Mala Emde, Anton Spieker, Arndt Schwering-Sohnrey,Romance,Drama,Comedy,0.0,0.0,275533.52124791424,12.526464574394502,Comedy,Romance
tt5851680,One Last Deal,2018,9,48122.0,72.0,88.0,66.0,66.0,Unknown,Klaus Härö,Finnish,Finland,95.0,Heikki Nousiainen, Pirjo Lonka, Amos Brotherus,Drama,Unknown,Unknown,0.0,0.0,51928.53381227923,10.857623702514866,Drama,Unknown
tt7284204,Summer '03,2018,9,11746.0,55.0,63.0,45.0,58.34,Not Rated,Becca Gleason,English,Unknown,102.0,Joey King, Paul Scheer, Andrea Savage,Comedy,Unknown,Unknown,0.0,0.0,12675.129008749258,9.447397006612656,Comedy,Unknown
tt6157970,Wheely,2018,8,348806.0,40.0,100.0,57.0,57.0,PG,"Yusry Abd Halim, Carl Mendez",English,Malaysia,90.0,Barbara Goodson, Brock Powell, Chris Jai Alex,Family,Animation,Action/Adventure,0.0,0.0,376397.1606526302,12.838400143234065,Action/Adventure,Family
tt5338222,"My Tomorrow, Your Yesterday",2016,12,13230218.0,74.0,76.47,76.47,76.47,Unknown,Takahiro Miki,Japanese,Japan,111.0,Sôta Fukushi, Nana Komatsu, Masahiro Higashide,Romance,Drama,Unknown,0.0,0.0,14937031.717658237,16.519354037719125,Drama,Romance
tt7212726,Simmba,2018,12,5102129.0,57.0,27.0,64.45,64.45,Not Rated,Rohit Shetty,Hindi,India,159.0,Ranveer Singh, Sara Ali Khan, Sonu Sood,Action/Adventure,Comedy,Crime,0.0,0.0,5505716.268881394,15.521297432096718,Action/Adventure,Comedy
tt5970844,Thugs of Hindostan,2018,11,1449848.0,40.0,19.0,57.62,57.62,Not Rated,Vijay Krishna Acharya,Hindi,India,164.0,Amitabh Bachchan, Aamir Khan, Lloyd Owen,Action/Adventure,Action/Adventure,Unknown,0.0,0.0,1564533.4959200665,14.263098251845946,Action/Adventure,Action/Adventure
tt5472896,Psychopaths,2017,4,51186.0,41.0,24.0,37.0,46.0,Unknown,Mickey Keating,English,United States,85.0,Ashley Bell, James Landry Hébert, Mark Kassen,Thriller/Horror,Unknown,Unknown,0.0,0.0,56584.001387075725,10.943481563229394,Thriller/Horror,Unknown
tt8193626,Elephants Can Play Football,2018,10,18611.0,65.0,59.0,59.0,59.0,Unknown,Mikhail Segal,Russian,Russia,105.0,Aleksandra Bystrzhitskaya, Sofya Gershevich, Vladimir Mishukov,Romance,Drama,Unknown,0.0,0.0,20083.162436730163,9.907637053274154,Drama,Romance
tt7874378,Pitbull. Ostatni Pies,2018,3,5888664.0,62.0,58.21,58.21,58.21,Not Rated,Wladyslaw Pasikowski,Polish,Poland,124.0,Marcin Dorocinski, Krzysztof Stroinski, Dorota Rabczewska,Action/Adventure,Drama,Crime,0.0,0.0,6354467.553990928,15.664668675301916,Action/Adventure,Drama
tt7838252,K.G.F: Chapter 1,2018,12,150329.0,82.0,75.0,75.1,75.1,Not Rated,Prashanth Neel,Kannada,India,156.0,Yash, Srinidhi Shetty, Ramachandra Raju,Action/Adventure,Crime,Drama,0.0,0.0,162220.28509758788,11.99671047509775,Action/Adventure,Crime
tt6527426,Zero,2018,12,1035388.0,52.0,27.0,52.400000000000006,52.400000000000006,Not Rated,Aanand L. Rai,Hindi,India,164.0,Shah Rukh Khan, Anushka Sharma, Katrina Kaif,Romance,Drama,Comedy,0.0,0.0,1117288.989793196,13.92641576418919,Comedy,Romance
tt6514196,Baazaar,2018,10,381747.0,65.0,27.0,62.73,62.73,Not Rated,"Gauravv K. Chawla, Samuel Wilde",Hindi,India,140.0,Radhika Apte, Jeniffer Piccinato, Saif Ali Khan,Drama,Drama,Thriller/Horror,0.0,0.0,411943.850987826,12.928642335034022,Drama,Drama
tt4679144,Blanka,2015,9,2042.0,69.0,72.0,72.0,72.0,Unknown,Kohki Hasei,Tagalog,Italy,75.0,Don Gordon Bell, Jomar Bisuyo, Raymond Camacho,Drama,Unknown,Unknown,0.0,0.0,2334.5192117021147,7.755561243849014,Drama,Unknown
tt3076510,Henchmen,2018,12,1469.0,51.0,66.28999999999999,66.28999999999999,66.28999999999999,Unknown,Adam Wood,Unknown,Canada,81.0,Thomas Middleditch, James Marsden, Rosario Dawson,Action/Adventure,Comedy,Action/Adventure,0.0,0.0,1585.200452396787,7.368466146704069,Action/Adventure,Comedy
tt6012244,All the Devil's Men,2018,5,26967.0,51.0,23.0,27.0,59.35,R,Matthew Hope,English,United Kingdom,99.0,Sylvia Hoeks, Gbenga Akinnagbe, Joseph Millson,Action/Adventure,Unknown,Unknown,0.0,0.0,29100.13655533299,10.2784981457717,Action/Adventure,Unknown
tt8212614,The Troubleshooter,2018,7,977224.0,59.0,58.14,58.14,58.14,Unknown,Julien Guetta,French,France,84.0,Eric Judor, Laure Calamy, Brigitte Roüan,Comedy,Drama,Unknown,0.0,0.0,1054524.116332878,13.868600148561576,Comedy,Drama
tt6215712,Ajin: Demi-Human,2017,9,10609680.0,64.0,76.0,76.0,76.0,Unknown,Katsuyuki Motohiro,Japanese,Japan,109.0,Takeru Satoh, Mamoru Miyano, Minami Hamabe,Action/Adventure,Thriller/Horror,Mystery,0.0,0.0,11728561.478459531,16.27753757700178,Action/Adventure,Thriller/Horror
