original_title,imdb_id,release_date,revenue,runtime,vote_average,original_language,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,Year,Month
Kóblic,tt5462400,2016-04-14,1839313,92,60.45,es,Drama,Thriller,,,,,,,,2016,04
Film Noir,tt0970933,2007-03-02,0,97,62.0,en,Mystery,Animation,Crime,,,,,,,2007,03
綫人,tt1535492,2010-08-26,0,113,58.63,cn,Thriller,Drama,Action,,,,,,,2010,08
KISS: Rocks Vegas,tt4230706,2016-05-25,0,105,81.85000000000001,en,Music,,,,,,,,,2016,05
Swiss Army Man,tt4034354,2016-06-24,4900000,97,69.34,en,Comedy,Drama,Romance,Fantasy,Adventure,,,,,2016,06
Die Trapp Familie - Ein Leben für die Musik,tt4742670,2015-11-12,0,98,61.0,de,Drama,Music,,,,,,,,2015,11
검사외전,tt5442308,2016-02-03,0,126,69.55,ko,Crime,Comedy,,,,,,,,2016,02
Jonas Brothers: The Concert Experience,tt1229827,2009-02-27,0,76,63.0,en,Documentary,Music,,,,,,,,2009,02
Already Tomorrow in Hong Kong,tt3700804,2016-02-12,0,79,60.7,en,Romance,,,,,,,,,2016,02
I Married Who?,tt2107651,2012-10-20,0,86,62.0,en,TV Movie,Comedy,Romance,,,,,,,2012,10
Azhar,tt4906984,2016-05-13,0,130,59.0,hi,Drama,,,,,,,,,2016,05
The Do-Over,tt4769836,2016-05-27,0,108,56.89,en,Action,Adventure,Comedy,,,,,,,2016,05
華麗上班族,tt4392726,2015-09-24,0,120,60.0,zh,Music,Comedy,Drama,,,,,,,2015,09
Nise: O Coração da Loucura,tt2168180,2016-04-21,0,106,82.0,pt,Drama,,,,,,,,,2016,04
Before I Wake,tt3174376,2016-04-07,3295624,97,64.58,en,Drama,Fantasy,Horror,Thriller,,,,,,2016,04
African Safari,tt3110822,2013-10-17,0,82,65.0,en,Documentary,,,,,,,,,2013,10
Bacalaureat,tt4936450,2016-05-20,2015002,128,67.2,ro,Drama,,,,,,,,,2016,05
Counting,tt4462082,2015-07-31,0,111,77.0,en,Documentary,,,,,,,,,2015,07
فی‌فی از خوشحالی زوزه می‌کشد,tt2731398,2013-10-02,0,96,71.0,fa,Documentary,,,,,,,,,2013,10
Sharkansas Women's Prison Massacre,tt3403194,2015-11-04,0,84,52.44,en,TV Movie,Science Fiction,Action,Horror,,,,,,2015,11
Evening's Civil Twilight in Empires of Tin,tt1404380,2008-03-21,0,98,0.0,en,,,,,,,,,,2008,03
The Bandit Hound,tt3671052,2016-04-12,0,87,62.5,es,Comedy,,,,,,,,,2016,04
Life on the Line,tt3727202,2015-11-05,0,97,58.56,en,Action,Drama,,,,,,,,2015,11
Jack of the Red Hearts,tt3833520,2016-02-26,0,102,71.7,en,Drama,Family,,,,,,,,2016,02
कपूर एण्ड सन्स,tt4900716,2016-03-18,18897918,140,70.0,hi,Drama,Romance,Comedy,,,,,,,2016,03
Abzurdah,tt4413338,2015-06-04,0,90,62.27,es,Drama,,,,,,,,,2015,06
The Ones Below,tt4126438,2016-03-11,12488,87,59.379999999999995,en,Thriller,,,,,,,,,2016,03
8213: Gacy House,tt1667418,2010-09-28,0,85,32.95,en,Horror,Mystery,Crime,,,,,,,2010,09
2011-11-11,tt2015261,2011-11-01,0,87,38.7,en,Horror,Thriller,,,,,,,,2011,11
Zoombies,tt5340882,2016-04-29,0,90,52.06,en,Science Fiction,Action,Horror,,,,,,,2016,04
Gooby,tt1132588,2009-04-17,0,99,34.21,en,Family,Comedy,Fantasy,,,,,,,2009,04
Cool As Hell,tt2355462,2013-02-19,0,100,23.0,en,Comedy,Horror,,,,,,,,2013,02
パン種とタマゴ姫,tt1857816,2010-11-20,0,12,70.0,ja,Animation,Fantasy,,,,,,,,2010,11
Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper,tt5275872,2016-01-23,0,108,81.0,en,Documentary,,,,,,,,,2016,01
Sexykiller,tt1056416,2008-10-10,0,90,53.550000000000004,es,Comedy,Horror,Thriller,,,,,,,2008,10
Christmas in Compton,tt1957867,2012-11-09,0,93,36.0,en,Comedy,,,,,,,,,2012,11
Chicken,tt2420876,2016-05-20,0,89,60.0,en,Drama,,,,,,,,,2016,05
Knock Knock,tt0471011,2008-03-14,0,92,35.0,en,Horror,,,,,,,,,2008,03
I Am Slave,tt1596352,2010-01-01,0,82,65.19,en,Drama,Thriller,,,,,,,,2010,01
Poor Boy,tt3893664,2018-07-13,0,105,44.0,en,Drama,Western,,,,,,,,2018,07
Bucuresti Non Stop,tt3065978,2015-06-06,0,85,68.08,ro,Comedy,Drama,,,,,,,,2015,06
The Hatching,tt2938464,2014-11-22,0,90,45.87,en,Comedy,Horror,Science Fiction,,,,,,,2014,11
Ponto Zero,tt3922062,2016-05-26,0,87,46.0,pt,Thriller,Drama,,,,,,,,2016,05
Dead Man's Hand,tt0864331,2007-07-01,0,80,39.089999999999996,en,Horror,,,,,,,,,2007,07
Teenage Mutant Ninja Turtles: Out of the Shadows,tt3949660,2016-06-01,245623848,112,60.0,en,Action,Adventure,Comedy,Family,Science Fiction,,,,,2016,06
The Good Witch,tt1105729,2008-01-19,0,89,70.92,en,Family,Fantasy,Drama,,,,,,,2008,01
Grizzly Rage,tt0896816,2007-06-07,0,86,44.14,en,Thriller,Horror,TV Movie,Action,Adventure,,,,,2007,06
The Darkness,tt1878841,2016-05-13,10898293,92,47.66,en,Horror,Thriller,,,,,,,,2016,05
De Poel,tt2950330,2014-05-01,0,76,48.620000000000005,en,Horror,,,,,,,,,2014,05
The Fundamentals of Caring,tt2452386,2016-06-16,0,97,73.17,en,Comedy,Drama,,,,,,,,2016,06
내부자들,tt3779028,2015-11-19,62000000,130,69.0,ko,Drama,Crime,Action,,,,,,,2015,11
Brexit: The Movie,tt5724616,2016-05-11,0,71,54.0,en,Documentary,,,,,,,,,2016,05
BECK,tt1587118,2010-09-04,0,145,64.71000000000001,ja,Drama,Music,,,,,,,,2010,09
Sin Filtro,tt4843012,2016-01-07,0,102,58.0,es,Comedy,,,,,,,,,2016,01
Lošėjas,tt2924336,2013-09-25,0,109,58.0,lt,Drama,Thriller,,,,,,,,2013,09
Elstree 1976,tt4558042,2015-10-09,0,90,61.97,en,Documentary,,,,,,,,,2015,10
Locked In,tt1398028,2010-09-17,0,85,41.11,en,Thriller,Drama,,,,,,,,2010,09
"Bumblefuck, USA",tt2025511,2011-06-17,0,87,45.0,en,Drama,,,,,,,,,2011,06
Popstar: Never Stop Never Stopping,tt3960412,2016-06-03,9496130,86,66.0,en,Comedy,Music,,,,,,,,2016,06
Tab Hunter Confidential,tt1533089,2015-03-15,0,90,74.89,en,Documentary,,,,,,,,,2015,03
La prochaine fois je viserai le cœur,tt3324494,2014-11-12,0,111,59.45,fr,Crime,Thriller,Drama,,,,,,,2014,11
A Midsummer Night's Dream,tt5051278,2016-05-30,0,90,59.0,en,Comedy,Fantasy,Romance,,,,,,,2016,05
The Adventures of Beatle,tt2201532,2015-10-20,0,83,51.0,en,Comedy,Drama,Thriller,,,,,,,2015,10
Zjednoczone Stany Miłosci,tt5333110,2016-07-29,0,104,58.949999999999996,pl,Drama,,,,,,,,,2016,07
Bella e perduta,tt2188860,2015-11-19,0,85,71.22,it,Drama,Fantasy,,,,,,,,2015,11
Marguerite et Julien,tt4428800,2015-09-30,0,105,58.040000000000006,fr,Drama,History,Romance,,,,,,,2015,09
Future Shock! The Story of 2000AD,tt2822584,2014-09-19,0,110,68.0,en,Documentary,,,,,,,,,2014,09
La muerte de Jaime Roldós,tt4057438,2013-05-01,0,125,86.0,es,Documentary,,,,,,,,,2013,05
Dark Signal,tt3780208,2016-05-30,0,98,37.11,en,Mystery,Thriller,Horror,,,,,,,2016,05
Old Fashioned: The Story of the Wisconsin Supper Club,tt4386134,2015-04-10,0,51,100.0,en,Documentary,History,,,,,,,,2015,04
Below Zero,tt1641388,2011-10-22,0,99,53.0,en,Thriller,Horror,,,,,,,,2011,10
Flamenco Flamenco,tt1550481,2010-11-19,0,97,70.0,es,Music,Documentary,,,,,,,,2010,11
The Making of a Lady,tt2293276,2012-12-19,0,95,61.11,en,Drama,TV Movie,,,,,,,,2012,12
Urge,tt4083572,2016-02-14,0,91,42.699999999999996,en,Thriller,Mystery,,,,,,,,2016,02
Dylan Moran: Off the Hook,tt5377658,2015-11-30,0,75,77.27000000000001,en,Comedy,,,,,,,,,2015,11
All the Way,tt3791216,2016-05-23,0,132,66.27,en,Drama,History,TV Movie,,,,,,,2016,05
Toad Road,tt2076372,2013-10-25,0,76,49.0,en,Thriller,Horror,,,,,,,,2013,10
Bo Burnham: Make Happy,tt5192124,2016-06-03,0,60,81.0,en,Comedy,Music,,,,,,,,2016,06
Troublemakers: The Story of Land Art,tt4096620,2015-10-01,0,72,60.0,en,Documentary,,,,,,,,,2015,10
Boris - Il film,tt1680058,2011-04-01,1248748,108,69.2,it,Comedy,,,,,,,,,2011,04
The Conjuring 2,tt3065204,2016-06-08,320392818,134,72.84,en,Horror,Thriller,,,,,,,,2016,06
Пленный,tt1252512,2008-09-11,124300,80,28.0,ru,Drama,War,,,,,,,,2008,09
Elimination,tt1078597,2010-08-05,0,88,32.86,en,Action,Horror,Thriller,,,,,,,2010,08
Meet the Hitlers,tt2432918,2014-10-17,0,84,58.0,en,Documentary,,,,,,,,,2014,10
师父,tt4851640,2015-12-10,0,109,67.93,zh,Action,Drama,Comedy,,,,,,,2015,12
Weiner,tt5278596,2016-05-20,0,96,73.45,en,Documentary,,,,,,,,,2016,05
The Demented,tt2113792,2013-07-30,0,93,44.0,en,Drama,Horror,Thriller,,,,,,,2013,07
The Dresser,tt4247618,2015-10-31,0,105,64.0,en,Drama,TV Movie,,,,,,,,2015,10
Never Back Down: No Surrender,tt4790268,2016-06-05,0,101,70.1,en,Drama,Action,,,,,,,,2016,06
Approaching the Unknown,tt2674430,2016-06-03,10232,90,53.2,en,Thriller,Drama,Science Fiction,,,,,,,2016,06
Pelé: Birth of a Legend,tt0995868,2016-05-06,27312,107,74.0,en,Drama,,,,,,,,,2016,05
Bienvenue à bord,tt1890377,2011-10-05,0,95,55.0,fr,Comedy,,,,,,,,,2011,10
Douchebag,tt1535568,2010-10-01,0,81,0.0,en,Comedy,Drama,,,,,,,,2010,10
Beş Şehir,tt1523415,2009-10-15,0,95,64.0,tr,Drama,,,,,,,,,2009,10
(Dis)Honesty: The Truth About Lies,tt2630898,2015-05-22,0,89,72.07,en,Documentary,,,,,,,,,2015,05
Andron,tt4073890,2015-11-08,0,100,38.0,en,Action,Science Fiction,,,,,,,,2015,11
Julia X,tt1533058,2011-09-24,0,92,50.45,en,Horror,,,,,,,,,2011,09
Oy Vey! My Son Is Gay!,tt1223082,2009-01-01,0,90,53.48,en,Comedy,,,,,,,,,2009,01
Comment c'est loin,tt4576612,2015-12-09,0,90,70.47,fr,Comedy,,,,,,,,,2015,12
The Witness,tt3568002,2015-10-06,0,86,68.21,en,Documentary,,,,,,,,,2015,10
Hard Sell,tt3257550,2016-05-20,0,96,60.79,en,Comedy,,,,,,,,,2016,05
Ghostbusters,tt1289401,2016-07-14,229147509,117,53.739999999999995,en,Action,Fantasy,Comedy,,,,,,,2016,07
Henry Gamble's Birthday Party,tt3703836,2015-12-20,0,86,61.51,en,Drama,,,,,,,,,2015,12
You and I,tt1046171,2011-01-31,0,101,47.0,ru,Drama,Romance,,,,,,,,2011,01
The Caretaker,tt0871026,2008-01-01,0,82,36.0,en,Horror,,,,,,,,,2008,01
The Condemned 2,tt4151192,2015-11-06,0,90,50.970000000000006,en,Action,,,,,,,,,2015,11
Truckfighters,tt2007506,2011-11-15,0,84,100.0,en,Documentary,Music,,,,,,,,2011,11
等一個人咖啡,tt3974790,2014-08-15,4747792,119,64.0,zh,Comedy,Romance,Fantasy,,,,,,,2014,08
Scream at the Devil,tt2622672,2015-10-30,0,98,51.580000000000005,en,Horror,Thriller,Mystery,,,,,,,2015,10
Ribbit,tt2066048,2014-09-04,0,88,47.0,en,Animation,Comedy,Family,Adventure,,,,,,2014,09
좋은 친구들,tt3957986,2014-07-10,0,114,67.33,ko,Drama,Crime,,,,,,,,2014,07
Cell,tt0775440,2016-07-06,1133031,98,46.760000000000005,en,Horror,Science Fiction,Thriller,,,,,,,2016,07
Gridlocked,tt2724532,2016-06-14,0,114,59.32000000000001,en,Action,,,,,,,,,2016,06
اژدها وارد می شود,tt5463378,2016-04-27,0,107,59.0,fa,Drama,Mystery,Horror,,,,,,,2016,04
Doomsdays,tt2395146,2013-09-26,0,91,56.0,en,,,,,,,,,,2013,09
Sonja i bik,tt2249542,2012-07-20,0,102,49.0,hr,Comedy,Romance,,,,,,,,2012,07
Julie,tt1784486,2011-07-07,0,80,50.0,en,Drama,,,,,,,,,2011,07
The Funhouse Massacre,tt4483220,2015-11-13,0,90,52.980000000000004,en,Comedy,Horror,,,,,,,,2015,11
Girl in Woods,tt2554842,2016-06-03,0,87,42.0,en,Drama,Horror,Thriller,,,,,,,2016,06
El cadáver de Anna Fritz,tt4441280,2015-03-15,0,76,69.44,es,Drama,Thriller,,,,,,,,2015,03
Mythica: The Necromancer,tt3608646,2015-12-19,0,93,60.8,en,Fantasy,Action,Adventure,Science Fiction,,,,,,2015,12
Complete Unknown,tt4230700,2016-08-26,187145,90,51.92999999999999,en,Drama,Mystery,Thriller,,,,,,,2016,08
Kobe Bryant's Muse,tt4353376,2015-02-28,0,105,80.64999999999999,en,Documentary,TV Movie,,,,,,,,2015,02
A escondidas,tt3289362,2014-10-03,0,96,74.50999999999999,es,Drama,Romance,,,,,,,,2014,10
The Hero of Color City,tt0498351,2014-10-03,32188,77,55.0,en,Animation,,,,,,,,,2014,10
Bang Gang (une histoire d'amour moderne),tt3838728,2015-08-26,0,98,49.669999999999995,fr,Drama,,,,,,,,,2015,08
The Asian Connection,tt3187378,2016-05-13,0,91,43.75,en,Action,Crime,,,,,,,,2016,05
Vares – Uhkapelimerkki,tt2073137,2012-03-16,0,97,50.0,fi,Crime,Drama,Thriller,,,,,,,2012,03
Vares – Pimeyden tango,tt1919184,2012-10-05,0,91,53.46,fi,,,,,,,,,,2012,10
Vares – Huhtikuun tytöt,tt1836210,2011-04-20,0,95,54.74,fi,Crime,,,,,,,,,2011,04
Vares – Sukkanauhakäärme,tt1901033,2011-08-05,0,97,57.370000000000005,fi,Crime,Action,,,,,,,,2011,08
Oldboys,tt1298847,2009-12-25,0,100,62.0,da,Comedy,Drama,,,,,,,,2009,12
The Art of Organized Noize,tt5105736,2016-03-15,0,99,72.0,en,Music,Documentary,,,,,,,,2016,03
강남 1970,tt3698118,2015-01-31,0,135,69.0,ko,Action,Crime,Thriller,,,,,,,2015,01
Blackway,tt4061010,2015-10-03,16458,90,53.0,en,Thriller,Mystery,,,,,,,,2015,10
Brand New-U,tt2544074,2015-06-20,0,100,44.42,en,Science Fiction,,,,,,,,,2015,06
Adam Green's Aladdin,tt3982118,2016-04-15,0,80,74.0,en,Comedy,Fantasy,Drama,,,,,,,2016,04
The Oogieloves in the Big Balloon Adventure,tt1520498,2012-08-29,0,88,31.0,en,Adventure,Family,Fantasy,,,,,,,2012,08
The Hive,tt1062161,2008-02-17,0,90,44.0,en,Horror,Science Fiction,,,,,,,,2008,02
La pazza gioia,tt4621872,2016-05-17,0,116,74.35,it,Drama,Comedy,,,,,,,,2016,05
Styria,tt1764614,2014-08-21,0,99,47.69,en,Thriller,Fantasy,Horror,Mystery,,,,,,2014,08
Chce się żyć,tt3092552,2013-10-11,0,107,73.0,pl,Drama,,,,,,,,,2013,10
Allacciate le cinture,tt3425034,2014-03-06,5260000,110,67.58,it,Drama,Comedy,,,,,,,,2014,03
The Resurrection of Jake The Snake,tt4016226,2015-01-23,0,93,74.26,en,Documentary,,,,,,,,,2015,01
Double Identity,tt1290400,2009-12-18,0,93,49.42999999999999,en,Crime,Thriller,,,,,,,,2009,12
E Agora? Lembra-me,tt3102356,2014-08-08,0,164,58.0,pt,Documentary,History,,,,,,,,2014,08
老笠,tt4840096,2016-04-14,0,90,69.17,zh,Comedy,Drama,Crime,Fantasy,,,,,,2016,04
Be Somebody,tt5512872,2016-06-10,0,88,65.33,en,Drama,Comedy,Romance,,,,,,,2016,06
Stockholm,tt2380207,2013-04-25,50000,90,63.61,es,Drama,Romance,,,,,,,,2013,04
明天記得愛上我,tt2738050,2013-04-03,0,104,56.0,zh,Comedy,Drama,Romance,,,,,,,2013,04
Fight Church,tt2118623,2014-09-16,0,84,58.0,en,Documentary,,,,,,,,,2014,09
Central Intelligence,tt1489889,2016-06-15,216972543,107,63.98,en,Action,Comedy,Crime,Mystery,,,,,,2016,06
आरक्षण,tt1848771,2011-08-12,7900000,164,60.300000000000004,hi,Drama,Thriller,,,,,,,,2011,08
Chakravyuh,tt2292625,2012-10-24,0,145,63.67,hi,Thriller,,,,,,,,,2012,10
Dasvidaniya,tt1288638,2008-11-07,0,117,70.0,hi,Drama,,,,,,,,,2008,11
Do Dooni Chaar,tt1714832,2010-10-08,0,146,67.0,hi,Drama,Comedy,,,,,,,,2010,10
दम मारो दम,tt1618430,2011-04-22,8400000,130,59.0,hi,Drama,Action,Crime,,,,,,,2011,04
Redemption Trail,tt2009432,2013-10-06,0,92,50.0,en,Drama,,,,,,,,,2013,10
O.J.: Made in America,tt5275892,2016-05-20,0,467,84.29,en,Documentary,Crime,History,,,,,,,2016,05
"Mother, May I Sleep with Danger?",tt5480528,2016-06-18,0,86,56.16,en,Thriller,TV Movie,Horror,,,,,,,2016,06
David,tt1753666,2011-01-01,0,0,87.0,en,,,,,,,,,,2011,01
Ragin Cajun Redneck Gators,tt2634414,2013-09-05,0,90,38.0,en,Horror,Thriller,Science Fiction,,,,,,,2013,09
Miami Magma,tt1808304,2011-12-01,0,87,60.0,en,TV Movie,Action,Science Fiction,,,,,,,2011,12
उड़ता पंजाब,tt4434004,2016-06-17,14900000,148,71.0,hi,Action,Crime,Drama,,,,,,,2016,06
Unaware,tt1709173,2013-03-12,0,81,42.0,en,Science Fiction,Horror,,,,,,,,2013,03
We are Twisted Fucking Sister!,tt3538328,2016-02-19,0,137,64.59,en,Music,Documentary,Comedy,,,,,,,2016,02
戰·鼓,tt0831386,2007-08-09,0,118,64.0,zh,Drama,Action,,,,,,,,2007,08
2011我愛HK開心萬歲,tt1845842,2011-02-03,0,102,57.73,cn,Comedy,,,,,,,,,2011,02
2012我愛HK喜上加囍,tt2317379,2012-01-20,0,100,42.0,cn,Comedy,,,,,,,,,2012,01
Almost Human,tt2325517,2013-09-19,0,80,46.83,en,Horror,Science Fiction,,,,,,,,2013,09
Rise of the Gargoyles,tt1275786,2009-06-21,0,94,53.0,en,Horror,,,,,,,,,2009,06
Dark Moon Rising,tt3155734,2015-08-04,0,85,32.0,en,Fantasy,Horror,,,,,,,,2015,08
Dark Moon Rising,tt1231593,2009-10-10,0,124,41.0,en,Horror,,,,,,,,,2009,10
Shelter,tt2254131,2015-04-21,0,97,50.0,en,Thriller,Drama,Science Fiction,,,,,,,2015,04
How to Let Go of the World and Love All the Things Climate Can't Change,tt5246328,2016-04-02,0,125,42.0,en,Documentary,,,,,,,,,2016,04
In the Spider's Web,tt1065092,2007-08-26,0,88,49.0,en,Horror,TV Movie,,,,,,,,2007,08
Suited,tt4086024,2016-01-25,0,78,68.0,en,Documentary,,,,,,,,,2016,01
"The Strange History of Don't Ask, Don't Tell",tt2066128,2011-09-13,0,85,64.0,en,History,Documentary,,,,,,,,2011,09
Gayby Baby,tt3898028,2015-04-29,8798,85,62.0,en,Documentary,Family,,,,,,,,2015,04
メイクルーム,tt4480648,2015-02-20,0,86,60.0,ja,Comedy,Drama,,,,,,,,2015,02
A Letter to Uncle Boonmee,tt1480648,2009-05-05,0,18,61.0,th,Drama,,,,,,,,,2009,05
Genius,tt1703957,2016-06-10,5681622,104,65.05,en,History,Drama,,,,,,,,2016,06
Rags,tt1910605,2012-05-28,0,88,71.0,en,TV Movie,Comedy,Drama,Music,,,,,,2012,05
El estudiante,tt1261393,2009-08-14,170000,95,74.33,es,Drama,,,,,,,,,2009,08
Fantastic Lies,tt5432446,2016-03-13,0,103,73.0,en,Documentary,History,,,,,,,,2016,03
ತಿಥಿ,tt4881362,2015-08-10,0,123,75.0,kn,Comedy,Drama,,,,,,,,2015,08
Internet Famous,tt5291862,2016-06-21,0,87,37.0,en,Comedy,,,,,,,,,2016,06
Te3n,tt4814290,2016-06-10,4817642,136,69.25,hi,Mystery,Thriller,Drama,,,,,,,2016,06
Jason Bourne,tt4196776,2016-07-27,415484914,123,63.07000000000001,en,Action,Thriller,Mystery,,,,,,,2016,07
The Maid's Room,tt2263814,2014-08-08,0,98,48.64,en,Thriller,,,,,,,,,2014,08
घनचक्कर,tt2246724,2013-06-28,5300000,137,55.0,hi,Comedy,Crime,Thriller,,,,,,,2013,06
खिचड़ी: द मूवी,tt1738293,2010-10-01,0,120,68.33,hi,Comedy,Family,,,,,,,,2010,10
लव सेक्स और धोखा,tt1608777,2010-03-19,0,108,62.24,hi,Drama,Crime,,,,,,,,2010,03
मिर्च,tt1388903,2010-09-26,0,117,31.0,hi,Drama,Romance,,,,,,,,2010,09
Miss Lovely,tt1629715,2014-01-17,0,113,60.330000000000005,hi,Drama,Crime,,,,,,,,2014,01
Oye Lucky! Lucky Oye!,tt1292703,2008-11-28,1700000,126,69.68,hi,Action,Comedy,,,,,,,,2008,11
Phas Gaye Re Obama,tt1773015,2010-11-01,0,108,69.85000000000001,hi,Comedy,Crime,,,,,,,,2010,11
Saheb Biwi Aur Gangster Returns,tt2362778,2013-03-08,0,142,71.0,hi,Thriller,Drama,Action,Crime,,,,,,2013,03
शमिताभ,tt3836958,2015-02-06,0,135,64.3,hi,Comedy,Drama,Thriller,,,,,,,2015,02
Stanley Ka Dabba,tt1907761,2011-05-13,0,96,68.43,hi,Comedy,Family,,,,,,,,2011,05
Tere Naal Love Ho Gaya,tt2130242,2012-02-24,0,126,63.0,hi,Drama,Comedy,Romance,,,,,,,2012,02
When the Dragon Swallowed the Sun,tt1379210,2010-06-22,0,0,0.0,it,Documentary,,,,,,,,,2010,06
Kobry a Užovky,tt3650290,2015-02-19,0,111,61.0,cs,Drama,,,,,,,,,2015,02
The Great Alone,tt3288930,2015-04-25,0,80,76.0,en,Drama,Documentary,Adventure,,,,,,,2015,04
Adventures in Babysitting,tt4456850,2016-06-24,0,95,73.39,en,TV Movie,Comedy,Family,,,,,,,2016,06
The Winding Stream,tt2516274,2014-03-15,0,87,65.45,en,Documentary,Family,History,Music,,,,,,2014,03
$uperthief: Inside America's Biggest Bank Score,tt2016331,2012-04-06,0,0,0.0,en,,,,,,,,,,2012,04
Dead 7,tt4405860,2016-04-01,0,89,43.0,en,Comedy,Horror,Western,,,,,,,2016,04
Curious George: A Very Monkey Christmas,tt1570964,2009-11-10,0,58,68.92,en,Animation,Family,TV Movie,,,,,,,2009,11
Adult Life Skills,tt4211044,2016-06-24,0,96,62.5,en,Comedy,Drama,,,,,,,,2016,06
Time Again,tt1388369,2011-07-26,0,82,0.0,en,,,,,,,,,,2011,07
Deadly Sanctuary,tt3447876,2015-05-15,0,102,60.0,en,Thriller,Mystery,,,,,,,,2015,05
Apocalypse Kiss,tt2217790,2014-01-01,0,101,43.0,en,Science Fiction,,,,,,,,,2014,01
St George's Day,tt1329232,2012-09-07,0,109,52.0,en,Action,Crime,Thriller,,,,,,,2012,09
Black November,tt2147225,2012-12-07,0,95,54.0,en,Drama,Action,Crime,,,,,,,2012,12
De Palma,tt1683048,2016-06-10,0,108,72.18,en,Documentary,,,,,,,,,2016,06
रमन राघव २.०,tt5662932,2016-06-24,1013926,134,71.0,hi,Thriller,Crime,,,,,,,,2016,06
Septembers of Shiraz,tt3661298,2015-09-15,0,110,58.06,en,Drama,Thriller,,,,,,,,2015,09
Minimalism: A Documentary About the Important Things,tt3810760,2015-09-26,0,79,65.94,en,Documentary,,,,,,,,,2015,09
Drag Becomes Him,tt3593124,2015-04-29,0,82,71.25,en,Documentary,,,,,,,,,2015,04
The Legend of Tarzan,tt0918940,2016-06-29,356743061,109,58.81999999999999,en,Fantasy,Action,Adventure,,,,,,,2016,06
The Purge: Election Year,tt4094724,2016-06-29,118587880,105,64.06,en,Action,Horror,Thriller,,,,,,,2016,06
Mike and Dave Need Wedding Dates,tt2823054,2016-07-07,77068246,98,60.709999999999994,en,Comedy,,,,,,,,,2016,07
Ice Age: Collision Course,tt3416828,2016-06-23,408579038,95,60.599999999999994,en,Adventure,Animation,Family,Comedy,Science Fiction,,,,,2016,06
Lights Out,tt4786282,2016-07-21,148868835,81,63.25,en,Horror,Thriller,Mystery,,,,,,,2016,07
Pete's Dragon,tt2788732,2016-08-10,143695338,103,64.0,en,Adventure,Family,Fantasy,,,,,,,2016,08
Mythica: The Iron Crown,tt5456798,2016-05-14,0,93,61.050000000000004,en,Action,Adventure,Fantasy,Science Fiction,,,,,,2016,05
조선명탐정: 사라진 놉의 딸,tt4505170,2015-02-11,27387870,125,67.0,ko,Action,Mystery,Comedy,Adventure,,,,,,2015,02
The Duel,tt2436682,2016-06-24,4500,110,53.84,en,Western,Drama,,,,,,,,2016,06
No Stranger Than Love,tt2998406,2015-04-30,0,89,42.0,en,Romance,Comedy,,,,,,,,2015,04
Boom Bust Boom,tt3332308,2016-03-11,0,70,70.36,en,History,Documentary,,,,,,,,2016,03
Survive and Advance,tt2751904,2013-03-17,0,90,82.0,en,Documentary,,,,,,,,,2013,03
Shocking Blue,tt1307010,2010-08-12,0,79,56.67,en,Drama,,,,,,,,,2010,08
Les Tuche 2 : Le Rêve américain,tt4926538,2016-02-03,0,94,56.06,fr,Comedy,,,,,,,,,2016,02
Under the Blood-Red Sun,tt3278950,2014-09-14,0,99,72.0,en,Drama,Family,War,,,,,,,2014,09
사도,tt4010918,2015-09-16,42165755,126,70.73,ko,Drama,History,,,,,,,,2015,09
A Field Full of Secrets,tt4247738,2014-12-02,0,82,44.0,en,Documentary,,,,,,,,,2014,12
Indignation,tt4193394,2016-07-29,3924527,110,63.87,en,Drama,Romance,,,,,,,,2016,07
Goat,tt4437216,2016-09-23,23020,103,54.0,en,Drama,,,,,,,,,2016,09
Black Mountain Side,tt3139756,2016-01-26,0,99,51.39,en,Thriller,Horror,Mystery,,,,,,,2016,01
La Chance de ma vie,tt1667100,2011-01-05,0,87,57.07,fr,Comedy,Romance,,,,,,,,2011,01
숨바꼭질,tt3155654,2013-08-14,35461505,107,65.37,ko,Thriller,Horror,,,,,,,,2013,08
Tallulah,tt1639084,2016-06-02,0,111,67.45,en,Drama,,,,,,,,,2016,06
Gli ultimi saranno ultimi,tt4729766,2015-11-12,0,103,66.52,it,Drama,Comedy,,,,,,,,2015,11
Le nozze di Laura,tt5256706,2015-12-08,0,95,45.0,it,Drama,TV Movie,,,,,,,,2015,12
Non essere cattivo,tt1167611,2015-09-08,0,100,78.47,it,Crime,Drama,,,,,,,,2015,09
The Rezort,tt3923662,2015-06-15,0,87,55.0,en,Horror,,,,,,,,,2015,06
The Phenom,tt3885524,2016-06-24,0,88,55.650000000000006,en,Drama,,,,,,,,,2016,06
Palio,tt3669520,2015-04-18,0,92,72.75,it,Documentary,,,,,,,,,2015,04
Marauders,tt3963816,2016-07-01,0,107,58.17,en,Action,Crime,Thriller,,,,,,,2016,07
La naissance de Charlot,tt4069220,2013-12-29,0,61,70.63,fr,Documentary,TV Movie,,,,,,,,2013,12
من ألف إلى باء,tt1666287,2015-01-08,0,108,71.0,ar,Adventure,Comedy,Drama,,,,,,,2015,01
The Father's Love,tt2573806,2014-08-20,0,86,0.0,en,Drama,Romance,,,,,,,,2014,08
Patterns of Evidence: The Exodus,tt3464018,2014-01-14,0,115,71.19,en,Documentary,,,,,,,,,2014,01
