original_title,imdb_id,release_date,revenue,runtime,vote_average,original_language,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,Year,Month
This Christmas,tt0937375,2007-11-27,0,117,65.67999999999999,en,Comedy,Drama,Romance,,,,,,,2007,11
P2,tt0804516,2007-11-09,7766240,98,61.7,en,Horror,Thriller,,,,,,,,2007,11
ओम शांति ओम,tt1024943,2007-11-07,37707444,162,70.46000000000001,hi,Comedy,Thriller,Drama,,,,,,,2007,11
Awake,tt0211933,2007-11-28,14373825,84,64.0,en,Thriller,Crime,Mystery,,,,,,,2007,11
The Golden Compass,tt0385752,2007-12-04,372234864,113,60.39,en,Adventure,Fantasy,,,,,,,,2007,12
I Am Legend,tt0480249,2007-12-12,585410052,101,71.92999999999999,en,Drama,Science Fiction,Thriller,,,,,,,2007,12
Alvin and the Chipmunks,tt0952640,2007-12-13,361366633,92,58.06,en,Comedy,Family,Fantasy,Animation,,,,,,2007,12
Margot at the Wedding,tt0757361,2007-11-16,0,91,59.14,en,Comedy,Drama,,,,,,,,2007,11
I'm Not There,tt0368794,2007-10-01,4001121,135,66.0,en,Drama,Music,,,,,,,,2007,10
The Savages,tt0775529,2007-01-19,10653221,114,68.0,en,Drama,,,,,,,,,2007,01
El orfanato,tt0464141,2007-05-20,78638987,105,72.29,es,Horror,Drama,Thriller,,,,,,,2007,05
Juno,tt0467406,2007-12-05,232372681,96,70.0,en,Comedy,Drama,Romance,,,,,,,2007,12
Goodbye Bafana,tt0438859,2007-02-11,0,115,68.17,en,History,Drama,,,,,,,,2007,02
My Blueberry Nights,tt0765120,2007-11-28,21786738,95,64.0,en,Drama,Romance,,,,,,,,2007,11
Starting Out in the Evening,tt0758784,2007-11-23,0,111,68.0,en,Drama,,,,,,,,,2007,11
Redacted,tt0937237,2007-11-16,782102,90,61.63,en,Drama,Crime,Thriller,War,,,,,,2007,11
The Devil Came on Horseback,tt0912580,2007-01-19,0,85,72.37,en,Documentary,,,,,,,,,2007,01
Helvetica,tt0847817,2007-09-12,0,80,72.34,en,Documentary,,,,,,,,,2007,09
The Bucket List,tt0825232,2007-12-15,175372502,97,71.59,en,Drama,Comedy,,,,,,,,2007,12
Fall from Grace,tt0977649,2007-03-12,0,71,62.0,en,Documentary,,,,,,,,,2007,03
The Kite Runner,tt0419887,2007-12-14,73276047,128,73.08,en,Drama,,,,,,,,,2007,12
The Deaths of Ian Stone,tt0810823,2007-12-05,0,87,54.660000000000004,en,Horror,Thriller,,,,,,,,2007,12
Butterfly on a Wheel,tt0489664,2007-07-27,0,95,63.94,en,Crime,Drama,Thriller,,,,,,,2007,07
The Go-Getter,tt0479289,2007-01-22,0,93,62.0,en,Comedy,,,,,,,,,2007,01
The Flock,tt0473356,2007-08-04,7155358,105,57.01,en,Crime,Drama,Mystery,Thriller,,,,,,2007,08
Sweeney Todd: The Demon Barber of Fleet Street,tt0408236,2007-12-20,152000000,116,72.06,en,Drama,Horror,,,,,,,,2007,12
National Treasure: Book of Secrets,tt0465234,2007-12-13,459242249,124,63.019999999999996,en,Action,Adventure,Mystery,Thriller,,,,,,2007,12
There Will Be Blood,tt0469494,2007-12-26,77208711,158,80.95,en,Drama,,,,,,,,,2007,12
Charlie Wilson's War,tt0472062,2007-12-19,119483446,102,65.6,en,Comedy,Drama,History,,,,,,,2007,12
Aliens vs Predator: Requiem,tt0758730,2007-12-25,130290885,94,51.49,en,Fantasy,Action,Science Fiction,Thriller,Horror,,,,,2007,12
Walk Hard: The Dewey Cox Story,tt0841046,2007-12-21,18317151,96,65.48,en,Comedy,Music,Drama,,,,,,,2007,12
Keinohrhasen,tt0960790,2007-12-01,81303447,116,61.54,de,Drama,Comedy,Romance,,,,,,,2007,12
The Great Debaters,tt0427309,2007-12-27,30226144,126,71.97,en,Drama,,,,,,,,,2007,12
Dedication,tt0490579,2007-08-24,0,95,64.0,en,Comedy,Drama,Romance,,,,,,,2007,08
The Water Horse,tt0760329,2007-12-25,103071443,112,64.46,en,Family,Adventure,Fantasy,,,,,,,2007,12
P.S. I Love You,tt0431308,2007-11-15,156835339,126,71.84,en,Drama,Romance,,,,,,,,2007,11
The Perfect Holiday,tt0841032,2007-12-12,5800000,96,56.0,en,Comedy,Drama,Romance,Family,,,,,,2007,12
27 Dresses,tt0988595,2008-01-10,160259319,111,63.96,en,Comedy,Romance,,,,,,,,2008,01
Nanking,tt0893356,2007-02-10,0,88,71.44,en,Documentary,Drama,History,,,,,,,2007,02
Cassandra's Dream,tt0795493,2007-06-18,22687639,108,62.38,en,Crime,Drama,,,,,,,,2007,06
तारे ज़मीन पर,tt0986264,2007-12-21,28430000,165,80.00999999999999,hi,Drama,,,,,,,,,2007,12
디 워,tt0372873,2007-08-01,75108998,90,45.019999999999996,ko,Fantasy,Drama,Horror,Action,Thriller,Science Fiction,,,,2007,08
ביקור התזמורת,tt1032856,2007-05-19,0,83,70.96000000000001,he,Comedy,Drama,,,,,,,,2007,05
[REC],tt1038988,2007-11-23,32511655,78,71.68,es,Horror,Mystery,,,,,,,,2007,11
In the Name of the King: A Dungeon Siege Tale,tt0460780,2007-11-29,13100000,127,47.0,en,Adventure,Fantasy,Action,Drama,,,,,,2007,11
Flawless,tt0780516,2007-09-01,6819587,108,65.61,en,Crime,Drama,Thriller,,,,,,,2007,09
Cloverfield,tt1060277,2008-01-15,170764026,85,66.59,en,Action,Thriller,Science Fiction,,,,,,,2008,01
Mad Money,tt0951216,2008-01-17,0,104,64.76,en,Action,Comedy,Crime,,,,,,,2008,01
Trade,tt0399095,2007-01-23,0,120,68.4,en,Thriller,,,,,,,,,2007,01
Cleaner,tt0896798,2007-09-11,5796630,88,60.099999999999994,en,Crime,Thriller,Mystery,,,,,,,2007,09
Blonde Ambition,tt0887719,2007-12-21,0,93,46.7,en,Comedy,Romance,,,,,,,,2007,12
Timber Falls,tt0857295,2007-12-07,0,97,51.71,en,Horror,Thriller,,,,,,,,2007,12
Arranged,tt0848542,2007-03-10,0,90,60.58,en,Drama,Comedy,Romance,,,,,,,2007,03
He Was a Quiet Man,tt0760311,2007-11-23,0,95,64.42,en,Comedy,Drama,Romance,,,,,,,2007,11
Sex and Breakfast,tt0837803,2007-11-29,0,81,56.0,en,Comedy,Drama,Romance,,,,,,,2007,11
One Missed Call,tt0479968,2008-01-04,45847751,87,54.44,en,Horror,Mystery,Thriller,,,,,,,2008,01
First Sunday,tt0486578,2008-01-11,38804615,96,56.67,en,Comedy,Action,,,,,,,,2008,01
Untraceable,tt0880578,2008-01-22,52659594,101,61.68,en,Thriller,,,,,,,,,2008,01
Rambo,tt0462499,2008-01-24,113244290,92,66.24,en,Action,Thriller,,,,,,,,2008,01
How She Move,tt0770810,2008-01-25,0,94,42.86,en,Drama,,,,,,,,,2008,01
Meet the Spartans,tt1073498,2008-01-24,85897593,84,40.21,en,Comedy,,,,,,,,,2008,01
The Eye,tt0406759,2008-02-01,58010320,98,57.85,en,Drama,Horror,Thriller,,,,,,,2008,02
Strange Wilderness,tt0489282,2008-02-01,6575282,87,48.879999999999995,en,Comedy,,,,,,,,,2008,02
Over Her Dead Body,tt0785007,2008-02-01,0,95,55.22,en,Comedy,,,,,,,,,2008,02
The Signal,tt0780607,2008-02-22,249905,103,58.66,en,Horror,Science Fiction,Thriller,,,,,,,2008,02
Hellboy II: The Golden Army,tt0411477,2008-07-11,160388063,120,67.5,en,Action,Adventure,Fantasy,Horror,Science Fiction,,,,,2008,07
In Bruges,tt0780536,2008-02-08,34533783,108,74.6,en,Comedy,Drama,Crime,,,,,,,2008,02
سكر بنات,tt0825236,2007-08-09,0,96,69.02,ar,Drama,Comedy,Romance,,,,,,,2007,08
Poor Boy's Game,tt0816616,2007-02-11,0,104,55.0,en,Drama,,,,,,,,,2007,02
Operation Homecoming: Writing the Wartime Experience,tt0970184,2007-02-09,0,81,70.0,en,Documentary,,,,,,,,,2007,02
Rise of the Footsoldier,tt0901507,2007-09-07,0,119,63.19,en,Action,Adventure,Crime,Drama,Thriller,,,,,2007,09
Joe Strummer: The Future Is Unwritten,tt0800099,2007-05-18,0,123,72.75,en,Music,Documentary,,,,,,,,2007,05
Teeth,tt0780622,2007-06-17,2340110,94,52.779999999999994,en,Comedy,Horror,,,,,,,,2007,06
Welcome Home Roscoe Jenkins,tt0494652,2008-02-08,43650785,114,60.730000000000004,en,Comedy,Drama,,,,,,,,2008,02
Fool's Gold,tt0770752,2008-02-07,111231041,112,57.06,en,Romance,Comedy,Adventure,,,,,,,2008,02
Blue State,tt0780486,2007-04-27,0,88,58.67,en,Comedy,Drama,Romance,,,,,,,2007,04
U2 3D,tt0892375,2007-05-19,22730842,85,71.0,en,Music,Documentary,,,,,,,,2007,05
Jumper,tt0489099,2008-02-13,222231186,88,61.31999999999999,en,Action,Adventure,Science Fiction,,,,,,,2008,02
It's a Free World...,tt0807054,2007-09-28,0,96,65.0,en,Drama,,,,,,,,,2007,09
Already Dead,tt0937347,2007-12-11,0,93,53.17999999999999,en,Action,Crime,Drama,Mystery,Thriller,,,,,2007,12
"Definitely, Maybe",tt0832266,2008-02-08,55447968,112,69.0,en,Comedy,Romance,,,,,,,,2008,02
The Air I Breathe,tt0485851,2007-02-07,0,95,62.93,en,Thriller,Crime,,,,,,,,2007,02
Vantage Point,tt0443274,2008-02-01,151161491,90,63.71000000000001,en,Drama,Action,Thriller,Crime,,,,,,2008,02
The Spiderwick Chronicles,tt0416236,2008-02-14,164170327,95,66.07000000000001,en,Family,Adventure,Fantasy,Drama,,,,,,2008,02
Step Up 2: The Streets,tt1023481,2008-02-14,150816700,98,66.87,en,Music,Drama,Romance,,,,,,,2008,02
जोधा अकबर,tt0449994,2008-02-13,28700000,213,73.81,hi,Romance,History,Drama,,,,,,,2008,02
Great World of Sound,tt0826547,2007-01-20,0,106,56.0,en,Comedy,Drama,Music,,,,,,,2007,01
Witless Protection,tt1001562,2008-02-22,0,97,46.0,en,Action,Adventure,Comedy,Crime,,,,,,2008,02
The Other Boleyn Girl,tt0467200,2008-02-28,78269970,115,66.42,en,Drama,Romance,History,,,,,,,2008,02
Semi-Pro,tt0839980,2008-02-28,33472850,91,56.28,en,Comedy,,,,,,,,,2008,02
Run Fatboy Run,tt0425413,2007-09-06,33478921,100,61.61,en,Comedy,Romance,,,,,,,,2007,09
请投我一票,tt1097256,2007-09-06,0,58,75.38,zh,Documentary,,,,,,,,,2007,09
Taxi to the Dark Side,tt0854678,2007-04-30,274661,106,70.03,en,Documentary,,,,,,,,,2007,04
Grace Is Gone,tt0772168,2007-12-07,0,85,65.22999999999999,en,Drama,,,,,,,,,2007,12
Descent,tt0463027,2007-01-01,0,110,42.88,en,Drama,Thriller,,,,,,,,2007,01
College Road Trip,tt0997047,2008-03-07,51549674,83,55.59,en,Comedy,Family,Action,Adventure,,,,,,2008,03
"10,000 BC",tt0443649,2008-02-22,269784201,109,54.0,en,Adventure,Action,Drama,Fantasy,,,,,,2008,02
The Bank Job,tt0200465,2008-02-28,64828421,112,68.17999999999999,en,Thriller,Crime,Drama,,,,,,,2008,02
Doomsday,tt0483607,2008-03-14,22472631,108,59.660000000000004,en,Action,Thriller,Science Fiction,,,,,,,2008,03
Horton Hears a Who!,tt0451079,2008-03-03,298572799,86,64.76,en,Animation,Comedy,Family,Adventure,Fantasy,,,,,2008,03
Funny Games,tt0808279,2008-03-14,7938872,111,65.7,en,Drama,Horror,Thriller,,,,,,,2008,03
Die Fälscher,tt0813547,2007-03-22,0,98,73.05,de,Drama,War,,,,,,,,2007,03
Монгол,tt0416044,2007-09-20,26527510,125,67.03,ru,History,Adventure,War,Action,,,,,,2007,09
War Dance,tt0912599,2007-02-15,0,105,72.0,en,Documentary,Music,War,,,,,,,2007,02
The Love Guru,tt0811138,2008-06-20,40854735,87,41.84,en,Comedy,Romance,,,,,,,,2008,06
The Pirates Who Don't Do Anything: A VeggieTales Movie,tt0475998,2008-01-11,0,86,55.769999999999996,en,Adventure,Animation,Comedy,Science Fiction,Family,,,,,2008,01
Diary of the Dead,tt0848557,2007-05-26,5540941,95,55.69,en,Fantasy,Horror,Science Fiction,Thriller,,,,,,2007,05
Hallam Foe,tt0466816,2007-02-16,60641,95,65.8,en,Drama,Comedy,Thriller,,,,,,,2007,02
Cidade dos Homens,tt0870090,2007-08-31,307076,106,70.58,pt,Drama,,,,,,,,,2007,08
Chicago 10,tt0905979,2007-01-01,0,110,60.0,en,Documentary,,,,,,,,,2007,01
"Romulus, My Father",tt0462023,2007-05-31,0,104,59.0,en,Drama,,,,,,,,,2007,05
Zeitgeist,tt1166827,2007-06-01,0,118,69.42999999999999,en,Documentary,History,,,,,,,,2007,06
Meduzot,tt0807721,2007-05-05,938881,82,68.83,he,Drama,Romance,,,,,,,,2007,05
Then She Found Me,tt0455805,2007-09-07,0,100,55.49,en,Comedy,Drama,Romance,,,,,,,2007,09
Heima,tt1094594,2007-09-27,0,97,76.0,en,Documentary,Music,,,,,,,,2007,09
What Just Happened,tt0486674,2008-10-17,6673422,104,54.349999999999994,en,Comedy,Drama,,,,,,,,2008,10
Saving Sarah Cain,tt0918557,2007-08-19,0,103,55.0,en,Drama,Family,,,,,,,,2007,08
Miss Pettigrew Lives for a Day,tt0970468,2008-03-07,16724933,88,68.0,en,Drama,Comedy,Romance,,,,,,,2008,03
Snow Angels,tt0453548,2007-03-07,414404,106,64.53999999999999,en,Drama,Romance,,,,,,,,2007,03
Married Life,tt0804505,2007-09-12,2888315,90,57.42,en,Crime,Drama,Romance,,,,,,,2007,09
Klass,tt0988108,2007-03-16,4117,97,74.48,et,Drama,,,,,,,,,2007,03
The Dark Knight,tt0468569,2008-07-14,1004558444,152,85.06,en,Drama,Action,Crime,Thriller,,,,,,2008,07
Quiet City,tt0914382,2007-08-29,15425,78,60.0,en,Drama,Romance,,,,,,,,2007,08
The Hammer,tt0814130,2007-04-01,0,88,63.92,en,Comedy,,,,,,,,,2007,04
Never Back Down,tt1023111,2008-03-04,41627431,115,67.5,en,Drama,Action,,,,,,,,2008,03
L'avocat de la terreur,tt1032854,2007-06-06,0,135,66.61,fr,Documentary,,,,,,,,,2007,06
Malon 9 Kochavim,tt1002540,2007-07-22,0,78,63.0,en,Documentary,,,,,,,,,2007,07
長江七號,tt0940709,2008-01-30,47301471,86,72.0,cn,Comedy,Drama,Family,Fantasy,Science Fiction,,,,,2008,01
Drillbit Taylor,tt0817538,2008-02-04,32853640,102,57.65,en,Comedy,,,,,,,,,2008,02
La misma luna,tt0796307,2008-03-20,23311391,106,76.76,es,Drama,,,,,,,,,2008,03
Slipstream,tt0499570,2007-02-10,27769,96,49.21,en,Fantasy,Drama,,,,,,,,2007,02
Youth Without Youth,tt0481797,2007-10-26,244397,125,61.4,en,Fantasy,Drama,Mystery,,,,,,,2007,10
21,tt0478087,2008-03-27,159808370,123,66.88,en,Drama,Crime,,,,,,,,2008,03
Smart People,tt0858479,2008-04-11,10569964,95,59.080000000000005,en,Comedy,Drama,Romance,,,,,,,2008,04
Leatherheads,tt0379865,2008-03-24,41299492,114,57.88,en,Comedy,Romance,Drama,,,,,,,2008,03
Stop-Loss,tt0489281,2008-03-28,11207130,113,61.0,en,Drama,War,,,,,,,,2008,03
Shine a Light,tt0893382,2008-04-04,0,122,69.11,en,Documentary,Music,,,,,,,,2008,04
Dark Matter,tt0416675,2008-04-24,0,90,59.33,en,Drama,History,,,,,,,,2008,04
The Business of Being Born,tt0995061,2008-01-01,0,87,66.58,en,Documentary,,,,,,,,,2008,01
La Antena,tt0454065,2007-04-17,0,99,69.68,es,Science Fiction,Drama,,,,,,,,2007,04
सावरिया,tt0758053,2007-11-09,34750000,142,56.0,hi,Drama,Music,Romance,,,,,,,2007,11
Julia,tt0903627,2008-03-12,1300000,144,69.2,en,Drama,,,,,,,,,2008,03
J'ai toujours rêvé d'être un gangster,tt0827713,2008-03-26,0,108,72.96000000000001,fr,Drama,Comedy,Crime,,,,,,,2008,03
Le premier venu,tt1068658,2008-04-02,0,121,46.0,fr,,,,,,,,,,2008,04
À l'intérieur,tt0856288,2007-06-13,0,79,67.32000000000001,fr,Horror,,,,,,,,,2007,06
Nim's Island,tt0410377,2008-04-03,100076342,96,59.02,en,Adventure,Comedy,Family,Fantasy,,,,,,2008,04
The Ruins,tt0963794,2008-04-02,22818256,91,59.050000000000004,en,Horror,,,,,,,,,2008,04
Joy Division,tt1097239,2007-09-07,0,93,76.16,en,Documentary,Music,,,,,,,,2007,09
Manda Bala (Send a Bullet),tt0912590,2007-01-20,0,85,63.0,en,Documentary,,,,,,,,,2007,01
Forgetting Sarah Marshall,tt0800039,2008-04-17,105173115,111,64.75,en,Comedy,Romance,Drama,,,,,,,2008,04
Sex and Death 101,tt0497972,2007-06-15,1,100,61.21000000000001,en,Comedy,Romance,Drama,,,,,,,2007,06
Superhero Movie,tt0426592,2008-03-28,25871834,85,51.94,en,Action,Comedy,Science Fiction,,,,,,,2008,03
Street Kings,tt0421073,2008-04-10,66476363,109,66.33,en,Action,Crime,Drama,Thriller,,,,,,2008,04
The Visitor,tt0857191,2007-09-07,18197518,104,71.38,en,Crime,Drama,Music,,,,,,,2007,09
Harold & Kumar Escape from Guantanamo Bay,tt0481536,2008-04-25,43493123,107,62.66,en,Comedy,Adventure,,,,,,,,2008,04
99 francs,tt0875113,2007-09-26,12500000,105,66.41,fr,Drama,Comedy,,,,,,,,2007,09
Speed Racer,tt0811080,2008-05-07,93945766,135,62.0,en,Family,Action,Adventure,Comedy,,,,,,2008,05
Gabriel,tt0857376,2007-11-15,1395610,109,59.989999999999995,en,Fantasy,Horror,Action,Science Fiction,,,,,,2007,11
Diminished Capacity,tt1007950,2008-07-04,0,92,59.0,en,Action,Comedy,Drama,Thriller,,,,,,2008,07
Chapter 27,tt0488988,2007-01-25,187488,84,56.0,en,Drama,,,,,,,,,2007,01
The Forbidden Kingdom,tt0865556,2008-04-18,127906624,104,66.01,en,Action,Adventure,Fantasy,,,,,,,2008,04
Where in the World Is Osama Bin Laden?,tt0963208,2008-01-21,0,93,62.71,en,Documentary,,,,,,,,,2008,01
The Life Before Her Eyes,tt0815178,2007-09-08,0,90,60.300000000000004,en,Thriller,Drama,Mystery,,,,,,,2007,09
Virgin Territory,tt0437954,2007-12-17,5410749,93,45.22,en,Adventure,Action,Comedy,Romance,,,,,,2007,12
Happy-Go-Lucky,tt1045670,2008-04-18,18696602,118,65.89,en,Comedy,Drama,,,,,,,,2008,04
Religulous,tt0815241,2008-10-01,0,101,70.94,en,Documentary,Comedy,,,,,,,,2008,10
Outpost,tt0892899,2008-03-11,0,90,59.47,en,Action,Adventure,Horror,,,,,,,2008,03
Bernard and Doris,tt0470732,2006-09-01,0,103,61.04,en,Comedy,Drama,TV Movie,,,,,,,2006,09
Son of Rambow,tt0845046,2007-01-22,10871449,96,67.28,en,Comedy,,,,,,,,,2007,01
Super High Me,tt1111833,2007-10-13,0,89,56.91,en,Documentary,Comedy,,,,,,,,2007,10
Deception,tt0800240,2008-04-24,18024545,107,59.0,en,Thriller,Mystery,,,,,,,,2008,04
Baby Mama,tt0871426,2008-04-25,64444713,99,59.33,en,Comedy,,,,,,,,,2008,04
Expelled: No Intelligence Allowed,tt1091617,2008-04-18,7700000,90,38.0,en,Documentary,,,,,,,,,2008,04
Prom Night,tt0926129,2008-04-10,14796236,88,50.540000000000006,en,Horror,Crime,Drama,,,,,,,2008,04
Iron Man,tt0371746,2008-04-30,585174222,126,76.31,en,Action,Science Fiction,Adventure,,,,,,,2008,04
Made of Honor,tt0866439,2008-04-30,106407672,101,64.26,en,Comedy,Romance,,,,,,,,2008,04
Redbelt,tt1012804,2008-04-07,0,99,63.36,en,Drama,,,,,,,,,2008,04
Mister Lonely,tt0475984,2008-12-17,0,112,66.12,en,Comedy,Drama,,,,,,,,2008,12
Anamorph,tt0497323,2007-09-21,0,107,49.870000000000005,en,Crime,Thriller,,,,,,,,2007,09
Taken,tt0936501,2008-02-18,226830568,94,73.82,en,Action,Thriller,,,,,,,,2008,02
Hero Wanted,tt0977214,2008-03-28,10,95,54.400000000000006,en,Crime,Action,Thriller,,,,,,,2008,03
Le Voyage du ballon rouge,tt0826711,2007-05-17,0,117,60.0,fr,Family,Drama,,,,,,,,2007,05
Meet Bill,tt0790623,2007-09-07,346592,97,61.31,en,Comedy,Drama,Romance,,,,,,,2007,09
An American Crime,tt0802948,2007-07-27,0,97,73.28,en,Crime,Drama,Horror,,,,,,,2007,07
What Happens in Vegas,tt1033643,2008-05-07,219375562,99,60.769999999999996,en,Comedy,Romance,,,,,,,,2008,05
Hvid nat,tt1080695,2007-10-26,0,100,46.0,da,Drama,,,,,,,,,2007,10
Numb,tt0795439,2007-04-30,0,93,59.0,en,Comedy,Drama,Romance,,,,,,,2007,04
The Chronicles of Narnia: Prince Caspian,tt0499448,2008-05-15,419665568,150,66.17,en,Adventure,Family,Fantasy,,,,,,,2008,05
Shelter,tt0942384,2007-06-16,142666,89,77.94,en,Drama,Romance,,,,,,,,2007,06
Young @ Heart,tt1047007,2008-10-02,0,107,73.85,en,Documentary,,,,,,,,,2008,10
"War, Inc.",tt0884224,2008-04-28,1296184,106,55.910000000000004,en,Action,Adventure,Comedy,Thriller,,,,,,2008,04
Suden vuosi,tt0808486,2007-12-05,0,95,57.27,fi,Drama,,,,,,,,,2007,12
The Girl Next Door,tt0830558,2007-07-19,0,91,66.67,en,Thriller,Crime,Drama,Horror,,,,,,2007,07
King Corn,tt1112115,2007-10-12,81368,88,64.14,en,Documentary,,,,,,,,,2007,10
Indiana Jones and the Kingdom of the Crystal Skull,tt0367882,2008-05-21,786636033,122,59.660000000000004,en,Adventure,Action,,,,,,,,2008,05
How to Rob a Bank,tt0762104,2007-01-25,0,81,60.8,en,Action,Comedy,Crime,,,,,,,2007,01
Hey Hey It's Esther Blueburger,tt0469099,2008-03-20,0,103,60.0,en,Comedy,Drama,,,,,,,,2008,03
Patti Smith: Dream of Life,tt0940620,2008-01-01,0,109,61.0,en,Documentary,Music,,,,,,,,2008,01
Les Témoins,tt0487273,2007-03-07,0,112,66.0,fr,Drama,Romance,,,,,,,,2007,03
The Oxford Murders,tt0488604,2008-01-18,0,107,59.19,en,Crime,Mystery,Thriller,,,,,,,2008,01
Shutter,tt0482599,2008-03-21,0,85,55.25,en,Horror,Mystery,Thriller,,,,,,,2008,03
The Grand,tt0427998,2007-06-07,0,104,60.55,en,Comedy,,,,,,,,,2007,06
Sex and the City,tt1000774,2008-05-12,415252786,145,65.82,en,Comedy,Drama,Romance,,,,,,,2008,05
The Strangers,tt0482606,2008-05-29,82391145,86,61.03,en,Horror,Mystery,Thriller,,,,,,,2008,05
Savage Grace,tt0379976,2007-05-18,1432799,97,57.31,en,Drama,,,,,,,,,2007,05
Bigger Stronger Faster*,tt1151309,2008-05-30,308575,105,69.21000000000001,en,Documentary,,,,,,,,,2008,05
Kung Fu Panda,tt0441773,2008-06-04,631744560,90,72.0,en,Action,Adventure,Animation,Family,Comedy,,,,,2008,06
What Would Jesus Buy?,tt0939681,2007-03-11,0,91,63.08,en,Documentary,,,,,,,,,2007,03
Recount,tt1000771,2008-05-25,0,116,68.52000000000001,en,Drama,History,TV Movie,,,,,,,2008,05
Ex Drummer,tt0812243,2007-01-31,231156,101,68.02,nl,Comedy,Crime,Drama,Thriller,,,,,,2007,01
You Don't Mess with the Zohan,tt0960144,2008-06-05,204313400,113,56.63,en,Comedy,Action,,,,,,,,2008,06
The Promotion,tt0803057,2008-06-06,0,86,52.89,en,Comedy,,,,,,,,,2008,06
And When Did You Last See Your Father?,tt0829098,2007-10-05,92,92,66.76,en,Drama,,,,,,,,,2007,10
Stuck,tt0758786,2007-05-21,0,85,60.55,en,Crime,Horror,Thriller,,,,,,,2007,05
Chaos Theory,tt0460745,2008-03-14,240476,87,63.06,en,Comedy,Drama,Romance,,,,,,,2008,03
Boy A,tt1078188,2007-10-28,1200398,102,71.0,en,Crime,Drama,,,,,,,,2007,10
投名狀,tt0913968,2007-12-12,0,126,67.43,zh,Action,Drama,History,,,,,,,2007,12
Spiral,tt0491162,2007-01-01,0,90,60.67,en,Drama,Thriller,,,,,,,,2007,01
Hounddog,tt0415856,2007-01-22,0,102,62.29,en,Drama,Music,,,,,,,,2007,01
The Happening,tt0949731,2008-06-11,163403799,91,53.35,en,Thriller,Science Fiction,,,,,,,,2008,06
The Incredible Hulk,tt0800080,2008-06-12,163712074,114,62.06,en,Science Fiction,Action,Adventure,,,,,,,2008,06
Baghead,tt0923600,2008-01-21,140106,84,58.419999999999995,en,Comedy,Drama,Horror,Romance,,,,,,2008,01
黃石的孩子,tt0889588,2008-04-03,7785317,125,67.24000000000001,zh,Drama,War,,,,,,,,2008,04
WALL·E,tt0910970,2008-06-22,521311860,98,80.67999999999999,en,Animation,Family,Science Fiction,,,,,,,2008,06
Wanted,tt0493464,2008-06-19,342463063,110,65.05,en,Action,Thriller,Crime,,,,,,,2008,06
Hancock,tt0448157,2008-07-01,629443428,92,63.39,en,Fantasy,Action,,,,,,,,2008,07
Turn the River,tt0811128,2008-05-09,0,92,55.0,en,Drama,,,,,,,,,2008,05
Get Smart,tt0425061,2008-06-19,230685453,110,61.64,en,Action,Comedy,Thriller,,,,,,,2008,06
Young People Fucking,tt0913445,2007-09-05,0,90,56.95,en,Comedy,Drama,Romance,,,,,,,2007,09
Brick Lane,tt0940585,2007-11-16,0,102,53.440000000000005,en,Drama,,,,,,,,,2007,11
Surfwise,tt0479547,2007-09-11,0,93,71.0,en,Documentary,,,,,,,,,2007,09
St. Trinian's,tt0964587,2007-12-21,29066681,101,59.269999999999996,en,Comedy,Family,Science Fiction,,,,,,,2007,12
Roman de gare,tt0889652,2007-06-27,0,103,66.79,fr,Drama,Thriller,,,,,,,,2007,06
At the Death House Door,tt0929235,2008-03-09,0,98,53.0,en,Crime,Documentary,,,,,,,,2008,03
Gunnin' for That #1 Spot,tt1204298,2008-04-18,0,90,62.0,en,Documentary,,,,,,,,,2008,04
Finding Amanda,tt0889134,2008-06-27,0,96,50.0,en,Comedy,Drama,,,,,,,,2008,06
Kit Kittredge: An American Girl,tt0846308,2008-07-02,17657973,101,64.44,en,Family,Comedy,Drama,,,,,,,2008,07
Gonzo: The Life and Work of Dr. Hunter S. Thompson,tt0479468,2008-07-18,0,120,70.86,en,Documentary,,,,,,,,,2008,07
The Wackness,tt1082886,2008-07-03,3175469,99,63.28,en,Drama,,,,,,,,,2008,07
Up the Yangtze,tt1114277,2007-09-30,783000,93,72.0,en,Documentary,,,,,,,,,2007,09
Sleepwalking,tt0888693,2008-03-14,204660,101,62.0,en,Drama,,,,,,,,,2008,03
Encounters at the End of the World,tt1093824,2007-09-01,0,99,74.1,en,Documentary,,,,,,,,,2007,09
Dante 01,tt0487928,2008-01-02,0,82,49.62,fr,Science Fiction,,,,,,,,,2008,01
Standard Operating Procedure,tt0896866,2008-02-12,0,117,68.43,en,Documentary,,,,,,,,,2008,02
Zombie Strippers!,tt0960890,2008-04-18,0,94,47.779999999999994,en,Comedy,Horror,,,,,,,,2008,04
White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,tt0911010,2007-08-06,0,86,77.0,en,Documentary,War,,,,,,,,2007,08
Roman Polanski: Wanted and Desired,tt1157705,2008-01-18,0,99,64.0,en,Documentary,,,,,,,,,2008,01
Battle for Haditha,tt0870211,2007-09-11,0,97,63.7,en,Action,Adventure,Drama,History,War,,,,,2007,09
Александра,tt1034427,2007-06-03,0,95,64.68,ru,War,Drama,,,,,,,,2007,06
