original_title,imdb_id,revenue,runtime,vote_average,original_language,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,genre_10,Year,Month
Monster-in-Law,tt0369735,154749918,101,62.0,en,Romance,Comedy,,,,,,,,,2005,05
The Snow Walker,tt0337721,0,103,70.11,en,Adventure,Drama,,,,,,,,,2003,01
Divorzio all'italiana,tt0055913,0,104,79.44,it,Comedy,,,,,,,,,,1961,12
Madagascar,tt0351283,542063846,86,68.78,en,Family,Animation,Adventure,Comedy,,,,,,,2005,05
Airborne,tt0106233,2850263,91,60.0,en,Action,Adventure,Comedy,,,,,,,,1993,09
Mad Hot Ballroom,tt0438205,0,105,70.0,en,Documentary,Family,,,,,,,,,2005,05
Dominion: Prequel to The Exorcist,tt0449086,251495,117,53.209999999999994,en,Horror,Drama,,,,,,,,,2005,05
The Longest Yard,tt0398165,190320568,113,65.91,en,Comedy,,,,,,,,,,2005,05
Saving Face,tt0384504,0,97,73.32,en,Comedy,Romance,Drama,,,,,,,,2004,09
Cinderella Man,tt0352248,108539911,144,75.33,en,Romance,Drama,History,,,,,,,,2005,06
The Sisterhood of the Traveling Pants,tt0403508,39053061,119,65.0,en,Drama,Comedy,,,,,,,,,2005,06
Lords of Dogtown,tt0355702,13411957,107,71.0,en,Drama,,,,,,,,,,2005,06
Rock School,tt0436727,0,93,62.0,en,Action,Documentary,Music,,,,,,,,2005,02
Mr. & Mrs. Smith,tt0356910,487287646,120,66.71000000000001,en,Action,Comedy,Drama,Thriller,,,,,,,2005,06
The Adventures of Sharkboy and Lavagirl,tt0424774,71992655,92,51.19,en,Adventure,Family,Science Fiction,,,,,,,,2005,06
Haute tension,tt0338095,6291958,90,67.61,fr,Horror,Thriller,Mystery,,,,,,,,2003,06
It's All Gone Pete Tong,tt0388139,120620,90,66.0,en,Drama,Comedy,Music,,,,,,,,2004,09
Eddie Izzard: Dress to Kill,tt0184424,0,114,80.19999999999999,en,Comedy,,,,,,,,,,1999,06
Quo Vadis,tt0043949,21037000,171,70.7,en,Drama,History,Romance,,,,,,,,1951,11
Batman Begins,tt0372784,374218673,140,76.92999999999999,en,Action,Crime,Drama,,,,,,,,2005,06
ゴジラ ファイナルウォーズ,tt0399102,12000000,125,69.94,ja,Action,Adventure,Science Fiction,Fantasy,Thriller,,,,,,2004,12
The Perfect Man,tt0380623,0,100,61.0,en,Comedy,Drama,Family,Romance,,,,,,,2005,06
Saint Ralph,tt0384488,489389,95,70.0,en,Comedy,Drama,,,,,,,,,2005,08
Herbie Fully Loaded,tt0400497,144146816,100,56.72,en,Comedy,Family,Adventure,Fantasy,Romance,,,,,,2005,06
Land of the Dead,tt0418819,47074133,93,61.769999999999996,en,Horror,Thriller,Science Fiction,,,,,,,,2005,06
Bewitched,tt0374536,131426169,102,50.21,en,Comedy,Fantasy,Romance,,,,,,,,2005,06
Rize,tt0436724,0,86,66.08,en,Documentary,,,,,,,,,,2005,01
Me and You and Everyone We Know,tt0415978,0,91,70.32,en,Comedy,Drama,,,,,,,,,2005,06
Crimen ferpecto,tt0395125,0,105,65.78,es,Comedy,Thriller,,,,,,,,,2004,09
"쓰리, 몬스터",tt0420251,516930,125,68.0,ko,Horror,,,,,,,,,,2004,08
Die fetten Jahre sind vorbei,tt0408777,0,127,71.53,de,Drama,Comedy,,,,,,,,,2004,10
Cop and ½,tt0106613,40700000,93,46.0,en,Action,Comedy,Family,,,,,,,,1993,04
At the Circus,tt0031060,0,87,63.81,en,Comedy,Music,,,,,,,,,1939,10
War of the Worlds,tt0407304,603873119,117,64.83,en,Adventure,Thriller,Science Fiction,,,,,,,,2005,06
La Marche de l'empereur,tt0428803,127392239,80,70.17999999999999,fr,Documentary,Family,,,,,,,,,2005,01
Rebound,tt0376108,16809014,103,55.279999999999994,en,Comedy,Family,,,,,,,,,2005,07
Dark Water,tt0382628,68357079,105,55.8,en,Horror,Mystery,,,,,,,,,2005,07
De battre mon cœur s'est arrêté,tt0411270,9293785,107,69.0,fr,Music,Drama,Crime,,,,,,,,2005,03
Fantastic Four,tt0120667,333535934,106,57.71,en,Action,Adventure,Fantasy,Science Fiction,,,,,,,2005,06
Murderball,tt0436613,1750211,88,69.87,en,Documentary,,,,,,,,,,2005,07
Wedding Crashers,tt0396269,288485135,119,64.66,en,Comedy,Romance,,,,,,,,,2005,07
Happy Endings,tt0361693,0,128,57.0,en,Comedy,Drama,Romance,,,,,,,,2005,01
Hustle & Flow,tt0410097,23563727,116,71.59,en,Crime,Drama,Music,,,,,,,,2005,07
Hardware,tt0099740,5728953,93,59.56,en,Science Fiction,Thriller,Horror,,,,,,,,1990,09
The Calcium Kid,tt0330111,0,89,56.52,en,Comedy,,,,,,,,,,2004,01
The Island,tt0399201,162949164,136,66.55,en,Action,Thriller,Science Fiction,Adventure,,,,,,,2005,07
Bad News Bears,tt0408524,34252847,113,58.84,en,Comedy,,,,,,,,,,2005,07
The Devil's Rejects,tt0395584,20901859,107,67.64,en,Drama,Horror,Crime,,,,,,,,2005,07
Last Days,tt0403217,1928985,97,55.75,en,Drama,,,,,,,,,,2005,06
Noviembre,tt0376800,959831,104,70.24,es,Drama,Comedy,Thriller,,,,,,,,2003,09
Sky High,tt0405325,86369815,100,62.400000000000006,en,Adventure,Comedy,Family,,,,,,,,2005,07
Stealth,tt0382992,76932943,121,53.38,en,Science Fiction,Action,War,,,,,,,,2005,07
Must Love Dogs,tt0417001,58405313,98,58.760000000000005,en,Romance,Comedy,,,,,,,,,2005,07
The Aristocrats,tt0436078,0,89,59.260000000000005,en,Comedy,Documentary,,,,,,,,,2005,01
Georgy Girl,tt0060453,0,99,65.0,en,Comedy,Drama,Romance,,,,,,,,1966,08
The Order,tt0193364,0,89,50.79,en,Adventure,Action,Comedy,,,,,,,,2001,05
Serenity,tt0379786,38869464,119,73.8,en,Science Fiction,Action,Adventure,Thriller,,,,,,,2005,09
Broken Flowers,tt0412019,46720491,106,69.18,en,Comedy,Drama,Mystery,Romance,,,,,,,2005,08
奇蹟,tt0098019,34036029,127,70.93,cn,Crime,Action,Comedy,Drama,,,,,,,1989,06
The Browning Version,tt0043362,0,90,76.0,en,Drama,,,,,,,,,,1951,04
The Dukes of Hazzard,tt0377818,110803676,104,54.980000000000004,en,Comedy,Adventure,Action,,,,,,,,2005,08
The Chumscrubber,tt0406650,351401,108,65.34,en,Comedy,Drama,,,,,,,,,2005,06
Junebug,tt0418773,0,106,66.96,en,Comedy,Drama,,,,,,,,,2005,08
Deuce Bigalow: European Gigolo,tt0367652,22400154,83,52.24,en,Comedy,,,,,,,,,,2005,08
The Skeleton Key,tt0397101,93983911,104,65.99000000000001,en,Drama,Horror,Mystery,Thriller,,,,,,,2005,07
Four Brothers,tt0430105,92374674,109,67.42,en,Action,Crime,,,,,,,,,2005,08
The Great Raid,tt0326905,10166502,132,66.07000000000001,en,Action,History,War,,,,,,,,2005,08
Pretty Persuasion,tt0381505,0,105,58.269999999999996,en,Comedy,,,,,,,,,,2005,01
Grizzly Man,tt0427312,0,103,74.93,en,Documentary,,,,,,,,,,2005,08
Private Resort,tt0089839,331816,82,57.169999999999995,en,Comedy,,,,,,,,,,1985,05
Pusher II,tt0396184,0,100,71.58,da,Crime,Drama,Thriller,,,,,,,,2004,12
Duma,tt0361715,0,100,73.15,en,Adventure,Drama,Family,,,,,,,,2005,04
Animal Farm,tt0047834,0,72,69.33,en,Animation,Drama,,,,,,,,,1954,12
The Teahouse of the August Moon,tt0049830,0,123,59.68,en,Comedy,TV Movie,,,,,,,,,1957,07
The 40 Year Old Virgin,tt0405422,177378645,116,63.59,en,Comedy,Romance,,,,,,,,,2005,08
Red Eye,tt0421239,57891803,85,63.419999999999995,en,Thriller,Mystery,,,,,,,,,2005,08
Caché,tt0387898,36000000,117,70.55,fr,Mystery,Drama,Thriller,,,,,,,,2005,10
Astérix & Obélix contre César,tt0133385,1644060,109,59.79,fr,Family,Adventure,Comedy,Fantasy,,,,,,,1999,02
Кин-дза-дза!,tt0091341,0,135,79.29,ru,Comedy,Drama,Science Fiction,,,,,,,,1986,12
Valiant,tt0361089,61746888,76,54.64,en,Family,Animation,Adventure,Comedy,War,,,,,,2005,03
The Brothers Grimm,tt0355295,105316267,118,57.779999999999994,en,Adventure,Fantasy,Action,Comedy,Thriller,,,,,,2005,08
The Baxter,tt0401244,0,91,62.0,en,Comedy,Romance,,,,,,,,,2005,08
The Cave,tt0402901,33296457,97,53.2,en,Action,Adventure,Horror,Thriller,,,,,,,2005,08
The Constant Gardener,tt0387131,82468097,129,69.85000000000001,en,Drama,Mystery,Thriller,,,,,,,,2005,08
Transporter 2,tt0388482,89083229,87,63.11,en,Action,Thriller,Crime,,,,,,,,2005,08
Just Like Heaven,tt0425123,102854431,95,69.16,en,Drama,Comedy,Romance,Fantasy,,,,,,,2005,09
Proof,tt0377107,7535331,101,63.339999999999996,en,Drama,Mystery,,,,,,,,,2005,09
Lord of War,tt0399295,72617068,122,72.67,en,Crime,Drama,Thriller,,,,,,,,2005,09
Cry_Wolf,tt0384286,10047674,90,58.019999999999996,en,Horror,Thriller,,,,,,,,,2005,09
Everything Is Illuminated,tt0404030,2697930,106,72.43,en,Comedy,Drama,,,,,,,,,2005,09
Thumbsucker,tt0318761,1919197,96,61.54,en,Comedy,Drama,,,,,,,,,2005,01
Family Guy Presents: Stewie Griffin: The Untold Story,tt0385690,0,88,69.12,en,Action,Adventure,Animation,Comedy,,,,,,,2005,07
警察故事續集,tt0095403,0,122,70.0,cn,Action,Crime,Thriller,,,,,,,,1988,08
新警察故事,tt0386005,8712057,123,71.05000000000001,cn,Action,Thriller,Crime,Drama,,,,,,,2004,09
Go West,tt0032536,0,80,66.92,en,Comedy,Western,,,,,,,,,1940,12
Why We Fight,tt0436971,0,98,76.15,en,Documentary,History,,,,,,,,,2005,01
Doom,tt0419706,58072119,105,50.919999999999995,en,Action,Horror,Science Fiction,,,,,,,,2005,10
Domino,tt0421054,22944502,127,59.54,en,Action,Crime,,,,,,,,,2005,10
Waiting...,tt0348333,18637690,94,62.74,en,Comedy,,,,,,,,,,2005,10
Æon Flux,tt0402022,53321673,93,55.96,en,Science Fiction,Action,Thriller,,,,,,,,2005,11
Frankenstein 90,tt0087289,0,100,53.0,fr,Comedy,Horror,,,,,,,,,1984,08
An Unfinished Life,tt0350261,18618284,108,67.69,en,Drama,,,,,,,,,,2005,09
The Man,tt0399327,13485145,83,57.190000000000005,en,Action,Comedy,Crime,,,,,,,,2005,09
Survive Style 5+,tt0430651,0,120,72.18,ja,Mystery,Comedy,Thriller,,,,,,,,2004,09
Woyzeck,tt0080149,0,82,66.67,de,Drama,,,,,,,,,,1979,05
The Exorcism of Emily Rose,tt0404032,145166804,122,65.41,en,Crime,Drama,Horror,Thriller,,,,,,,2005,09
Flightplan,tt0408790,223387299,98,64.36,en,Thriller,Drama,Mystery,,,,,,,,2005,09
Corpse Bride,tt0121164,118133252,77,75.11999999999999,en,Romance,Fantasy,Animation,,,,,,,,2005,09
Green Street Hooligans,tt0385002,3154346,109,72.56,en,Crime,Drama,,,,,,,,,2005,09
A History of Violence,tt0399146,60740827,96,71.7,en,Drama,Thriller,Crime,,,,,,,,2005,09
Oliver Twist,tt0380599,42580321,130,67.38000000000001,en,Crime,Drama,Family,,,,,,,,2005,09
The Greatest Game Ever Played,tt0388980,15431177,120,72.24000000000001,en,Drama,,,,,,,,,,2005,09
Capote,tt0379725,49327405,114,70.01,en,Crime,Drama,,,,,,,,,2005,09
Final Fantasy VII: Advent Children,tt0385700,0,101,71.35,ja,Animation,Action,Adventure,Fantasy,Science Fiction,,,,,,2005,07
Roll Bounce,tt0403455,0,112,67.09,en,Comedy,Drama,Family,,,,,,,,2005,09
Into the Blue,tt0378109,46117696,110,58.739999999999995,en,Action,Thriller,Adventure,Crime,,,,,,,2005,09
MirrorMask,tt0366780,973613,101,64.93,en,Fantasy,,,,,,,,,,2005,01
Wallace & Gromit: The Curse of the Were-Rabbit,tt0312004,192610372,85,70.19,en,Adventure,Animation,Comedy,Family,,,,,,,2005,09
Kiss Kiss Bang Bang,tt0373469,15785148,103,72.0,en,Comedy,Crime,Mystery,Thriller,,,,,,,2005,09
달콤한 인생,tt0456912,0,120,75.24,ko,Action,Drama,Crime,,,,,,,,2005,03
Krótki film o miłości,tt0095467,0,87,77.82,pl,Drama,Romance,,,,,,,,,1988,01
"All This, and Heaven Too",tt0032194,0,141,74.0,en,Drama,Romance,,,,,,,,,1940,07
Beowulf & Grendel,tt0402057,92076,103,56.97,en,Action,Adventure,Drama,Fantasy,,,,,,,2005,09
No Direction Home: Bob Dylan,tt0367555,0,208,76.96,en,Documentary,Music,,,,,,,,,2005,07
Goal!,tt0380389,27610873,118,66.9,en,Drama,,,,,,,,,,2005,09
The Wraith,tt0092240,3500000,93,63.760000000000005,en,Action,Science Fiction,,,,,,,,,1986,11
In Her Shoes,tt0388125,83073883,130,61.62,en,Comedy,Drama,Romance,,,,,,,,2005,10
The Squid and the Whale,tt0367089,11098131,81,69.56,en,Comedy,Drama,,,,,,,,,2005,10
Two for the Money,tt0417217,30526509,122,60.43,en,Comedy,Crime,Drama,Thriller,,,,,,,2005,10
Brokeback Mountain,tt0388795,178043761,134,78.0,en,Drama,Romance,,,,,,,,,2005,09
Elizabethtown,tt0368709,52164016,123,61.74,en,Comedy,Drama,Romance,,,,,,,,2005,10
North Country,tt0395972,25224242,126,72.25,en,Drama,,,,,,,,,,2005,02
"Good Night, and Good Luck.",tt0433383,54600000,92,70.85,en,Drama,History,,,,,,,,,2005,09
Dreamer: Inspired By a True Story,tt0418647,0,106,69.79,en,Drama,Family,,,,,,,,,2005,09
The Proposition,tt0421238,5048693,104,71.0,en,Action,Adventure,Crime,Drama,Thriller,Western,,,,,2005,10
The Fog,tt0432291,46201432,100,45.019999999999996,en,Horror,Thriller,,,,,,,,,2005,10
Shopgirl,tt0338427,11588205,104,58.31,en,Comedy,Drama,Romance,,,,,,,,2005,10
Stay,tt0371257,8342132,99,65.8,en,Mystery,Thriller,Drama,,,,,,,,2005,09
The Legend of Zorro,tt0386140,142400065,129,61.0,en,Action,Adventure,Western,,,,,,,,2005,10
The Weather Man,tt0384680,12482775,101,61.17,en,Comedy,Drama,,,,,,,,,2005,10
Saw II,tt0432348,147748505,89,65.53,en,Horror,,,,,,,,,,2005,10
Prime,tt0387514,67900000,102,59.0,en,Comedy,Drama,Romance,,,,,,,,2005,09
Non ti muovere,tt0330702,11837022,125,70.0,it,Drama,Romance,,,,,,,,,2004,03
American Pie Presents: Band Camp,tt0436058,0,94,54.57,en,Comedy,,,,,,,,,,2005,10
妖怪大戦争,tt0425661,0,124,61.63,ja,Comedy,Fantasy,Action,,,,,,,,2005,08
Manderlay,tt0342735,674918,139,69.2,da,Drama,,,,,,,,,,2005,05
Revolver,tt0365686,7164778,111,63.769999999999996,en,Drama,Thriller,Crime,Mystery,,,,,,,2005,09
Jarhead,tt0418763,97076152,123,65.99000000000001,en,Drama,War,,,,,,,,,2005,11
Chicken Little,tt0371606,314432665,81,58.84,en,Animation,Family,Comedy,,,,,,,,2005,11
Dead Man's Shoes,tt0419677,0,90,71.33,en,Drama,Thriller,Crime,,,,,,,,2004,09
Joyeux Noël,tt0424205,17709155,116,74.0,fr,Drama,War,Romance,History,,,,,,,2005,11
Night of the Lepus,tt0069005,0,88,44.0,en,Horror,Science Fiction,,,,,,,,,1972,10
Tulitikkutehtaan tyttö,tt0098532,0,69,73.17999999999999,fi,Drama,Comedy,,,,,,,,,1990,01
獣の剣,tt0200768,0,85,75.49000000000001,ja,Action,Drama,,,,,,,,,1965,09
Just Friends,tt0433400,50817508,96,61.82000000000001,en,Comedy,Romance,,,,,,,,,2005,11
Syriana,tt0365737,93974620,128,64.24000000000001,en,Drama,Thriller,,,,,,,,,2005,11
Menolippu Mombasaan,tt0328132,0,88,59.720000000000006,fi,Drama,,,,,,,,,,2002,09
Derailed,tt0398017,57479076,108,63.06,en,Drama,Thriller,,,,,,,,,2005,11
Creep,tt0381966,0,85,58.87,en,Horror,Thriller,Mystery,,,,,,,,2004,08
Pride & Prejudice,tt0414387,121616555,127,80.94,en,Drama,Romance,,,,,,,,,2005,09
Wolf Creek,tt0416315,30894796,104,62.12,en,Horror,Thriller,,,,,,,,,2005,09
The Descent,tt0435625,57130027,99,69.52,en,Adventure,Horror,,,,,,,,,2005,07
Harry Potter and the Goblet of Fire,tt0330373,895921036,157,78.17999999999999,en,Adventure,Fantasy,Family,,,,,,,,2005,11
Walk the Line,tt0358273,186797986,136,74.94,en,Drama,Music,Romance,,,,,,,,2005,09
Rent,tt0294870,31670620,135,68.0,en,Drama,Romance,,,,,,,,,2005,11
Zathura: A Space Adventure,tt0406375,65079104,101,63.81,en,Science Fiction,Adventure,Family,,,,,,,,2005,11
C.R.A.Z.Y.,tt0401085,3692417,126,74.48,fr,Drama,Comedy,,,,,,,,,2005,05
Sarah Silverman: Jesus Is Magic,tt0422528,0,70,63.48,en,Comedy,,,,,,,,,,2005,02
Breakfast on Pluto,tt0411195,0,128,72.18,en,Drama,Comedy,,,,,,,,,2005,09
The Ice Harvest,tt0400525,0,88,59.74,en,Action,Adventure,Comedy,Crime,Drama,Thriller,,,,,2005,11
"Yours, Mine & Ours",tt0443295,72028752,90,61.449999999999996,en,Comedy,Family,Romance,,,,,,,,2005,11
The Libertine,tt0375920,10852064,114,59.11,en,Drama,Romance,,,,,,,,,2004,09
L'uccello dalle piume di cristallo,tt0065143,0,96,72.0,it,Horror,Mystery,Thriller,,,,,,,,1970,02
Match Point,tt0416320,85306374,124,73.48,en,Drama,Thriller,Crime,Romance,,,,,,,2005,10
Paradise Now,tt0445620,3395627,90,69.22,en,Thriller,Crime,Drama,,,,,,,,2005,09
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",tt0363771,745013115,143,71.09,en,Adventure,Family,Fantasy,,,,,,,,2005,12
King Kong,tt0360717,562363449,187,69.0,en,Adventure,Drama,Action,,,,,,,,2005,12
Memoirs of a Geisha,tt0397535,162242962,146,76.81,en,Drama,Romance,History,,,,,,,,2005,12
The Family Stone,tt0356680,92884429,103,63.019999999999996,en,Comedy,Drama,Romance,,,,,,,,2005,12
Havoc,tt0285175,0,85,51.67,en,Crime,Drama,,,,,,,,,2005,10
上意討ち 拝領妻始末,tt0061847,0,121,82.13,ja,Drama,Action,,,,,,,,,1967,05
A Room for Romeo Brass,tt0202559,0,90,69.78,en,Comedy,Drama,,,,,,,,,1999,08
The Matador,tt0365485,17297244,96,62.68,en,Action,Comedy,Crime,Drama,Thriller,,,,,,2005,05
Wal-Mart: The High Cost of Low Price,tt0473107,0,98,62.910000000000004,en,Documentary,,,,,,,,,,2005,11
Mozart and the Whale,tt0392465,84967,92,62.39,en,Drama,Comedy,Romance,,,,,,,,2005,09
La Grande Vadrouille,tt0060474,0,132,79.39,fr,Comedy,War,,,,,,,,,1966,12
The Three Burials of Melquiades Estrada,tt0419294,12036149,121,70.75999999999999,en,Adventure,Crime,Drama,Mystery,Western,,,,,,2005,11
Munich,tt0408306,130982129,164,71.28999999999999,en,Drama,Action,History,Thriller,,,,,,,2005,12
The Producers,tt0395251,38058335,134,62.0,en,Comedy,,,,,,,,,,2005,12
Transamerica,tt0407265,13350369,103,71.0,en,Drama,,,,,,,,,,2005,12
Rumor Has It...,tt0398375,88933562,97,56.33,en,Comedy,Romance,,,,,,,,,2005,12
Cheaper by the Dozen 2,tt0452598,129181830,94,61.31999999999999,en,Comedy,Family,Adventure,,,,,,,,2005,12
Fun with Dick and Jane,tt0369441,202026112,90,61.849999999999994,en,Comedy,,,,,,,,,,2005,12
The Ringer,tt0267891,40442437,94,57.0,en,Comedy,,,,,,,,,,2005,12
Casanova,tt0402894,37691644,112,64.6,en,Adventure,Comedy,Drama,Romance,,,,,,,2005,12
Mrs. Henderson Presents,tt0413015,0,103,67.26,en,Comedy,Drama,,,,,,,,,2005,09
Ucho,tt0066498,0,94,72.0,cs,Thriller,Drama,,,,,,,,,1970,02
Luxo Jr.,tt0091455,0,2,70.66,en,Animation,Comedy,,,,,,,,,1986,08
The Dentist,tt0116075,0,92,56.2,en,Horror,Thriller,,,,,,,,,1996,06
The New World,tt0402399,30536013,151,65.0,en,Drama,History,Romance,,,,,,,,2005,12
ほしのこえ,tt0370754,0,25,65.31,ja,Animation,Science Fiction,Romance,,,,,,,,2002,02
7 Faces of Dr. Lao,tt0057812,0,100,70.0,en,Fantasy,Mystery,Western,,,,,,,,1964,03
侍,tt0059673,0,122,71.0,ja,Drama,Action,History,,,,,,,,1965,01
The Boys of Baraka,tt0444608,0,84,71.0,en,Documentary,,,,,,,,,,2005,03
친절한 금자씨,tt0451094,23803308,115,75.5,ko,Drama,Thriller,,,,,,,,,2005,07
Grand Theft Parsons,tt0338075,6876,88,57.0,en,Comedy,Drama,Adventure,,,,,,,,2004,06
Banlieue 13,tt0414852,9584131,84,67.39,fr,Action,Thriller,Science Fiction,,,,,,,,2004,11
Hostel,tt0450278,81979826,94,59.0,en,Horror,,,,,,,,,,2005,09
Grandma's Boy,tt0456554,6538177,94,65.8,en,Comedy,,,,,,,,,,2006,01
Tristan & Isolde,tt0375154,28000000,125,66.86,en,Drama,Romance,Adventure,Action,,,,,,,2006,04
Glory Road,tt0385726,42647449,118,74.26,en,Drama,History,,,,,,,,,2006,01
Last Holiday,tt0408985,38399961,112,71.02000000000001,en,Adventure,Comedy,Drama,,,,,,,,2006,01
Hoodwinked!,tt0443536,51053787,82,62.199999999999996,en,Animation,Comedy,Family,Crime,,,,,,,2005,12
Underworld: Evolution,tt0401855,111476513,106,65.54,en,Fantasy,Action,Thriller,,,,,,,,2006,01
Looking for Comedy in the Muslim World,tt0433116,0,98,53.0,en,Comedy,,,,,,,,,,2006,01
Casper Meets Wendy,tt0140883,0,90,60.12,en,Family,Fantasy,TV Movie,,,,,,,,1998,09
Revolution,tt0089913,358574,126,54.0,en,Adventure,Drama,History,War,,,,,,,1985,12
A計劃,tt0085127,0,106,72.08,cn,Action,Comedy,Adventure,,,,,,,,1983,12
中国の鳥人,tt0142181,0,118,72.43,ja,Adventure,Drama,,,,,,,,,1998,06
Water,tt0240200,10422387,115,68.4,hi,Drama,Romance,,,,,,,,,2005,09
Sophie Scholl – Die letzten Tage,tt0426578,0,117,71.50999999999999,de,Drama,History,,,,,,,,,2005,02
The World's Fastest Indian,tt0412080,0,127,76.04,en,Drama,Adventure,History,,,,,,,,2005,10
Bandidas,tt0416496,18381890,93,60.06,en,Action,Comedy,Western,Crime,,,,,,,2006,01
A Cock and Bull Story,tt0423409,0,94,63.0,en,Comedy,,,,,,,,,,2005,07
Helter Skelter,tt0383393,0,137,61.0,en,Action,Crime,Drama,TV Movie,,,,,,,2004,07
Annapolis,tt0417433,17496992,108,65.56,en,Drama,Action,,,,,,,,,2006,01
Big Momma's House 2,tt0421729,138259062,99,57.53,en,Comedy,Crime,,,,,,,,,2006,01
Nanny McPhee,tt0396752,123276807,97,66.39999999999999,en,Fantasy,Comedy,Family,,,,,,,,2005,10
The Tuskegee Airmen,tt0114745,0,106,70.66,en,War,History,Drama,TV Movie,,,,,,,1995,08
Final Destination 3,tt0414982,118890272,93,60.67999999999999,en,Horror,Mystery,,,,,,,,,2006,02
Something New,tt0437777,11400000,99,65.0,en,Comedy,Drama,Romance,,,,,,,,2006,01
Dave Chappelle's Block Party,tt0425598,11718595,100,67.07,en,Comedy,Documentary,Music,,,,,,,,2005,09
Imagine Me & You,tt0421994,2455831,93,76.0,en,Drama,Comedy,Romance,,,,,,,,2005,05
The Pink Panther,tt0383216,158851357,93,58.33,en,Comedy,Mystery,Crime,Adventure,Family,,,,,,2006,02
Curious George,tt0381971,69834815,87,63.879999999999995,en,Adventure,Animation,Comedy,Family,,,,,,,2006,02
Firewall,tt0408345,82800000,105,58.08,en,Action,Crime,Thriller,,,,,,,,2006,02
When a Stranger Calls,tt0455857,67062123,87,57.38,en,Horror,Mystery,,,,,,,,,2006,02
London,tt0449061,0,92,59.0,en,Drama,Action,Romance,,,,,,,,2005,09
Freedomland,tt0349467,14655628,113,51.900000000000006,en,Drama,Thriller,Crime,Mystery,,,,,,,2006,02
Winter Passing,tt0380817,113783,98,64.0,en,Comedy,Drama,,,,,,,,,2006,02
Eight Below,tt0397313,120455994,120,69.77000000000001,en,Adventure,Drama,Family,,,,,,,,2006,02
Date Movie,tt0466342,48548426,83,42.27,en,Comedy,Romance,,,,,,,,,2006,02
Running Scared,tt0404390,9500000,122,69.85000000000001,en,Action,Crime,Drama,Thriller,,,,,,,2006,01
Ultraviolet,tt0370032,31070211,87,51.529999999999994,en,Science Fiction,Action,Thriller,,,,,,,,2006,03
Just My Luck,tt0397078,38159905,103,60.970000000000006,en,Comedy,Drama,Family,Fantasy,Romance,,,,,,2006,02
Pulse,tt0454919,29907685,90,50.15,en,Horror,Thriller,,,,,,,,,2006,08
16 Blocks,tt0450232,65664721,102,64.21000000000001,en,Action,Adventure,Crime,Thriller,,,,,,,2006,03
Failure to Launch,tt0427229,128406887,97,57.56,en,Comedy,Romance,,,,,,,,,2006,03
Ultimate Avengers: The Movie,tt0491703,6700000,72,67.87,en,Action,Animation,Family,Adventure,Science Fiction,,,,,,2006,02
Ice Age: The Meltdown,tt0438097,660998756,91,66.79,en,Animation,Family,Comedy,Adventure,,,,,,,2006,03
Ask the Dust,tt0384814,0,117,52.93,en,Romance,Drama,,,,,,,,,2006,02
V for Vendetta,tt0434409,132511035,132,79.02,en,Action,Thriller,Science Fiction,,,,,,,,2006,02
She's the Man,tt0454945,33889159,105,68.0,en,Comedy,Drama,Romance,,,,,,,,2006,03
Thank You for Smoking,tt0427944,24793509,92,71.91,en,Comedy,Drama,,,,,,,,,2005,09
Find Me Guilty,tt0419749,2636637,125,65.38,en,Comedy,Crime,Drama,,,,,,,,2006,03
Inside Man,tt0454848,186003591,129,74.02,en,Crime,Drama,Thriller,,,,,,,,2006,03
Tsotsi,tt0468565,9879971,94,68.78,af,Crime,Drama,,,,,,,,,2005,12
Aquamarine,tt0429591,23006849,104,63.550000000000004,en,Fantasy,Romance,Family,Comedy,,,,,,,2006,03
Leprechaun 2,tt0110329,2260622,85,55.57000000000001,en,Comedy,Horror,,,,,,,,,1994,04
Leprechaun 3,tt0113636,0,94,59.33,en,Comedy,Horror,,,,,,,,,1995,07
Leprechaun 4: In Space,tt0116861,0,95,46.21000000000001,en,Comedy,Fantasy,Horror,Science Fiction,,,,,,,1996,12
Laitakaupungin valot,tt0458242,1615018,78,67.0,fi,Crime,Drama,,,,,,,,,2006,02
The Hills Have Eyes,tt0454841,69623713,107,64.02,en,Horror,Thriller,,,,,,,,,2006,03
The Shaggy Dog,tt0393735,87134280,98,48.879999999999995,en,Comedy,Family,,,,,,,,,2006,03
Unknown White Male,tt0436864,0,88,65.0,en,Documentary,,,,,,,,,,2005,06
Das Leben der Anderen,tt0405094,70000000,137,80.37,de,Drama,Thriller,,,,,,,,,2006,03
野獣の青春,tt0057697,0,92,66.95,ja,Action,Crime,Mystery,,,,,,,,1963,04
Take the Lead,tt0446046,65742992,108,68.76,en,Comedy,Music,Drama,,,,,,,,2006,03
The Devil and Daniel Johnston,tt0436231,0,110,77.0,en,Documentary,Music,,,,,,,,,2006,03
Mouchette,tt0061996,0,81,74.29,fr,Drama,,,,,,,,,,1967,03
Lucky Number Slevin,tt0425210,56308881,110,74.81,en,Drama,Thriller,Crime,Mystery,,,,,,,2006,02
Volver,tt0441909,85582407,121,74.69,es,Comedy,Drama,Romance,,,,,,,,2006,03
Akeelah and the Bee,tt0437800,18948425,112,70.0,en,Drama,,,,,,,,,,2006,04
