original_title,imdb_id,revenue,runtime,vote_average,original_language,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,genre_10,Year,Month
The Swan Princess,tt0111333,9771658,89,65.9,en,Family,Animation,Fantasy,Adventure,Comedy,,,,,,1994,11
The Secret of Roan Inish,tt0111112,0,103,67.91,en,Drama,Family,Fantasy,,,,,,,,1994,05
The Specialist,tt0111255,170362582,110,58.56,en,Action,Thriller,,,,,,,,,1994,10
Stargate,tt0111282,196567262,121,69.66,en,Action,Adventure,Science Fiction,,,,,,,,1994,10
The Santa Clause,tt0111070,189833357,97,64.46,en,Fantasy,Drama,Comedy,Family,,,,,,,1994,11
The Shawshank Redemption,tt0111161,28341469,142,87.0,en,Drama,Crime,,,,,,,,,1994,09
Shallow Grave,tt0111149,0,93,70.02,en,Crime,Thriller,,,,,,,,,1994,12
Suture,tt0108260,102780,96,63.0,en,Drama,Thriller,,,,,,,,,1993,09
Fresa y chocolate,tt0106966,2087569,108,71.19,es,Comedy,Drama,,,,,,,,,1993,12
Swimming with Sharks,tt0114594,382928,93,66.24,en,Crime,Comedy,,,,,,,,,1994,09
The Sum of Us,tt0111309,0,100,69.18,en,Comedy,Drama,Romance,,,,,,,,1994,07
Senior Trip,tt0113936,0,91,54.71,en,Comedy,,,,,,,,,,1995,09
活着,tt0110081,0,133,79.56,zh,Drama,Romance,War,,,,,,,,1994,05
Tank Girl,tt0114614,4064495,98,54.519999999999996,en,Action,Comedy,Science Fiction,,,,,,,,1995,03
Tales from the Crypt: Demon Knight,tt0114608,21089146,92,68.28,en,Horror,Comedy,Thriller,,,,,,,,1995,01
Star Trek: Generations,tt0111280,120000000,118,65.4,en,Science Fiction,Action,Adventure,Thriller,,,,,,,1994,11
Tales from the Hood,tt0114609,12000000,97,61.62,en,Horror,Crime,Thriller,,,,,,,,1995,05
Tom & Viv,tt0111454,0,115,58.0,en,Drama,Romance,,,,,,,,,1994,04
Village of the Damned,tt0114852,9418365,99,60.42,en,Thriller,Horror,Science Fiction,,,,,,,,1995,04
Tommy Boy,tt0114694,32648673,98,68.12,en,Comedy,,,,,,,,,,1995,03
Vanya on 42nd Street,tt0111590,0,119,67.0,en,Drama,,,,,,,,,,1994,10
The Underneath,tt0114788,0,99,58.0,en,Crime,Drama,Thriller,,,,,,,,1995,04
The Walking Dead,tt0114888,0,88,67.78,en,Drama,War,,,,,,,,,1995,02
What's Eating Gilbert Grape,tt0108550,10032765,118,76.68,en,Romance,Drama,,,,,,,,,1993,12
Virtuosity,tt0114857,24048000,106,54.669999999999995,en,Action,Crime,Science Fiction,Thriller,,,,,,,1995,08
While You Were Sleeping,tt0114924,182057016,103,69.42,en,Romance,Comedy,,,,,,,,,1995,04
The War,tt0111667,16,126,66.7,en,Drama,War,,,,,,,,,1994,11
Double Happiness,tt0109655,759393,87,63.33,en,Comedy,Romance,Drama,,,,,,,,1994,09
Muriel's Wedding,tt0110598,15119639,106,68.97999999999999,en,Comedy,Drama,Romance,,,,,,,,1994,09
The Baby-Sitters Club,tt0112435,0,94,53.84,en,Comedy,Drama,Family,,,,,,,,1995,08
Ace Ventura: Pet Detective,tt0109040,107217396,86,65.34,en,Comedy,Adventure,,,,,,,,,1994,02
"The Adventures of Priscilla, Queen of the Desert",tt0109045,11224491,104,72.78999999999999,en,Drama,Comedy,,,,,,,,,1994,05
Backbeat,tt0106339,0,100,60.0,en,Drama,Music,,,,,,,,,1994,04
Bitter Moon,tt0104779,1862805,139,70.75,en,Thriller,Drama,Romance,,,,,,,,1992,09
Bullets Over Broadway,tt0109348,0,98,71.35,en,Comedy,Crime,,,,,,,,,1994,10
Clear and Present Danger,tt0109444,215887717,141,66.03,en,Action,Drama,Thriller,,,,,,,,1994,08
The Client,tt0109446,117615211,119,66.89,en,Drama,Thriller,Crime,Mystery,,,,,,,1994,07
"Corrina, Corrina",tt0109484,0,115,66.85,en,Comedy,Drama,Family,Romance,,,,,,,1994,08
Crooklyn,tt0109504,0,115,68.0,en,Comedy,Drama,,,,,,,,,1994,05
The Crow,tt0109506,50694672,102,74.93,en,Fantasy,Action,Thriller,,,,,,,,1994,05
Cobb,tt0109450,1007583,128,61.0,en,Drama,,,,,,,,,,1994,12
The Flintstones,tt0109813,341631208,91,53.2,en,Fantasy,Comedy,Family,,,,,,,,1994,05
Forrest Gump,tt0109830,677387716,142,84.78999999999999,en,Comedy,Drama,Romance,,,,,,,,1994,06
Four Weddings and a Funeral,tt0109831,245700832,117,67.59,en,Comedy,Drama,Romance,,,,,,,,1994,03
Higher Learning,tt0113305,38290723,127,63.51,en,Romance,Drama,Crime,,,,,,,,1995,01
I Like It Like That,tt0110091,1777020,104,66.0,en,Comedy,Drama,Romance,,,,,,,,1994,10
I Love Trouble,tt0110093,61947267,123,55.11,en,Romance,Comedy,,,,,,,,,1994,06
It Could Happen to You,tt0110167,37939757,101,64.75,en,Comedy,Drama,Romance,,,,,,,,1994,07
The Jungle Book,tt0110213,43,111,59.54,en,Family,Adventure,Drama,,,,,,,,1994,12
Die Macht der Bilder: Leni Riefenstahl,tt0107472,449707,180,71.0,de,Documentary,,,,,,,,,,1993,09
The Lion King,tt0110357,763455561,89,82.59,en,Family,Animation,Drama,,,,,,,,1994,06
Little Buddha,tt0107426,4858139,140,62.599999999999994,en,Drama,History,,,,,,,,,1993,12
New Nightmare,tt0111686,57000000,112,64.0,en,Horror,Mystery,Fantasy,,,,,,,,1994,10
The Mask,tt0110475,351583407,101,69.18,en,Romance,Comedy,Crime,Fantasy,,,,,,,1994,07
Maverick,tt0110478,183031272,127,68.0,en,Action,Adventure,Comedy,Drama,Western,,,,,,1994,05
Mrs. Parker and the Vicious Circle,tt0110588,0,125,61.050000000000004,en,Drama,,,,,,,,,,1994,09
Naked Gun 33⅓: The Final Insult,tt0110622,51132598,83,64.5,en,Comedy,Crime,,,,,,,,,1994,03
The Paper,tt0110771,48400000,112,66.50999999999999,en,Comedy,Drama,,,,,,,,,1994,03
Reality Bites,tt0110950,20079850,99,65.93,en,Drama,Comedy,Romance,,,,,,,,1994,02
Red Rock West,tt0105226,2500000,98,66.05000000000001,en,Crime,Drama,Thriller,,,,,,,,1993,05
Ri¢hie Ri¢h,tt0110989,38087756,95,58.69,en,Comedy,Family,,,,,,,,,1994,12
The River Wild,tt0110997,94216343,111,64.21000000000001,en,Adventure,Action,Crime,Thriller,,,,,,,1994,09
Speed,tt0111257,350448145,116,71.01,en,Action,Adventure,Crime,,,,,,,,1994,06
Speechless,tt0111256,20667959,99,59.0,en,Romance,Comedy,,,,,,,,,1994,12
Timecop,tt0111438,101646581,99,59.93000000000001,en,Thriller,Science Fiction,Action,Crime,,,,,,,1994,09
True Lies,tt0111503,378882411,141,70.45,en,Action,Thriller,,,,,,,,,1994,07
When a Man Loves a Woman,tt0111693,50021959,126,64.52,en,Drama,Romance,,,,,,,,,1994,04
Wolf,tt0111742,131002597,125,60.7,en,Fantasy,Drama,Horror,,,,,,,,1994,06
Wyatt Earp,tt0111756,25052000,191,67.61,en,Western,Drama,Action,Adventure,,,,,,,1994,06
Bad Company,tt0112443,0,108,47.0,en,Action,Crime,Romance,Thriller,,,,,,,1995,01
A Man of No Importance,tt0110455,953,99,61.0,en,Comedy,Drama,,,,,,,,,1994,12
S.F.W.,tt0111048,0,96,60.16,en,Comedy,Drama,,,,,,,,,1994,09
A Low Down Dirty Shame,tt0110399,29392418,100,56.989999999999995,en,Comedy,Crime,,,,,,,,,1994,11
Boys Life,tt0112570,0,91,47.27,en,Drama,,,,,,,,,,1994,09
Le Colonel Chabert,tt0109454,0,110,62.41,fr,Drama,,,,,,,,,,1994,09
"Faster, Pussycat! Kill! Kill!",tt0059170,0,84,64.0,en,Action,Crime,Comedy,,,,,,,,1965,08
Jason's Lyric,tt0110186,20851521,119,66.0,en,Crime,Drama,Romance,,,,,,,,1994,09
Street Fighter,tt0111301,99423521,102,45.61,en,Action,Adventure,Thriller,Drama,Science Fiction,,,,,,1994,12
Highlander III: The Sorcerer,tt0110027,36800000,99,47.28,en,Fantasy,Action,,,,,,,,,1994,11
Federal Hill,tt0109785,0,97,50.0,en,Crime,Drama,,,,,,,,,1995,02
In the Mouth of Madness,tt0113409,8946600,95,72.38000000000001,en,Horror,Mystery,Thriller,,,,,,,,1995,02
8 Seconds,tt0109021,0,105,74.0,en,Drama,Romance,Western,,,,,,,,1994,02
Above the Rim,tt0109035,0,96,69.27,en,Crime,,,,,,,,,,1994,03
Addams Family Values,tt0106220,48919043,94,69.44,en,Comedy,Family,Fantasy,,,,,,,,1993,11
The Age of Innocence,tt0106226,32255440,139,69.94,en,Drama,Romance,,,,,,,,,1993,09
Airheads,tt0109068,5751882,92,61.120000000000005,en,Comedy,Crime,Music,,,,,,,,1994,08
The Air Up There,tt0109067,21011500,107,62.830000000000005,en,Family,Comedy,,,,,,,,,1994,01
Another Stakeout,tt0106292,30000000,105,55.14,en,Comedy,Crime,Action,,,,,,,,1993,07
Bad Girls,tt0109198,15240435,99,53.52,en,Romance,Western,,,,,,,,,1994,04
Barcelona,tt0109219,0,100,63.0,en,Comedy,Drama,Romance,,,,,,,,1994,07
Being Human,tt0106379,0,122,51.06,en,Drama,Comedy,Fantasy,,,,,,,,1994,05
The Beverly Hillbillies,tt0106400,0,93,62.08,en,Comedy,,,,,,,,,,1993,10
Beverly Hills Cop III,tt0109254,119208989,105,58.650000000000006,en,Action,Comedy,Crime,,,,,,,,1994,05
Black Beauty,tt0109279,0,88,67.78999999999999,en,Adventure,Family,,,,,,,,,1994,07
Blink,tt0109297,16668552,106,62.0,en,Crime,Thriller,,,,,,,,,1993,10
Blown Away,tt0109303,30156002,121,61.37,en,Action,,,,,,,,,,1994,07
Blue Chips,tt0109305,0,108,60.0,en,Drama,,,,,,,,,,1994,02
Blue Sky,tt0109306,0,101,61.0,en,Drama,Romance,,,,,,,,,1994,09
Body Snatchers,tt0106452,428868,87,61.230000000000004,en,Horror,Science Fiction,Thriller,,,,,,,,1993,06
Boxing Helena,tt0106471,1796389,107,52.0,en,Drama,Romance,Thriller,,,,,,,,1993,03
A Bronx Tale,tt0106489,17287898,121,77.86,en,Drama,Crime,,,,,,,,,1993,09
Cabin Boy,tt0109361,3662459,80,50.0,en,Comedy,Fantasy,Adventure,,,,,,,,1994,01
Calendar Girl,tt0106505,2570145,90,51.0,en,Comedy,Drama,,,,,,,,,1993,09
Carlito's Way,tt0106519,63848322,144,78.21,en,Crime,Thriller,Drama,Romance,,,,,,,1993,11
City Slickers II: The Legend of Curly's Gold,tt0109439,43,116,51.92999999999999,en,Action,Comedy,Drama,Western,,,,,,,1994,06
Clean Slate,tt0109443,7355425,107,57.0,en,Comedy,Thriller,Mystery,,,,,,,,1994,05
Cliffhanger,tt0106582,255000211,112,64.55,en,Action,Adventure,Thriller,,,,,,,,1993,05
Coneheads,tt0106598,21274717,87,53.040000000000006,en,Comedy,Science Fiction,Family,,,,,,,,1993,07
Color of Night,tt0109456,19726050,121,57.35,en,Romance,Thriller,Drama,,,,,,,,1994,08
Cops & Robbersons,tt0109480,0,93,51.0,en,Comedy,Thriller,Crime,,,,,,,,1994,04
The Cowboy Way,tt0109493,0,102,56.529999999999994,en,Action,Comedy,Crime,Drama,Thriller,Western,,,,,1994,06
Dave,tt0106673,92000000,110,66.56,en,Comedy,,,,,,,,,,1993,05
Dazed and Confused,tt0106677,7993039,102,73.53,en,Comedy,,,,,,,,,,1993,09
Demolition Man,tt0106697,58055768,115,66.67,en,Crime,Action,Science Fiction,,,,,,,,1993,10
Even Cowgirls Get the Blues,tt0106834,0,96,43.43,en,Western,Drama,Comedy,Romance,,,,,,,1994,05
Fatal Instinct,tt0106873,0,91,55.0,en,Comedy,Crime,Thriller,,,,,,,,1993,10
霸王别姬,tt0106332,5750000,171,79.0,zh,Drama,,,,,,,,,,1993,01
Fearless,tt0106881,6995302,122,69.21000000000001,en,Drama,,,,,,,,,,1993,10
Fear of a Black Hat,tt0106880,0,88,58.0,en,Comedy,,,,,,,,,,1994,06
With Honors,tt0111732,20016254,103,68.0,en,Comedy,Drama,,,,,,,,,1994,04
Flesh and Bone,tt0106926,9709451,126,61.0,en,Thriller,,,,,,,,,,1993,11
Widows' Peak,tt0111712,0,101,63.849999999999994,en,Comedy,Thriller,Mystery,Romance,,,,,,,1994,05
For Love or Money,tt0106941,11146270,94,62.0,en,Comedy,Romance,,,,,,,,,1993,10
The Firm,tt0106918,270248367,155,67.36,en,Drama,Mystery,Thriller,,,,,,,,1993,06
Free Willy,tt0106965,153698625,112,61.89,en,Family,Adventure,Drama,,,,,,,,1993,07
Fresh,tt0109842,0,114,72.06,en,Crime,Drama,Thriller,,,,,,,,1994,06
The Fugitive,tt0106977,368875760,131,74.55,en,Action,Thriller,Drama,,,,,,,,1993,08
Geronimo: An American Legend,tt0107004,18635620,115,63.0,en,Western,History,,,,,,,,,1993,12
The Getaway,tt0109890,30057974,115,56.33,en,Action,Crime,Drama,Mystery,Romance,Thriller,,,,,1994,02
Getting Even with Dad,tt0109891,0,109,52.73,en,Family,Comedy,Crime,,,,,,,,1994,06
Go Fish,tt0109913,0,83,44.0,en,Drama,Romance,,,,,,,,,1994,02
Hard Target,tt0107076,74189677,97,62.86,en,Action,,,,,,,,,,1993,08
Hot Shots! Part Deux,tt0107144,133752825,86,65.38,en,Action,Comedy,War,,,,,,,,1993,05
Live Nude Girls,tt0113674,0,95,44.800000000000004,en,Comedy,,,,,,,,,,1995,12
The Englishman Who Went Up a Hill But Came Down a Mountain,tt0112966,0,91,63.010000000000005,en,Drama,Comedy,Romance,,,,,,,,1995,05
The House of the Spirits,tt0107151,6265311,140,68.69,en,Romance,Drama,,,,,,,,,1993,10
House Party 3,tt0110064,0,100,52.11,en,Comedy,,,,,,,,,,1994,01
The Hudsucker Proxy,tt0110074,2800000,111,70.77,en,Comedy,Drama,,,,,,,,,1994,03
I'll Do Anything,tt0110097,0,115,56.31,en,Comedy,Drama,,,,,,,,,1994,02
In the Army Now,tt0110123,28881266,91,50.970000000000006,en,Comedy,,,,,,,,,,1994,08
In the Line of Fire,tt0107206,176997168,128,69.62,en,Action,Drama,Thriller,Crime,Mystery,,,,,,1993,07
In the Name of the Father,tt0107207,65796862,133,79.13,en,Drama,,,,,,,,,,1993,12
The Inkwell,tt0110137,8880705,110,56.0,en,Comedy,Drama,Romance,,,,,,,,1994,04
What's Love Got to Do with It,tt0108551,39100000,118,70.11,en,Drama,Music,,,,,,,,,1993,06
Jimmy Hollywood,tt0110197,0,112,51.06,en,Comedy,,,,,,,,,,1994,03
Judgment Night,tt0107286,12136938,109,65.7,en,Action,Crime,Thriller,,,,,,,,1993,10
Jurassic Park,tt0107290,920100000,127,79.3,en,Adventure,Science Fiction,,,,,,,,,1993,06
Kalifornia,tt0107302,2395231,117,65.37,en,Thriller,Crime,,,,,,,,,1993,06
Killing Zoe,tt0110265,418961,96,62.56,en,Action,Crime,Drama,Thriller,,,,,,,1993,10
Lassie,tt0110305,9979683,94,61.449999999999996,en,Family,Adventure,,,,,,,,,1994,07
Last Action Hero,tt0107362,137300000,131,64.06,en,Adventure,Fantasy,Action,Comedy,Family,,,,,,1993,06
Life with Mikey,tt0107413,12440858,91,56.31999999999999,en,Comedy,Family,,,,,,,,,1993,06
Lightning Jack,tt0110353,0,98,56.0,en,Comedy,Western,,,,,,,,,1994,03
M. Butterfly,tt0107468,1499795,101,65.8,en,Romance,Drama,,,,,,,,,1993,09
Made in America,tt0107478,0,111,55.08,en,Comedy,,,,,,,,,,1993,01
Malice,tt0107497,46405336,107,62.18,en,Thriller,,,,,,,,,,1993,09
The Man Without a Face,tt0107501,24760338,115,65.38,en,Drama,,,,,,,,,,1993,08
Manhattan Murder Mystery,tt0107507,11285588,104,72.91,en,Comedy,Mystery,,,,,,,,,1993,05
Menace II Society,tt0107554,27900000,97,75.48,en,Drama,Crime,,,,,,,,,1993,05
Executive Decision,tt0116253,121969216,133,62.47,en,Action,Adventure,Drama,Thriller,,,,,,,1996,03
愛のコリーダ,tt0074102,0,105,65.0,ja,Drama,Romance,,,,,,,,,1976,09
What Happened Was...,tt0111689,0,91,71.2,en,Comedy,Drama,Romance,,,,,,,,1994,09
Much Ado About Nothing,tt0107616,22551000,111,69.64,en,Drama,Comedy,Romance,,,,,,,,1993,05
Mr. Wonderful,tt0107613,3125424,98,56.959999999999994,en,Comedy,Romance,,,,,,,,,1993,10
Mrs. Doubtfire,tt0107614,441286195,125,71.77,en,Comedy,Drama,Family,,,,,,,,1993,11
Naked,tt0107653,0,131,73.91,en,Drama,Comedy,,,,,,,,,1993,09
The Next Karate Kid,tt0110657,15876353,107,53.269999999999996,en,Action,Drama,Family,Adventure,,,,,,,1994,07
No Escape,tt0110678,15340000,118,62.76,en,Action,Drama,Science Fiction,Thriller,,,,,,,1994,04
North,tt0110687,0,87,50.78,en,Comedy,Drama,Family,Fantasy,Science Fiction,,,,,,1994,07
Orlando,tt0107756,5377643,90,69.72,en,Drama,Fantasy,,,,,,,,,1992,12
A Perfect World,tt0107808,135130999,138,74.81,en,Crime,Drama,Thriller,,,,,,,,1993,11
Philadelphia,tt0107818,206678440,126,77.30000000000001,en,Drama,,,,,,,,,,1993,12
The Piano,tt0107822,40185556,121,74.12,en,Drama,Romance,,,,,,,,,1993,05
Poetic Justice,tt0107840,27515786,109,68.86,en,Drama,Romance,,,,,,,,,1993,07
The Program,tt0107889,23042200,112,63.0,en,Drama,Action,Romance,,,,,,,,1993,09
The Puppet Masters,tt0111003,8638072,109,57.830000000000005,en,Horror,Science Fiction,Thriller,,,,,,,,1994,10
Radioland Murders,tt0110939,0,108,58.75,en,Comedy,Crime,Drama,,,,,,,,1994,10
The Ref,tt0110955,11439193,97,65.06,en,Comedy,Crime,Drama,,,,,,,,1994,03
The Remains of the Day,tt0107943,23237911,134,73.82,en,Drama,Romance,,,,,,,,,1993,11
Renaissance Man,tt0110971,24332324,128,60.9,en,Comedy,Drama,,,,,,,,,1994,06
Rising Sun,tt0107969,107198790,125,61.37,en,Action,Drama,Thriller,,,,,,,,1993,07
The Road to Wellville,tt0111001,0,118,55.58,en,Comedy,Romance,,,,,,,,,1994,10
RoboCop 3,tt0107978,10696210,104,47.45,en,Action,Adventure,Crime,Science Fiction,Thriller,,,,,,1993,11
Robin Hood: Men in Tights,tt0107977,35739755,104,65.78999999999999,en,Comedy,,,,,,,,,,1993,07
Romeo Is Bleeding,tt0107983,3275585,100,61.69,en,Crime,,,,,,,,,,1993,09
Romper Stomper,tt0105275,0,94,66.09,en,Action,Drama,Thriller,,,,,,,,1992,03
Ruby in Paradise,tt0108000,1001437,114,59.33,en,Drama,Romance,,,,,,,,,1993,10
Rudy,tt0108002,22750363,114,73.46000000000001,en,Drama,History,,,,,,,,,1993,09
Les Nuits fauves,tt0105032,0,126,66.0,fr,Drama,,,,,,,,,,1992,08
Schindler's List,tt0108052,321365567,195,85.66000000000001,en,Drama,History,War,,,,,,,,1993,12
The Scout,tt0111094,0,101,52.53,en,Comedy,,,,,,,,,,1994,09
Searching for Bobby Fischer,tt0108065,7266383,110,71.39,en,Drama,,,,,,,,,,1993,08
The Secret Garden,tt0108071,0,102,74.07,en,Drama,Family,Fantasy,,,,,,,,1993,08
Serial Mom,tt0111127,7820688,94,67.92,en,Comedy,Crime,Thriller,,,,,,,,1994,04
The Shadow,tt0111143,48063435,108,60.019999999999996,en,Adventure,Fantasy,Action,Thriller,Science Fiction,,,,,,1994,07
Shadowlands,tt0108101,25842000,131,69.48,en,Drama,Romance,,,,,,,,,1993,12
Short Cuts,tt0108122,6110979,187,71.85,en,Comedy,Drama,,,,,,,,,1993,09
A Simple Twist of Fate,tt0111194,0,106,60.0,en,Family,Comedy,,,,,,,,,1994,09
Sirens,tt0111201,7770731,98,56.64,en,Comedy,Drama,,,,,,,,,1994,03
Six Degrees of Separation,tt0108149,6284090,112,63.97,en,Mystery,Drama,Comedy,,,,,,,,1993,12
Sleepless in Seattle,tt0108160,227799884,105,67.12,en,Comedy,Drama,Romance,,,,,,,,1993,06
Sliver,tt0108162,116300000,108,54.36,en,Drama,Thriller,,,,,,,,,1993,05
Blade Runner,tt0083658,41722424,118,79.31,en,Science Fiction,Drama,Thriller,,,,,,,,1982,06
Son in Law,tt0108186,36448200,95,60.03999999999999,en,Comedy,Drama,Romance,,,,,,,,1993,07
So I Married an Axe Murderer,tt0108174,11585483,93,60.75,en,Comedy,Crime,Romance,,,,,,,,1993,07
Striking Distance,tt0108238,0,102,57.95,en,Crime,Action,Mystery,Thriller,,,,,,,1993,09
Super Mario Bros.,tt0108255,20915465,104,42.53999999999999,en,Action,Adventure,Comedy,Family,Science Fiction,,,,,,1993,05
Surviving the Game,tt0111323,7690013,96,61.03,en,Action,Thriller,,,,,,,,,1994,04
Terminal Velocity,tt0111400,16478900,102,53.56,en,Action,,,,,,,,,,1994,09
Thirty Two Short Films About Glenn Gould,tt0108328,0,93,71.71000000000001,en,Drama,Music,,,,,,,,,1993,11
Threesome,tt0111418,0,93,64.02,en,Comedy,Drama,Romance,,,,,,,,1994,04
The Nightmare Before Christmas,tt0107688,75634409,76,78.42,en,Fantasy,Animation,Family,,,,,,,,1993,10
The Three Musketeers,tt0108333,53898845,105,63.89,en,Action,Adventure,Comedy,,,,,,,,1993,11
Tombstone,tt0108358,56505065,130,76.01,en,Western,Action,,,,,,,,,1993,12
True Romance,tt0108399,12600000,120,75.37,en,Action,Crime,Romance,,,,,,,,1993,09
The War Room,tt0108515,901668,96,72.6,en,Documentary,History,,,,,,,,,1993,11
The Pagemaster,tt0110763,13670688,75,64.06,en,Family,Fantasy,Science Fiction,Animation,,,,,,,1994,11
Welcome to the Dollhouse,tt0114906,5034794,88,71.53,en,Comedy,Drama,,,,,,,,,1996,05
Germinal,tt0107002,0,160,67.1,fr,Drama,Romance,,,,,,,,,1993,09
Chasers,tt0109403,1596687,102,52.800000000000004,en,Comedy,Romance,,,,,,,,,1994,04
Kika,tt0107315,0,117,66.04,es,Comedy,Drama,,,,,,,,,1993,10
Bhaji on the Beach,tt0106408,0,100,53.0,en,Comedy,Drama,,,,,,,,,1993,09
Little Big League,tt0110363,0,119,58.25,en,Comedy,Family,,,,,,,,,1994,06
Io speriamo che me la cavo,tt0107225,0,93,71.53999999999999,it,Comedy,,,,,,,,,,1992,10
Spanking the Monkey,tt0111252,0,106,56.0,en,Comedy,Drama,,,,,,,,,1994,01
The Little Rascals,tt0110366,67308282,82,67.38000000000001,en,Romance,Comedy,Family,,,,,,,,1994,08
Andre,tt0109120,0,94,54.0,en,Drama,Family,Adventure,,,,,,,,1994,08
La scorta,tt0108059,0,92,64.0,it,Thriller,Crime,Drama,,,,,,,,1993,04
Princess Caraboo,tt0110892,3021629,97,55.56,en,Comedy,Drama,History,Mystery,,,,,,,1994,09
The Celluloid Closet,tt0112651,0,102,71.56,en,Documentary,,,,,,,,,,1996,01
Caro Diario,tt0109382,0,100,74.2,it,Comedy,Drama,,,,,,,,,1993,10
The Brady Bunch Movie,tt0112572,0,89,61.550000000000004,en,Family,Comedy,,,,,,,,,1995,02
Home Alone,tt0099785,476684675,103,73.97999999999999,en,Comedy,Family,,,,,,,,,1990,11
Ghost,tt0099653,505000000,127,71.95,en,Fantasy,Drama,Thriller,Mystery,Romance,,,,,,1990,07
Aladdin,tt0103639,504050219,90,76.44,en,Animation,Family,Adventure,Fantasy,Romance,,,,,,1992,11
Terminator 2: Judgment Day,tt0103064,520000000,137,80.87,en,Action,Thriller,Science Fiction,,,,,,,,1991,07
Dances with Wolves,tt0099348,424208848,181,78.55000000000001,en,Adventure,Drama,Western,,,,,,,,1990,03
Batman,tt0096895,411348924,126,72.0,en,Fantasy,Action,Crime,,,,,,,,1989,06
The Silence of the Lambs,tt0102926,272742922,119,83.42,en,Crime,Drama,Thriller,,,,,,,,1991,02
Snow White and the Seven Dwarfs,tt0029583,184925486,83,71.10000000000001,en,Fantasy,Animation,Family,,,,,,,,1937,12
Beauty and the Beast,tt0101414,424967620,84,77.32000000000001,en,Romance,Family,Animation,Fantasy,,,,,,,1991,10
Pinocchio,tt0032910,84300000,88,71.03,en,Animation,Family,,,,,,,,,1940,02
Pretty Woman,tt0100405,463406268,119,74.16,en,Comedy,Romance,,,,,,,,,1990,03
The Wild Bunch,tt0065214,638641,145,76.65,en,Adventure,Western,,,,,,,,,1969,06
Love and a .45,tt0110395,0,101,57.0,en,Crime,Thriller,,,,,,,,,1994,11
A Great Day in Harlem,tt0109934,527034,60,72.0,en,Documentary,Music,,,,,,,,,1994,09
One Fine Day,tt0117247,97529550,108,64.2,en,Romance,Comedy,,,,,,,,,1996,12
Candyman: Farewell to the Flesh,tt0112625,13940383,94,54.0,en,Horror,Thriller,,,,,,,,,1995,03
Fargo,tt0116282,60611975,98,78.69,en,Crime,Drama,Thriller,,,,,,,,1996,03
Homeward Bound II: Lost in San Francisco,tt0116552,32709423,89,65.19,en,Adventure,Comedy,Drama,Family,,,,,,,1996,03
Heavy Metal,tt0082509,20100000,90,64.83,en,Animation,Science Fiction,Adventure,Fantasy,Music,,,,,,1981,08
Hellraiser: Bloodline,tt0116514,16675000,86,52.46000000000001,en,Horror,Science Fiction,,,,,,,,,1996,03
The Pallbearer,tt0117283,5656388,97,49.0,en,Comedy,Romance,,,,,,,,,1996,05
Jane Eyre,tt0116684,0,112,69.34,en,Drama,Romance,,,,,,,,,1996,02
Pane e cioccolata,tt0070506,0,110,71.0,it,Comedy,Drama,,,,,,,,,1974,05
The Aristocats,tt0065421,55675257,78,73.0,en,Animation,Comedy,Family,Adventure,,,,,,,1970,12
La flor de mi secreto,tt0113083,0,103,69.0,es,Drama,Romance,,,,,,,,,1995,09
Two Much,tt0118001,1141556,118,54.34,en,Comedy,Romance,,,,,,,,,1995,12
Ed,tt0116165,0,94,41.95,en,Comedy,Family,,,,,,,,,1996,03
A Thin Line Between Love and Hate,tt0117891,34746109,108,58.209999999999994,en,Comedy,Thriller,Crime,Romance,,,,,,,1996,04
The Last Supper,tt0113613,442965,92,66.47999999999999,en,Comedy,Thriller,Crime,Drama,,,,,,,1995,09
Primal Fear,tt0117381,102616183,129,76.0,en,Crime,Drama,Mystery,Thriller,,,,,,,1996,03
All Dogs Go to Heaven 2,tt0115509,8620678,82,58.67,en,Romance,Animation,Family,Adventure,Fantasy,,,,,,1996,03
Land and Freedom,tt0114671,0,109,73.83,en,Drama,History,War,Romance,,,,,,,1995,04
Denise Calls Up,tt0112844,0,80,65.31,en,Comedy,,,,,,,,,,1995,05
Theodore Rex,tt0114658,0,92,38.0,en,Fantasy,Science Fiction,Family,,,,,,,,1995,12
A Family Thing,tt0116275,0,109,64.5,en,Comedy,Drama,,,,,,,,,1996,03
Frisk,tt0113122,0,88,43.0,en,Drama,Thriller,,,,,,,,,1996,03
Sgt. Bilko,tt0117608,37956793,90,57.93,en,Comedy,,,,,,,,,,1996,03
Jack & Sarah,tt0113448,218626,110,68.56,en,Comedy,Drama,Romance,,,,,,,,1995,06
Girl 6,tt0116414,4939939,108,49.95,en,Comedy,Drama,,,,,,,,,1996,03
Diabolique,tt0116095,52400000,107,54.42,en,Mystery,Thriller,Horror,,,,,,,,1996,03
Nelly & Monsieur Arnaud,tt0113947,0,106,69.0,fr,Drama,Romance,,,,,,,,,1995,08
Courage Under Fire,tt0115956,100860818,116,64.61,en,Drama,Thriller,Mystery,War,,,,,,,1996,07
Mission: Impossible,tt0117060,457731198,110,69.0,en,Adventure,Action,Thriller,,,,,,,,1996,05
Á köldum klaka,tt0109028,0,85,66.0,de,Drama,Comedy,,,,,,,,,1995,02
